# power spectrum of delta_N
# redshift z=2.596867
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   1.675498e-03   4.792454e-03   3.113438e-04   18
  6.745391e-02   1.903228e-02   1.159167e-02   1.909836e-03   152
  1.090113e-01   4.393086e-02   1.224347e-02   2.017184e-03   416
  1.497134e-01   7.211049e-02   1.165022e-02   2.701683e-03   770
  1.923472e-01   1.019536e-01   1.247860e-02   2.887474e-03   1364
  2.350444e-01   1.275386e-01   1.221820e-02   2.869336e-03   1976
  2.775930e-01   1.593350e-01   1.245022e-02   3.085900e-03   2792
  3.193857e-01   1.914286e-01   1.188722e-02   3.179140e-03   3578
  3.615292e-01   2.173086e-01   1.219808e-02   3.174830e-03   4724
  4.045273e-01   2.523787e-01   1.253838e-02   3.228197e-03   6032
  4.469941e-01   2.747394e-01   1.206640e-02   3.416709e-03   7072
  4.890810e-01   3.157820e-01   1.222555e-02   3.479893e-03   8634
  5.318886e-01   3.550995e-01   1.238102e-02   3.577127e-03   10336
  5.746708e-01   3.902480e-01   1.232804e-02   3.492561e-03   11940
  6.167490e-01   4.232170e-01   1.208586e-02   3.661736e-03   13490
  6.588740e-01   4.710359e-01   1.221778e-02   3.732811e-03   15656
  7.016595e-01   5.028812e-01   1.241043e-02   3.631586e-03   18008
  7.443680e-01   5.371232e-01   1.227786e-02   3.891634e-03   19964
  7.867827e-01   5.857794e-01   1.226437e-02   4.003785e-03   22354
  8.291404e-01   6.161778e-01   1.212327e-02   3.924980e-03   24648
  8.716536e-01   6.553970e-01   1.233244e-02   3.865135e-03   27592
  9.142068e-01   7.123156e-01   1.230127e-02   4.104893e-03   30152
  9.566749e-01   7.480387e-01   1.227622e-02   4.134959e-03   33046
  9.991233e-01   8.023175e-01   1.221538e-02   4.207313e-03   35992
  1.041693e+00   8.528277e-01   1.229906e-02   4.242550e-03   39304
  1.084289e+00   8.916743e-01   1.232858e-02   4.345217e-03   42608
  1.126820e+00   9.490683e-01   1.223307e-02   4.463501e-03   45758
  1.169340e+00   9.824451e-01   1.228914e-02   4.401162e-03   49536
  1.211695e+00   1.046045e+00   1.215683e-02   4.565570e-03   52488
  1.254054e+00   1.102515e+00   1.233851e-02   4.611220e-03   57034
  1.296605e+00   1.156558e+00   1.224458e-02   4.667336e-03   60648
  1.339187e+00   1.208055e+00   1.230532e-02   4.707133e-03   65044
  1.381689e+00   1.268605e+00   1.223104e-02   4.819288e-03   68720
  1.424202e+00   1.334634e+00   1.231312e-02   4.918503e-03   73538
  1.466870e+00   1.389859e+00   1.230776e-02   4.960137e-03   78080
  1.509304e+00   1.455232e+00   1.215944e-02   5.109493e-03   81572
  1.551677e+00   1.522400e+00   1.232495e-02   5.174266e-03   87248
  1.594353e+00   1.582318e+00   1.233837e-02   5.244172e-03   92266
  1.636929e+00   1.639097e+00   1.225268e-02   5.283603e-03   96696
  1.679216e+00   1.716334e+00   1.215041e-02   5.381113e-03   100904
  1.721516e+00   1.784577e+00   1.226207e-02   5.481356e-03   107036
  1.764192e+00   1.862734e+00   1.235795e-02   5.543555e-03   113362
  1.806923e+00   1.933233e+00   1.228837e-02   5.622515e-03   118176
  1.849351e+00   2.013449e+00   1.221864e-02   5.747833e-03   122944
  1.891857e+00   2.074161e+00   1.233203e-02   5.745170e-03   129902
  1.934420e+00   2.145750e+00   1.224691e-02   5.867455e-03   134944
  1.976863e+00   2.225451e+00   1.225992e-02   5.927507e-03   140952
  2.019285e+00   2.302362e+00   1.225865e-02   6.023208e-03   147072
  2.061737e+00   2.389165e+00   1.224320e-02   6.096146e-03   153382
  2.104357e+00   2.471812e+00   1.233049e-02   6.110617e-03   160952
  2.147003e+00   2.551575e+00   1.228118e-02   6.225070e-03   166640
  2.189431e+00   2.617790e+00   1.222861e-02   6.307867e-03   172448
  2.231915e+00   2.718959e+00   1.231031e-02   6.412330e-03   180594
  2.274471e+00   2.780148e+00   1.224284e-02   6.426968e-03   186556
  2.316888e+00   2.888156e+00   1.225358e-02   6.584411e-03   193528
  2.359297e+00   2.981415e+00   1.224273e-02   6.666465e-03   200626
  2.401844e+00   3.068165e+00   1.230642e-02   6.713036e-03   209256
  2.444460e+00   3.154496e+00   1.227865e-02   6.777416e-03   216020
  2.487004e+00   3.244903e+00   1.230299e-02   6.829350e-03   223768
  2.529444e+00   3.343136e+00   1.222313e-02   6.986896e-03   230234
  2.571955e+00   3.418392e+00   1.229969e-02   6.936394e-03   239800
  2.614499e+00   3.525425e+00   1.225221e-02   7.102782e-03   246568
  2.656957e+00   3.646360e+00   1.227331e-02   7.194821e-03   254828
  2.699414e+00   3.699954e+00   1.225769e-02   7.228423e-03   263074
  2.741981e+00   3.805590e+00   1.228604e-02   7.301850e-03   272312
  2.784554e+00   3.926402e+00   1.228079e-02   7.423382e-03   280376
  2.827093e+00   4.027554e+00   1.228600e-02   7.502777e-03   288884
  2.869605e+00   4.128418e+00   1.227401e-02   7.566453e-03   297602
  2.912071e+00   4.238092e+00   1.223046e-02   7.644464e-03   305520
  2.954561e+00   4.335081e+00   1.230079e-02   7.705318e-03   315976
  2.996984e+00   4.435611e+00   1.221089e-02   7.791055e-03   322778
  3.039488e+00   4.538491e+00   1.232008e-02   7.802466e-03   335372
  3.082114e+00   4.644285e+00   1.227327e-02   7.915895e-03   343464
  3.124654e+00   4.757734e+00   1.228282e-02   7.989297e-03   352912
  3.167174e+00   4.837835e+00   1.228199e-02   8.006434e-03   362666
  3.209689e+00   4.961041e+00   1.225476e-02   8.137519e-03   371884
  3.252186e+00   5.077160e+00   1.227971e-02   8.239769e-03   382280
  3.294633e+00   5.161909e+00   1.224302e-02   8.262675e-03   390888
  3.337059e+00   5.290236e+00   1.226867e-02   8.349119e-03   402234
  3.379565e+00   5.421594e+00   1.225933e-02   8.430081e-03   412576
  3.422105e+00   5.535840e+00   1.228715e-02   8.513017e-03   423732
  3.464636e+00   5.666495e+00   1.227257e-02   8.606342e-03   433624
  3.507180e+00   5.743646e+00   1.228881e-02   8.612185e-03   445154
  3.549739e+00   5.862534e+00   1.227656e-02   8.687916e-03   455584
  3.592238e+00   5.974847e+00   1.225887e-02   8.774693e-03   465588
  3.634685e+00   6.112249e+00   1.226065e-02   8.839559e-03   476762
  3.677219e+00   6.207931e+00   1.229242e-02   8.876525e-03   489552
  3.719789e+00   6.352810e+00   1.227853e-02   8.981823e-03   500328
  3.762251e+00   6.480287e+00   1.223705e-02   9.080786e-03   509852
  3.804741e+00   6.572171e+00   1.229735e-02   9.091333e-03   524234
  3.847275e+00   6.709129e+00   1.224781e-02   9.193465e-03   534104
  3.889779e+00   6.803376e+00   1.228211e-02   9.197881e-03   547048
  3.932320e+00   6.944966e+00   1.229545e-02   9.306499e-03   559328
  3.974872e+00   7.094364e+00   1.228346e-02   9.381882e-03   571326
  4.017355e+00   7.181093e+00   1.224147e-02   9.408663e-03   581920
  4.059804e+00   7.328511e+00   1.225835e-02   9.561490e-03   594832
  4.102282e+00   7.433435e+00   1.227222e-02   9.528748e-03   608048
  4.144825e+00   7.560633e+00   1.228101e-02   9.603571e-03   621526
  4.187356e+00   7.692286e+00   1.226445e-02   9.677474e-03   633240
  4.229822e+00   7.817674e+00   1.225981e-02   9.754374e-03   645472
  4.272346e+00   7.964237e+00   1.230137e-02   9.792413e-03   660906
  4.314903e+00   8.067914e+00   1.227030e-02   9.822074e-03   672856
  4.357425e+00   8.180318e+00   1.226838e-02   9.861933e-03   685980
  4.399921e+00   8.294453e+00   1.227191e-02   9.915411e-03   699256
  4.442476e+00   8.396281e+00   1.229990e-02   9.934349e-03   714730
  4.484986e+00   8.550799e+00   1.223739e-02   1.002489e-02   725152
  4.527452e+00   8.669697e+00   1.227054e-02   1.007378e-02   740420
  4.569941e+00   8.793164e+00   1.227636e-02   1.012946e-02   754312
  4.612456e+00   8.916373e+00   1.227959e-02   1.015582e-02   769114
  4.654996e+00   9.065117e+00   1.227684e-02   1.024643e-02   783488
  4.697459e+00   9.181663e+00   1.223560e-02   1.026550e-02   794968
  4.739925e+00   9.289014e+00   1.228043e-02   1.029200e-02   812366
  4.782438e+00   9.436265e+00   1.226054e-02   1.040806e-02   825976
  4.825000e+00   9.536343e+00   1.230088e-02   1.038845e-02   843352
  4.867591e+00   9.660401e+00   1.229290e-02   1.043191e-02   857280
  4.910094e+00   9.803152e+00   1.225276e-02   1.054564e-02   869542
  4.952587e+00   9.902600e+00   1.228301e-02   1.050976e-02   887128
  4.995087e+00   1.003885e+01   1.225266e-02   1.058503e-02   900032
  5.037553e+00   1.016199e+01   1.226951e-02   1.064679e-02   916560
  5.080018e+00   1.027949e+01   1.224713e-02   1.066046e-02   930922
  5.122540e+00   1.041381e+01   1.228718e-02   1.070245e-02   949844
  5.165149e+00   1.054560e+01   1.230776e-02   1.071136e-02   966736
  5.207698e+00   1.067045e+01   1.226328e-02   1.078524e-02   978776
  5.250149e+00   1.078019e+01   1.225655e-02   1.079454e-02   994522
  5.292642e+00   1.091653e+01   1.227563e-02   1.084792e-02   1012420
  5.335176e+00   1.105769e+01   1.228639e-02   1.088808e-02   1029408
  5.377640e+00   1.115142e+01   1.223362e-02   1.094549e-02   1041658
  5.420127e+00   1.126104e+01   1.228953e-02   1.092388e-02   1063520
  5.462635e+00   1.143538e+01   1.224276e-02   1.101247e-02   1075808
