# power spectrum of phi
# redshift z=0.596562
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   6.092021e-11   4.792454e-03   1.677846e-11   18
  6.745391e-02   2.792367e-11   1.159167e-02   2.790716e-12   152
  1.090113e-01   9.815606e-12   1.224347e-02   4.871834e-13   416
  1.497134e-01   4.508949e-12   1.165022e-02   1.764092e-13   770
  1.923472e-01   2.428348e-12   1.247860e-02   6.919538e-14   1364
  2.350444e-01   1.471789e-12   1.221820e-02   3.350759e-14   1976
  2.775930e-01   9.684833e-13   1.245022e-02   1.925217e-14   2792
  3.193857e-01   7.034259e-13   1.188722e-02   1.170294e-14   3578
  3.615292e-01   5.163591e-13   1.219808e-02   7.732001e-15   4724
  4.045273e-01   3.907384e-13   1.253838e-02   5.010187e-15   6032
  4.469941e-01   3.032112e-13   1.206640e-02   3.668157e-15   7072
  4.890810e-01   2.546869e-13   1.222555e-02   2.802604e-15   8634
  5.318886e-01   2.135298e-13   1.238102e-02   2.091931e-15   10336
  5.746708e-01   1.756288e-13   1.232804e-02   1.621117e-15   11940
  6.167490e-01   1.516706e-13   1.208586e-02   1.276820e-15   13490
  6.588740e-01   1.308942e-13   1.221778e-02   1.066584e-15   15656
  7.016595e-01   1.153148e-13   1.241043e-02   8.676645e-16   18008
  7.443680e-01   1.022987e-13   1.227786e-02   7.264130e-16   19964
  7.867827e-01   9.078783e-14   1.226437e-02   6.049938e-16   22354
  8.291404e-01   8.273862e-14   1.212327e-02   5.236093e-16   24648
  8.716536e-01   7.417784e-14   1.233244e-02   4.434817e-16   27592
  9.142068e-01   6.659799e-14   1.230127e-02   3.825671e-16   30152
  9.566749e-01   6.167725e-14   1.227622e-02   3.361143e-16   33046
  9.991233e-01   5.529795e-14   1.221538e-02   2.913638e-16   35992
  1.041693e+00   5.179548e-14   1.229906e-02   2.614497e-16   39304
  1.084289e+00   4.660482e-14   1.232858e-02   2.262413e-16   42608
  1.126820e+00   4.359924e-14   1.223307e-02   2.044343e-16   45758
  1.169340e+00   4.090731e-14   1.228914e-02   1.838119e-16   49536
  1.211695e+00   3.723633e-14   1.215683e-02   1.623351e-16   52488
  1.254054e+00   3.508627e-14   1.233851e-02   1.459142e-16   57034
  1.296605e+00   3.245763e-14   1.224458e-02   1.315460e-16   60648
  1.339187e+00   3.037133e-14   1.230532e-02   1.197164e-16   65044
  1.381689e+00   2.846014e-14   1.223104e-02   1.087320e-16   68720
  1.424202e+00   2.648344e-14   1.231312e-02   9.798323e-17   73538
  1.466870e+00   2.491136e-14   1.230776e-02   8.942113e-17   78080
  1.509304e+00   2.349874e-14   1.215944e-02   8.241666e-17   81572
  1.551677e+00   2.213131e-14   1.232495e-02   7.493778e-17   87248
  1.594353e+00   2.097177e-14   1.233837e-02   6.911728e-17   92266
  1.636929e+00   1.971656e-14   1.225268e-02   6.352530e-17   96696
  1.679216e+00   1.853814e-14   1.215041e-02   5.823199e-17   100904
  1.721516e+00   1.757155e-14   1.226207e-02   5.355360e-17   107036
  1.764192e+00   1.657511e-14   1.235795e-02   4.959323e-17   113362
  1.806923e+00   1.587877e-14   1.228837e-02   4.620484e-17   118176
  1.849351e+00   1.485781e-14   1.221864e-02   4.256798e-17   122944
  1.891857e+00   1.415424e-14   1.233203e-02   3.939104e-17   129902
  1.934420e+00   1.340629e-14   1.224691e-02   3.638429e-17   134944
  1.976863e+00   1.276827e-14   1.225992e-02   3.406862e-17   140952
  2.019285e+00   1.216245e-14   1.225865e-02   3.177390e-17   147072
  2.061737e+00   1.151532e-14   1.224320e-02   2.933441e-17   153382
  2.104357e+00   1.100404e-14   1.233049e-02   2.750167e-17   160952
  2.147003e+00   1.045693e-14   1.228118e-02   2.554881e-17   166640
  2.189431e+00   9.964985e-15   1.222861e-02   2.392264e-17   172448
  2.231915e+00   9.513097e-15   1.231031e-02   2.252906e-17   180594
  2.274471e+00   9.084855e-15   1.224284e-02   2.102275e-17   186556
  2.316888e+00   8.652551e-15   1.225358e-02   1.963605e-17   193528
  2.359297e+00   8.322156e-15   1.224273e-02   1.853556e-17   200626
  2.401844e+00   7.934982e-15   1.230642e-02   1.735495e-17   209256
  2.444460e+00   7.586369e-15   1.227865e-02   1.639126e-17   216020
  2.487004e+00   7.269540e-15   1.230299e-02   1.530594e-17   223768
  2.529444e+00   6.952242e-15   1.222313e-02   1.447209e-17   230234
  2.571955e+00   6.689827e-15   1.229969e-02   1.363916e-17   239800
  2.614499e+00   6.400592e-15   1.225221e-02   1.285526e-17   246568
  2.656957e+00   6.113258e-15   1.227331e-02   1.210198e-17   254828
  2.699414e+00   5.878690e-15   1.225769e-02   1.147030e-17   263074
  2.741981e+00   5.632432e-15   1.228604e-02   1.080950e-17   272312
  2.784554e+00   5.397067e-15   1.228079e-02   1.020045e-17   280376
  2.827093e+00   5.200349e-15   1.228600e-02   9.713690e-18   288884
  2.869605e+00   4.993233e-15   1.227401e-02   9.188921e-18   297602
  2.912071e+00   4.800131e-15   1.223046e-02   8.707578e-18   305520
  2.954561e+00   4.593619e-15   1.230079e-02   8.229999e-18   315976
  2.996984e+00   4.451721e-15   1.221089e-02   7.845030e-18   322778
  3.039488e+00   4.258687e-15   1.232008e-02   7.352181e-18   335372
  3.082114e+00   4.115392e-15   1.227327e-02   7.024291e-18   343464
  3.124654e+00   3.963940e-15   1.228282e-02   6.671708e-18   352912
  3.167174e+00   3.818372e-15   1.228199e-02   6.349917e-18   362666
  3.209689e+00   3.694392e-15   1.225476e-02   6.019137e-18   371884
  3.252186e+00   3.562276e-15   1.227971e-02   5.762240e-18   382280
  3.294633e+00   3.430998e-15   1.224302e-02   5.492245e-18   390888
  3.337059e+00   3.317269e-15   1.226867e-02   5.242433e-18   402234
  3.379565e+00   3.198325e-15   1.225933e-02   4.984024e-18   412576
  3.422105e+00   3.086055e-15   1.228715e-02   4.732835e-18   423732
  3.464636e+00   2.977734e-15   1.227257e-02   4.530620e-18   433624
  3.507180e+00   2.869597e-15   1.228881e-02   4.296520e-18   445154
  3.549739e+00   2.774651e-15   1.227656e-02   4.111801e-18   455584
  3.592238e+00   2.691646e-15   1.225887e-02   3.949069e-18   465588
  3.634685e+00   2.601102e-15   1.226065e-02   3.771121e-18   476762
  3.677219e+00   2.514235e-15   1.229242e-02   3.574245e-18   489552
  3.719789e+00   2.417671e-15   1.227853e-02   3.409785e-18   500328
  3.762251e+00   2.336224e-15   1.223705e-02   3.263279e-18   509852
  3.804741e+00   2.268190e-15   1.229735e-02   3.136419e-18   524234
  3.847275e+00   2.195466e-15   1.224781e-02   3.005667e-18   534104
  3.889779e+00   2.122245e-15   1.228211e-02   2.870953e-18   547048
  3.932320e+00   2.058060e-15   1.229545e-02   2.754090e-18   559328
  3.974872e+00   1.991721e-15   1.228346e-02   2.626572e-18   571326
  4.017355e+00   1.931408e-15   1.224147e-02   2.531627e-18   581920
  4.059804e+00   1.869383e-15   1.225835e-02   2.428724e-18   594832
  4.102282e+00   1.810341e-15   1.227222e-02   2.327051e-18   608048
  4.144825e+00   1.755468e-15   1.228101e-02   2.216502e-18   621526
  4.187356e+00   1.707610e-15   1.226445e-02   2.148497e-18   633240
  4.229822e+00   1.655695e-15   1.225981e-02   2.058014e-18   645472
  4.272346e+00   1.605722e-15   1.230137e-02   1.984042e-18   660906
  4.314903e+00   1.553299e-15   1.227030e-02   1.898679e-18   672856
  4.357425e+00   1.508932e-15   1.226838e-02   1.824617e-18   685980
  4.399921e+00   1.462676e-15   1.227191e-02   1.752575e-18   699256
