# power spectrum of delta
# redshift z=2.291371
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   1.987965e-03   4.792454e-03   3.695705e-04   18
  6.745391e-02   2.257792e-02   1.159167e-02   2.262427e-03   152
  1.090113e-01   5.221493e-02   1.224347e-02   2.402781e-03   416
  1.497134e-01   8.577851e-02   1.165022e-02   3.212621e-03   770
  1.923472e-01   1.214936e-01   1.247860e-02   3.437264e-03   1364
  2.350444e-01   1.532511e-01   1.221820e-02   3.441454e-03   1976
  2.775930e-01   1.917330e-01   1.245022e-02   3.715747e-03   2792
  3.193857e-01   2.316402e-01   1.188722e-02   3.840233e-03   3578
  3.615292e-01   2.633578e-01   1.219808e-02   3.844801e-03   4724
  4.045273e-01   3.069341e-01   1.253838e-02   3.922716e-03   6032
  4.469941e-01   3.351514e-01   1.206640e-02   4.161952e-03   7072
  4.890810e-01   3.870067e-01   1.222555e-02   4.264821e-03   8634
  5.318886e-01   4.376688e-01   1.238102e-02   4.394324e-03   10336
  5.746708e-01   4.826067e-01   1.232804e-02   4.320718e-03   11940
  6.167490e-01   5.250132e-01   1.208586e-02   4.535539e-03   13490
  6.588740e-01   5.879228e-01   1.221778e-02   4.675234e-03   15656
  7.016595e-01   6.313963e-01   1.241043e-02   4.553139e-03   18008
  7.443680e-01   6.758518e-01   1.227786e-02   4.894361e-03   19964
  7.867827e-01   7.386162e-01   1.226437e-02   5.039609e-03   22354
  8.291404e-01   7.816931e-01   1.212327e-02   4.984408e-03   24648
  8.716536e-01   8.370290e-01   1.233244e-02   4.936472e-03   27592
  9.142068e-01   9.102118e-01   1.230127e-02   5.211995e-03   30152
  9.566749e-01   9.606405e-01   1.227622e-02   5.315608e-03   33046
  9.991233e-01   1.032908e+00   1.221538e-02   5.426039e-03   35992
  1.041693e+00   1.103084e+00   1.229906e-02   5.489619e-03   39304
  1.084289e+00   1.159270e+00   1.232858e-02   5.652412e-03   42608
  1.126820e+00   1.231113e+00   1.223307e-02   5.790370e-03   45758
  1.169340e+00   1.281040e+00   1.228914e-02   5.754044e-03   49536
  1.211695e+00   1.371142e+00   1.215683e-02   6.000559e-03   52488
  1.254054e+00   1.442425e+00   1.233851e-02   6.032800e-03   57034
  1.296605e+00   1.520543e+00   1.224458e-02   6.133644e-03   60648
  1.339187e+00   1.588906e+00   1.230532e-02   6.171275e-03   65044
  1.381689e+00   1.674636e+00   1.223104e-02   6.360492e-03   68720
  1.424202e+00   1.768773e+00   1.231312e-02   6.528471e-03   73538
  1.466870e+00   1.849731e+00   1.230776e-02   6.614219e-03   78080
  1.509304e+00   1.932711e+00   1.215944e-02   6.783790e-03   81572
  1.551677e+00   2.027660e+00   1.232495e-02   6.901671e-03   87248
  1.594353e+00   2.121256e+00   1.233837e-02   7.005784e-03   92266
  1.636929e+00   2.190124e+00   1.225268e-02   7.037351e-03   96696
  1.679216e+00   2.302736e+00   1.215041e-02   7.218799e-03   100904
  1.721516e+00   2.398542e+00   1.226207e-02   7.393736e-03   107036
  1.764192e+00   2.507415e+00   1.235795e-02   7.446390e-03   113362
  1.806923e+00   2.610002e+00   1.228837e-02   7.589696e-03   118176
  1.849351e+00   2.725299e+00   1.221864e-02   7.763253e-03   122944
  1.891857e+00   2.816573e+00   1.233203e-02   7.810989e-03   129902
  1.934420e+00   2.923861e+00   1.224691e-02   7.985177e-03   134944
  1.976863e+00   3.024802e+00   1.225992e-02   8.073453e-03   140952
  2.019285e+00   3.139802e+00   1.225865e-02   8.212525e-03   147072
  2.061737e+00   3.265768e+00   1.224320e-02   8.345168e-03   153382
  2.104357e+00   3.381385e+00   1.233049e-02   8.372494e-03   160952
  2.147003e+00   3.487531e+00   1.228118e-02   8.479383e-03   166640
  2.189431e+00   3.582742e+00   1.222861e-02   8.645196e-03   172448
  2.231915e+00   3.733372e+00   1.231031e-02   8.765509e-03   180594
  2.274471e+00   3.821141e+00   1.224284e-02   8.858832e-03   186556
  2.316888e+00   3.973381e+00   1.225358e-02   9.076291e-03   193528
  2.359297e+00   4.100286e+00   1.224273e-02   9.233212e-03   200626
  2.401844e+00   4.247423e+00   1.230642e-02   9.318736e-03   209256
  2.444460e+00   4.362267e+00   1.227865e-02   9.381782e-03   216020
  2.487004e+00   4.492152e+00   1.230299e-02   9.481291e-03   223768
  2.529444e+00   4.646914e+00   1.222313e-02   9.702957e-03   230234
  2.571955e+00   4.743029e+00   1.229969e-02   9.647552e-03   239800
  2.614499e+00   4.892482e+00   1.225221e-02   9.838407e-03   246568
  2.656957e+00   5.067662e+00   1.227331e-02   1.001601e-02   254828
  2.699414e+00   5.145949e+00   1.225769e-02   1.005322e-02   263074
  2.741981e+00   5.285657e+00   1.228604e-02   1.013578e-02   272312
  2.784554e+00   5.456130e+00   1.228079e-02   1.028225e-02   280376
  2.827093e+00   5.601434e+00   1.228600e-02   1.043309e-02   288884
  2.869605e+00   5.732682e+00   1.227401e-02   1.047135e-02   297602
  2.912071e+00   5.910209e+00   1.223046e-02   1.062380e-02   305520
  2.954561e+00   6.030295e+00   1.230079e-02   1.072663e-02   315976
  2.996984e+00   6.180648e+00   1.221089e-02   1.087093e-02   322778
  3.039488e+00   6.338377e+00   1.232008e-02   1.094698e-02   335372
  3.082114e+00   6.494414e+00   1.227327e-02   1.108634e-02   343464
  3.124654e+00   6.639888e+00   1.228282e-02   1.117662e-02   352912
  3.167174e+00   6.779467e+00   1.228199e-02   1.124608e-02   362666
  3.209689e+00   6.925288e+00   1.225476e-02   1.134624e-02   371884
  3.252186e+00   7.089428e+00   1.227971e-02   1.146542e-02   382280
  3.294633e+00   7.224082e+00   1.224302e-02   1.155122e-02   390888
  3.337059e+00   7.386419e+00   1.226867e-02   1.162128e-02   402234
  3.379565e+00   7.561758e+00   1.225933e-02   1.175702e-02   412576
  3.422105e+00   7.714267e+00   1.228715e-02   1.185913e-02   423732
  3.464636e+00   7.885846e+00   1.227257e-02   1.198995e-02   433624
  3.507180e+00   8.034766e+00   1.228881e-02   1.202753e-02   445154
  3.549739e+00   8.190169e+00   1.227656e-02   1.211026e-02   455584
  3.592238e+00   8.355668e+00   1.225887e-02   1.230742e-02   465588
  3.634685e+00   8.520877e+00   1.226065e-02   1.233392e-02   476762
  3.677219e+00   8.665241e+00   1.229242e-02   1.235738e-02   489552
  3.719789e+00   8.855366e+00   1.227853e-02   1.253362e-02   500328
  3.762251e+00   9.019345e+00   1.223705e-02   1.262392e-02   509852
  3.804741e+00   9.185080e+00   1.229735e-02   1.269426e-02   524234
  3.847275e+00   9.377258e+00   1.224781e-02   1.283072e-02   534104
  3.889779e+00   9.470819e+00   1.228211e-02   1.281517e-02   547048
  3.932320e+00   9.697634e+00   1.229545e-02   1.298077e-02   559328
  3.974872e+00   9.861680e+00   1.228346e-02   1.304224e-02   571326
  4.017355e+00   1.000788e+01   1.224147e-02   1.311653e-02   581920
  4.059804e+00   1.019094e+01   1.225835e-02   1.323286e-02   594832
  4.102282e+00   1.032276e+01   1.227222e-02   1.324137e-02   608048
  4.144825e+00   1.051082e+01   1.228101e-02   1.334496e-02   621526
  4.187356e+00   1.066232e+01   1.226445e-02   1.341286e-02   633240
  4.229822e+00   1.083122e+01   1.225981e-02   1.345896e-02   645472
  4.272346e+00   1.105358e+01   1.230137e-02   1.361078e-02   660906
  4.314903e+00   1.122465e+01   1.227030e-02   1.366518e-02   672856
  4.357425e+00   1.136660e+01   1.226838e-02   1.374568e-02   685980
  4.399921e+00   1.152670e+01   1.227191e-02   1.379894e-02   699256
  4.442476e+00   1.165656e+01   1.229990e-02   1.379029e-02   714730
  4.484986e+00   1.184087e+01   1.223739e-02   1.390936e-02   725152
  4.527452e+00   1.201742e+01   1.227054e-02   1.394541e-02   740420
  4.569941e+00   1.218674e+01   1.227636e-02   1.405937e-02   754312
  4.612456e+00   1.232914e+01   1.227959e-02   1.405735e-02   769114
  4.654996e+00   1.256144e+01   1.227684e-02   1.421778e-02   783488
  4.697459e+00   1.270740e+01   1.223560e-02   1.428782e-02   794968
  4.739925e+00   1.284586e+01   1.228043e-02   1.425596e-02   812366
  4.782438e+00   1.303075e+01   1.226054e-02   1.438557e-02   825976
  4.825000e+00   1.316837e+01   1.230088e-02   1.431340e-02   843352
  4.867591e+00   1.332264e+01   1.229290e-02   1.441464e-02   857280
  4.910094e+00   1.350111e+01   1.225276e-02   1.446503e-02   869542
  4.952587e+00   1.369887e+01   1.228301e-02   1.454383e-02   887128
  4.995087e+00   1.382544e+01   1.225266e-02   1.457610e-02   900032
  5.037553e+00   1.407486e+01   1.226951e-02   1.478186e-02   916560
  5.080018e+00   1.417759e+01   1.224713e-02   1.465603e-02   930922
  5.122540e+00   1.429841e+01   1.228718e-02   1.471373e-02   949844
  5.165149e+00   1.450550e+01   1.230776e-02   1.473958e-02   966736
  5.207698e+00   1.465277e+01   1.226328e-02   1.481232e-02   978776
  5.250149e+00   1.480113e+01   1.225655e-02   1.482507e-02   994522
  5.292642e+00   1.495952e+01   1.227563e-02   1.486033e-02   1012420
  5.335176e+00   1.512382e+01   1.228639e-02   1.485704e-02   1029408
  5.377640e+00   1.530274e+01   1.223362e-02   1.502915e-02   1041658
  5.420127e+00   1.540039e+01   1.228953e-02   1.495010e-02   1063520
  5.462635e+00   1.562381e+01   1.224276e-02   1.506060e-02   1075808
  5.505175e+00   1.573012e+01   1.232008e-02   1.497203e-02   1098956
  5.547712e+00   1.590394e+01   1.224668e-02   1.508567e-02   1109810
  5.590179e+00   1.606453e+01   1.226115e-02   1.513622e-02   1128608
  5.632713e+00   1.619367e+01   1.229436e-02   1.511866e-02   1148264
  5.675250e+00   1.636873e+01   1.227167e-02   1.515527e-02   1163252
  5.717744e+00   1.648921e+01   1.226828e-02   1.515964e-02   1181042
  5.760239e+00   1.667071e+01   1.225730e-02   1.524876e-02   1197848
  5.802769e+00   1.680445e+01   1.229495e-02   1.521408e-02   1218848
  5.845291e+00   1.692885e+01   1.225944e-02   1.521545e-02   1232916
  5.887780e+00   1.708838e+01   1.227538e-02   1.527785e-02   1253002
  5.930266e+00   1.722354e+01   1.224914e-02   1.530493e-02   1268576
  5.972763e+00   1.736548e+01   1.228621e-02   1.527790e-02   1290128
  6.015287e+00   1.755610e+01   1.227337e-02   1.536570e-02   1307402
  6.057820e+00   1.768813e+01   1.227649e-02   1.535306e-02   1327028
  6.100333e+00   1.784395e+01   1.225988e-02   1.538012e-02   1343648
  6.142842e+00   1.798698e+01   1.228087e-02   1.540832e-02   1364096
  6.185363e+00   1.812250e+01   1.227580e-02   1.539738e-02   1382730
  6.227896e+00   1.826124e+01   1.227503e-02   1.543311e-02   1402164
  6.270416e+00   1.836721e+01   1.227264e-02   1.541455e-02   1420464
  6.312883e+00   1.853853e+01   1.225519e-02   1.547652e-02   1437368
  6.355387e+00   1.868548e+01   1.228857e-02   1.542611e-02   1461530
  6.397919e+00   1.878172e+01   1.226028e-02   1.544464e-02   1478264
  6.440432e+00   1.898857e+01   1.227561e-02   1.549360e-02   1499356
  6.482926e+00   1.907457e+01   1.226095e-02   1.551597e-02   1517016
  6.525439e+00   1.920707e+01   1.228340e-02   1.547227e-02   1540090
  6.567953e+00   1.936675e+01   1.226146e-02   1.553062e-02   1557360
  6.610434e+00   1.947501e+01   1.226770e-02   1.549857e-02   1577780
  6.652969e+00   1.960311e+01   1.230043e-02   1.548101e-02   1602578
  6.695499e+00   1.975985e+01   1.225417e-02   1.552558e-02   1617672
  6.737992e+00   1.988060e+01   1.227613e-02   1.553023e-02   1641016
  6.780486e+00   2.000934e+01   1.226032e-02   1.550969e-02   1659416
  6.822983e+00   2.014877e+01   1.227372e-02   1.554292e-02   1682670
  6.865529e+00   2.021945e+01   1.228276e-02   1.550479e-02   1705256
  6.908096e+00   2.035253e+01   1.228756e-02   1.546949e-02   1726312
  6.950582e+00   2.049421e+01   1.225056e-02   1.551615e-02   1741880
  6.993044e+00   2.061049e+01   1.226862e-02   1.551984e-02   1766454
  7.035588e+00   2.070627e+01   1.229242e-02   1.547310e-02   1791784
  7.078111e+00   2.088266e+01   1.225558e-02   1.551779e-02   1807712
  7.120554e+00   2.096950e+01   1.225110e-02   1.549267e-02   1829002
  7.163037e+00   2.111029e+01   1.226905e-02   1.547491e-02   1854216
