# cross spectrum of phi(z1) and phi(z2)
# redshift z=2.494865
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   7.096927e-11   4.792454e-03   1.951534e-11   18
  6.745391e-02   3.305583e-11   1.159167e-02   3.299778e-12   152
  1.090113e-01   1.162127e-11   1.224347e-02   5.696772e-13   416
  1.497134e-01   5.166126e-12   1.165022e-02   2.022736e-13   770
  1.923472e-01   2.692708e-12   1.247860e-02   7.991015e-14   1364
  2.350444e-01   1.487355e-12   1.221820e-02   3.441025e-14   1976
  2.775930e-01   9.552448e-13   1.245022e-02   1.867417e-14   2792
  3.193857e-01   6.502781e-13   1.188722e-02   1.081599e-14   3578
  3.615292e-01   4.488624e-13   1.219808e-02   6.571890e-15   4724
  4.045273e-01   3.328455e-13   1.253838e-02   4.291747e-15   6032
  4.469941e-01   2.433716e-13   1.206640e-02   3.051663e-15   7072
  4.890810e-01   1.949336e-13   1.222555e-02   2.158052e-15   8634
  5.318886e-01   1.568040e-13   1.238102e-02   1.588385e-15   10336
  5.746708e-01   1.266228e-13   1.232804e-02   1.137173e-15   11940
  6.167490e-01   1.034848e-13   1.208586e-02   8.959964e-16   13490
  6.588740e-01   8.843388e-14   1.221778e-02   7.030053e-16   15656
  7.016595e-01   7.356634e-14   1.241043e-02   5.342727e-16   18008
  7.443680e-01   6.200562e-14   1.227786e-02   4.516289e-16   19964
  7.867827e-01   5.409983e-14   1.226437e-02   3.691219e-16   22354
  8.291404e-01   4.621787e-14   1.212327e-02   2.955211e-16   24648
  8.716536e-01   4.029041e-14   1.233244e-02   2.383126e-16   27592
  9.142068e-01   3.617761e-14   1.230127e-02   2.086039e-16   30152
  9.566749e-01   3.168126e-14   1.227622e-02   1.754869e-16   33046
  9.991233e-01   2.855719e-14   1.221538e-02   1.497058e-16   35992
  1.041693e+00   2.571674e-14   1.229906e-02   1.281518e-16   39304
  1.084289e+00   2.291870e-14   1.232858e-02   1.119723e-16   42608
  1.126820e+00   2.090294e-14   1.223307e-02   9.842148e-17   45758
  1.169340e+00   1.868131e-14   1.228914e-02   8.388008e-17   49536
  1.211695e+00   1.725531e-14   1.215683e-02   7.542726e-17   52488
  1.254054e+00   1.584658e-14   1.233851e-02   6.634783e-17   57034
  1.296605e+00   1.455899e-14   1.224458e-02   5.882789e-17   60648
  1.339187e+00   1.336020e-14   1.230532e-02   5.209879e-17   65044
  1.381689e+00   1.238909e-14   1.223104e-02   4.718988e-17   68720
  1.424202e+00   1.154999e-14   1.231312e-02   4.265162e-17   73538
  1.466870e+00   1.069268e-14   1.230776e-02   3.825685e-17   78080
  1.509304e+00   9.981112e-15   1.215944e-02   3.507937e-17   81572
  1.551677e+00   9.351070e-15   1.232495e-02   3.185254e-17   87248
  1.594353e+00   8.729295e-15   1.233837e-02   2.897206e-17   92266
  1.636929e+00   8.130928e-15   1.225268e-02   2.623895e-17   96696
  1.679216e+00   7.695075e-15   1.215041e-02   2.418635e-17   100904
  1.721516e+00   7.241514e-15   1.226207e-02   2.230391e-17   107036
  1.764192e+00   6.855646e-15   1.235795e-02   2.044310e-17   113362
  1.806923e+00   6.466698e-15   1.228837e-02   1.885761e-17   118176
  1.849351e+00   6.141209e-15   1.221864e-02   1.757198e-17   122944
  1.891857e+00   5.776587e-15   1.233203e-02   1.604091e-17   129902
  1.934420e+00   5.470392e-15   1.224691e-02   1.501061e-17   134944
  1.976863e+00   5.199293e-15   1.225992e-02   1.390462e-17   140952
  2.019285e+00   4.940225e-15   1.225865e-02   1.296134e-17   147072
  2.061737e+00   4.718760e-15   1.224320e-02   1.208266e-17   153382
  2.104357e+00   4.498617e-15   1.233049e-02   1.116227e-17   160952
  2.147003e+00   4.283734e-15   1.228118e-02   1.047842e-17   166640
  2.189431e+00   4.064164e-15   1.222861e-02   9.829367e-18   172448
  2.231915e+00   3.911387e-15   1.231031e-02   9.249317e-18   180594
  2.274471e+00   3.706920e-15   1.224284e-02   8.606719e-18   186556
  2.316888e+00   3.577404e-15   1.225358e-02   8.191915e-18   193528
  2.359297e+00   3.433705e-15   1.224273e-02   7.717843e-18   200626
  2.401844e+00   3.292044e-15   1.230642e-02   7.234449e-18   209256
  2.444460e+00   3.152930e-15   1.227865e-02   6.802311e-18   216020
  2.487004e+00   3.027438e-15   1.230299e-02   6.402979e-18   223768
  2.529444e+00   2.916290e-15   1.222313e-02   6.123865e-18   230234
  2.571955e+00   2.787556e-15   1.229969e-02   5.685464e-18   239800
  2.614499e+00   2.691349e-15   1.225221e-02   5.448299e-18   246568
  2.656957e+00   2.610587e-15   1.227331e-02   5.179676e-18   254828
  2.699414e+00   2.485179e-15   1.225769e-02   4.883131e-18   263074
  2.741981e+00   2.400734e-15   1.228604e-02   4.631218e-18   272312
  2.784554e+00   2.328181e-15   1.228079e-02   4.424158e-18   280376
  2.827093e+00   2.247493e-15   1.228600e-02   4.210550e-18   288884
  2.869605e+00   2.169239e-15   1.227401e-02   3.997425e-18   297602
  2.912071e+00   2.100846e-15   1.223046e-02   3.811142e-18   305520
  2.954561e+00   2.026348e-15   1.230079e-02   3.625247e-18   315976
  2.996984e+00   1.958580e-15   1.221089e-02   3.464620e-18   322778
  3.039488e+00   1.894277e-15   1.232008e-02   3.281895e-18   335372
  3.082114e+00   1.832906e-15   1.227327e-02   3.146955e-18   343464
  3.124654e+00   1.776383e-15   1.228282e-02   3.005670e-18   352912
  3.167174e+00   1.711588e-15   1.228199e-02   2.855045e-18   362666
  3.209689e+00   1.662329e-15   1.225476e-02   2.746772e-18   371884
  3.252186e+00   1.613631e-15   1.227971e-02   2.637959e-18   382280
  3.294633e+00   1.557900e-15   1.224302e-02   2.514748e-18   390888
  3.337059e+00   1.516137e-15   1.226867e-02   2.410670e-18   402234
  3.379565e+00   1.475764e-15   1.225933e-02   2.314347e-18   412576
  3.422105e+00   1.432703e-15   1.228715e-02   2.223241e-18   423732
  3.464636e+00   1.395749e-15   1.227257e-02   2.140200e-18   433624
  3.507180e+00   1.347884e-15   1.228881e-02   2.040348e-18   445154
  3.549739e+00   1.309927e-15   1.227656e-02   1.959587e-18   455584
  3.592238e+00   1.272789e-15   1.225887e-02   1.889064e-18   465588
  3.634685e+00   1.241476e-15   1.226065e-02   1.813749e-18   476762
  3.677219e+00   1.202790e-15   1.229242e-02   1.737517e-18   489552
  3.719789e+00   1.175236e-15   1.227853e-02   1.679539e-18   500328
  3.762251e+00   1.145028e-15   1.223705e-02   1.621368e-18   509852
  3.804741e+00   1.109909e-15   1.229735e-02   1.552021e-18   524234
  3.847275e+00   1.083522e-15   1.224781e-02   1.501762e-18   534104
  3.889779e+00   1.050149e-15   1.228211e-02   1.436727e-18   547048
  3.932320e+00   1.026831e-15   1.229545e-02   1.391757e-18   559328
  3.974872e+00   1.003755e-15   1.228346e-02   1.343385e-18   571326
  4.017355e+00   9.731964e-16   1.224147e-02   1.291487e-18   581920
  4.059804e+00   9.519325e-16   1.225835e-02   1.257450e-18   594832
  4.102282e+00   9.254349e-16   1.227222e-02   1.202673e-18   608048
  4.144825e+00   9.033188e-16   1.228101e-02   1.162606e-18   621526
  4.187356e+00   8.815164e-16   1.226445e-02   1.124210e-18   633240
  4.229822e+00   8.600864e-16   1.225981e-02   1.087766e-18   645472
  4.272346e+00   8.419375e-16   1.230137e-02   1.050100e-18   660906
  4.314903e+00   8.195653e-16   1.227030e-02   1.011735e-18   672856
  4.357425e+00   7.983365e-16   1.226838e-02   9.764907e-19   685980
  4.399921e+00   7.781451e-16   1.227191e-02   9.442463e-19   699256
  4.442476e+00   7.572144e-16   1.229990e-02   9.094999e-19   714730
  4.484986e+00   7.423990e-16   1.223739e-02   8.840350e-19   725152
  4.527452e+00   7.239347e-16   1.227054e-02   8.542787e-19   740420
  4.569941e+00   7.069681e-16   1.227636e-02   8.277081e-19   754312
  4.612456e+00   6.905604e-16   1.227959e-02   7.992765e-19   769114
  4.654996e+00   6.767253e-16   1.227684e-02   7.779173e-19   783488
  4.697459e+00   6.605022e-16   1.223560e-02   7.511762e-19   794968
  4.739925e+00   6.438611e-16   1.228043e-02   7.257932e-19   812366
  4.782438e+00   6.308964e-16   1.226054e-02   7.088604e-19   825976
  4.825000e+00   6.148854e-16   1.230088e-02   6.813255e-19   843352
  4.867591e+00   6.008891e-16   1.229290e-02   6.611538e-19   857280
  4.910094e+00   5.888878e-16   1.225276e-02   6.449776e-19   869542
  4.952587e+00   5.746180e-16   1.228301e-02   6.216316e-19   887128
