# power spectrum of delta_N
# redshift z=0.298315
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   9.861266e-03   4.792454e-03   1.844213e-03   18
  6.745391e-02   1.092518e-01   1.159167e-02   1.065661e-02   152
  1.090113e-01   2.571651e-01   1.224347e-02   1.227383e-02   416
  1.497134e-01   4.332952e-01   1.165022e-02   1.606279e-02   770
  1.923472e-01   6.386105e-01   1.247860e-02   1.746667e-02   1364
  2.350444e-01   9.038033e-01   1.221820e-02   1.991524e-02   1976
  2.775930e-01   1.172266e+00   1.245022e-02   2.283718e-02   2792
  3.193857e-01   1.522648e+00   1.188722e-02   2.544661e-02   3578
  3.615292e-01   1.882032e+00   1.219808e-02   2.796208e-02   4724
  4.045273e-01   2.260356e+00   1.253838e-02   2.871810e-02   6032
  4.469941e-01   2.668143e+00   1.206640e-02   3.190873e-02   7072
  4.890810e-01   3.256728e+00   1.222555e-02   3.568272e-02   8634
  5.318886e-01   3.805904e+00   1.238102e-02   3.725828e-02   10336
  5.746708e-01   4.350913e+00   1.232804e-02   4.028723e-02   11940
  6.167490e-01   5.019963e+00   1.208586e-02   4.229707e-02   13490
  6.588740e-01   5.652914e+00   1.221778e-02   4.520826e-02   15656
  7.016595e-01   6.391075e+00   1.241043e-02   4.809200e-02   18008
  7.443680e-01   7.104805e+00   1.227786e-02   5.038186e-02   19964
  7.867827e-01   8.010714e+00   1.226437e-02   5.351666e-02   22354
  8.291404e-01   9.006739e+00   1.212327e-02   5.733418e-02   24648
  8.716536e-01   9.903578e+00   1.233244e-02   5.855029e-02   27592
  9.142068e-01   1.076060e+01   1.230127e-02   6.290014e-02   30152
  9.566749e-01   1.205230e+01   1.227622e-02   6.585641e-02   33046
  9.991233e-01   1.285538e+01   1.221538e-02   6.852700e-02   35992
  1.041693e+00   1.410493e+01   1.229906e-02   7.133885e-02   39304
  1.084289e+00   1.501559e+01   1.232858e-02   7.264552e-02   42608
  1.126820e+00   1.643583e+01   1.223307e-02   7.710073e-02   45758
  1.169340e+00   1.775601e+01   1.228914e-02   8.017674e-02   49536
  1.211695e+00   1.853777e+01   1.215683e-02   8.188855e-02   52488
  1.254054e+00   2.002930e+01   1.233851e-02   8.381968e-02   57034
  1.296605e+00   2.149405e+01   1.224458e-02   8.777989e-02   60648
  1.339187e+00   2.267203e+01   1.230532e-02   8.907841e-02   65044
  1.381689e+00   2.429096e+01   1.223104e-02   9.325845e-02   68720
  1.424202e+00   2.560973e+01   1.231312e-02   9.428034e-02   73538
  1.466870e+00   2.649681e+01   1.230776e-02   9.502099e-02   78080
  1.509304e+00   2.805525e+01   1.215944e-02   9.791147e-02   81572
  1.551677e+00   2.986187e+01   1.232495e-02   1.004387e-01   87248
  1.594353e+00   3.134155e+01   1.233837e-02   1.027295e-01   92266
  1.636929e+00   3.270365e+01   1.225268e-02   1.056444e-01   96696
  1.679216e+00   3.408510e+01   1.215041e-02   1.070169e-01   100904
  1.721516e+00   3.572228e+01   1.226207e-02   1.089874e-01   107036
  1.764192e+00   3.690529e+01   1.235795e-02   1.088704e-01   113362
  1.806923e+00   3.868007e+01   1.228837e-02   1.123280e-01   118176
  1.849351e+00   4.006333e+01   1.221864e-02   1.139072e-01   122944
  1.891857e+00   4.174193e+01   1.233203e-02   1.156752e-01   129902
  1.934420e+00   4.353622e+01   1.224691e-02   1.191018e-01   134944
  1.976863e+00   4.474696e+01   1.225992e-02   1.193583e-01   140952
  2.019285e+00   4.630996e+01   1.225865e-02   1.199886e-01   147072
  2.061737e+00   4.765813e+01   1.224320e-02   1.216471e-01   153382
  2.104357e+00   4.902212e+01   1.233049e-02   1.220266e-01   160952
  2.147003e+00   5.092255e+01   1.228118e-02   1.241043e-01   166640
  2.189431e+00   5.188139e+01   1.222861e-02   1.250318e-01   172448
  2.231915e+00   5.383445e+01   1.231031e-02   1.263969e-01   180594
  2.274471e+00   5.512061e+01   1.224284e-02   1.280967e-01   186556
  2.316888e+00   5.634232e+01   1.225358e-02   1.283598e-01   193528
  2.359297e+00   5.801731e+01   1.224273e-02   1.292990e-01   200626
  2.401844e+00   5.926307e+01   1.230642e-02   1.295778e-01   209256
  2.444460e+00   6.082017e+01   1.227865e-02   1.307208e-01   216020
  2.487004e+00   6.256585e+01   1.230299e-02   1.325685e-01   223768
  2.529444e+00   6.386966e+01   1.222313e-02   1.328898e-01   230234
  2.571955e+00   6.551964e+01   1.229969e-02   1.338741e-01   239800
  2.614499e+00   6.676203e+01   1.225221e-02   1.347348e-01   246568
  2.656957e+00   6.810046e+01   1.227331e-02   1.347871e-01   254828
  2.699414e+00   6.951452e+01   1.225769e-02   1.353857e-01   263074
  2.741981e+00   7.102639e+01   1.228604e-02   1.365816e-01   272312
  2.784554e+00   7.213821e+01   1.228079e-02   1.361635e-01   280376
  2.827093e+00   7.378599e+01   1.228600e-02   1.373112e-01   288884
  2.869605e+00   7.538846e+01   1.227401e-02   1.384551e-01   297602
  2.912071e+00   7.660831e+01   1.223046e-02   1.387823e-01   305520
  2.954561e+00   7.802689e+01   1.230079e-02   1.387043e-01   315976
  2.996984e+00   7.939405e+01   1.221089e-02   1.398298e-01   322778
  3.039488e+00   8.072846e+01   1.232008e-02   1.395317e-01   335372
  3.082114e+00   8.186549e+01   1.227327e-02   1.392611e-01   343464
  3.124654e+00   8.343479e+01   1.228282e-02   1.401188e-01   352912
  3.167174e+00   8.453699e+01   1.228199e-02   1.407025e-01   362666
  3.209689e+00   8.604455e+01   1.225476e-02   1.409621e-01   371884
  3.252186e+00   8.724606e+01   1.227971e-02   1.410607e-01   382280
  3.294633e+00   8.857548e+01   1.224302e-02   1.414492e-01   390888
  3.337059e+00   8.967736e+01   1.226867e-02   1.415370e-01   402234
  3.379565e+00   9.140808e+01   1.225933e-02   1.418155e-01   412576
  3.422105e+00   9.261846e+01   1.228715e-02   1.423320e-01   423732
  3.464636e+00   9.353417e+01   1.227257e-02   1.417745e-01   433624
  3.507180e+00   9.503030e+01   1.228881e-02   1.424629e-01   445154
  3.549739e+00   9.626060e+01   1.227656e-02   1.425969e-01   455584
  3.592238e+00   9.732464e+01   1.225887e-02   1.423011e-01   465588
  3.634685e+00   9.861880e+01   1.226065e-02   1.433237e-01   476762
  3.677219e+00   9.984771e+01   1.229242e-02   1.425116e-01   489552
  3.719789e+00   1.013525e+02   1.227853e-02   1.431643e-01   500328
  3.762251e+00   1.020563e+02   1.223705e-02   1.431232e-01   509852
  3.804741e+00   1.035069e+02   1.229735e-02   1.431094e-01   524234
  3.847275e+00   1.043773e+02   1.224781e-02   1.426006e-01   534104
  3.889779e+00   1.061376e+02   1.228211e-02   1.438337e-01   547048
  3.932320e+00   1.071522e+02   1.229545e-02   1.431794e-01   559328
  3.974872e+00   1.083339e+02   1.228346e-02   1.430850e-01   571326
  4.017355e+00   1.092402e+02   1.224147e-02   1.433625e-01   581920
  4.059804e+00   1.103242e+02   1.225835e-02   1.430899e-01   594832
  4.102282e+00   1.115687e+02   1.227222e-02   1.436613e-01   608048
  4.144825e+00   1.125544e+02   1.228101e-02   1.423539e-01   621526
  4.187356e+00   1.139072e+02   1.226445e-02   1.430228e-01   633240
  4.229822e+00   1.144405e+02   1.225981e-02   1.424279e-01   645472
  4.272346e+00   1.157739e+02   1.230137e-02   1.425082e-01   660906
  4.314903e+00   1.165982e+02   1.227030e-02   1.422540e-01   672856
  4.357425e+00   1.178028e+02   1.226838e-02   1.421095e-01   685980
  4.399921e+00   1.188345e+02   1.227191e-02   1.419304e-01   699256
  4.442476e+00   1.194247e+02   1.229990e-02   1.408839e-01   714730
  4.484986e+00   1.210395e+02   1.223739e-02   1.420445e-01   725152
  4.527452e+00   1.219902e+02   1.227054e-02   1.417366e-01   740420
  4.569941e+00   1.230828e+02   1.227636e-02   1.421058e-01   754312
  4.612456e+00   1.243637e+02   1.227959e-02   1.417203e-01   769114
  4.654996e+00   1.253530e+02   1.227684e-02   1.418556e-01   783488
  4.697459e+00   1.259908e+02   1.223560e-02   1.410706e-01   794968
  4.739925e+00   1.269894e+02   1.228043e-02   1.404737e-01   812366
  4.782438e+00   1.279547e+02   1.226054e-02   1.408109e-01   825976
  4.825000e+00   1.288177e+02   1.230088e-02   1.401726e-01   843352
  4.867591e+00   1.297372e+02   1.229290e-02   1.400544e-01   857280
  4.910094e+00   1.306986e+02   1.225276e-02   1.403203e-01   869542
  4.952587e+00   1.317096e+02   1.228301e-02   1.394783e-01   887128
  4.995087e+00   1.324613e+02   1.225266e-02   1.396086e-01   900032
  5.037553e+00   1.337938e+02   1.226951e-02   1.394248e-01   916560
  5.080018e+00   1.344198e+02   1.224713e-02   1.392435e-01   930922
  5.122540e+00   1.352170e+02   1.228718e-02   1.385615e-01   949844
  5.165149e+00   1.361820e+02   1.230776e-02   1.384300e-01   966736
  5.207698e+00   1.370090e+02   1.226328e-02   1.385540e-01   978776
  5.250149e+00   1.376555e+02   1.225655e-02   1.379339e-01   994522
  5.292642e+00   1.384563e+02   1.227563e-02   1.374927e-01   1012420
  5.335176e+00   1.397708e+02   1.228639e-02   1.377210e-01   1029408
  5.377640e+00   1.404044e+02   1.223362e-02   1.375546e-01   1041658
  5.420127e+00   1.410529e+02   1.228953e-02   1.369068e-01   1063520
  5.462635e+00   1.420300e+02   1.224276e-02   1.370394e-01   1075808
  5.505175e+00   1.427540e+02   1.232008e-02   1.361894e-01   1098956
  5.547712e+00   1.434658e+02   1.224668e-02   1.356673e-01   1109810
  5.590179e+00   1.442804e+02   1.226115e-02   1.357113e-01   1128608
  5.632713e+00   1.452042e+02   1.229436e-02   1.356558e-01   1148264
  5.675250e+00   1.456155e+02   1.227167e-02   1.347154e-01   1163252
  5.717744e+00   1.470066e+02   1.226828e-02   1.352988e-01   1181042
  5.760239e+00   1.477853e+02   1.225730e-02   1.351074e-01   1197848
  5.802769e+00   1.480661e+02   1.229495e-02   1.340584e-01   1218848
  5.845291e+00   1.487098e+02   1.225944e-02   1.337427e-01   1232916
  5.887780e+00   1.498391e+02   1.227538e-02   1.337815e-01   1253002
  5.930266e+00   1.502372e+02   1.224914e-02   1.333986e-01   1268576
  5.972763e+00   1.510418e+02   1.228621e-02   1.327819e-01   1290128
  6.015287e+00   1.515857e+02   1.227337e-02   1.320672e-01   1307402
  6.057820e+00   1.522884e+02   1.227649e-02   1.321063e-01   1327028
  6.100333e+00   1.525454e+02   1.225988e-02   1.317492e-01   1343648
  6.142842e+00   1.532717e+02   1.228087e-02   1.312495e-01   1364096
  6.185363e+00   1.540786e+02   1.227580e-02   1.308723e-01   1382730
  6.227896e+00   1.546383e+02   1.227503e-02   1.306922e-01   1402164
  6.270416e+00   1.555196e+02   1.227264e-02   1.306637e-01   1420464
  6.312883e+00   1.563303e+02   1.225519e-02   1.304994e-01   1437368
  6.355387e+00   1.569732e+02   1.228857e-02   1.299045e-01   1461530
  6.397919e+00   1.573736e+02   1.226028e-02   1.295790e-01   1478264
  6.440432e+00   1.582774e+02   1.227561e-02   1.291909e-01   1499356
  6.482926e+00   1.584926e+02   1.226095e-02   1.287754e-01   1517016
  6.525439e+00   1.590937e+02   1.228340e-02   1.284101e-01   1540090
  6.567953e+00   1.600200e+02   1.226146e-02   1.283041e-01   1557360
  6.610434e+00   1.603716e+02   1.226770e-02   1.277268e-01   1577780
  6.652969e+00   1.609578e+02   1.230043e-02   1.271142e-01   1602578
  6.695499e+00   1.613567e+02   1.225417e-02   1.269141e-01   1617672
  6.737992e+00   1.618512e+02   1.227613e-02   1.265701e-01   1641016
  6.780486e+00   1.626580e+02   1.226032e-02   1.263440e-01   1659416
  6.822983e+00   1.625149e+02   1.227372e-02   1.254557e-01   1682670
  6.865529e+00   1.635161e+02   1.228276e-02   1.249086e-01   1705256
  6.908096e+00   1.640513e+02   1.228756e-02   1.248702e-01   1726312
  6.950582e+00   1.643803e+02   1.225056e-02   1.246417e-01   1741880
  6.993044e+00   1.651234e+02   1.226862e-02   1.244247e-01   1766454
  7.035588e+00   1.653521e+02   1.229242e-02   1.233513e-01   1791784
  7.078111e+00   1.657576e+02   1.225558e-02   1.230728e-01   1807712
  7.120554e+00   1.661116e+02   1.225110e-02   1.228822e-01   1829002
  7.163037e+00   1.667636e+02   1.226905e-02   1.226228e-01   1854216
  7.205602e+00   1.668771e+02   1.229852e-02   1.216874e-01   1880156
  7.248150e+00   1.675058e+02   1.227340e-02   1.215577e-01   1897568
  7.290651e+00   1.675804e+02   1.227390e-02   1.209501e-01   1920458
  7.333153e+00   1.680928e+02   1.226399e-02   1.206432e-01   1942208
  7.375659e+00   1.690893e+02   1.227125e-02   1.205450e-01   1965612
  7.418175e+00   1.690942e+02   1.227855e-02   1.200732e-01   1989000
  7.460671e+00   1.694260e+02   1.225786e-02   1.195371e-01   2009114
  7.503166e+00   1.697405e+02   1.226960e-02   1.188968e-01   2034464
  7.545695e+00   1.700754e+02   1.228070e-02   1.184547e-01   2058476
  7.588207e+00   1.704244e+02   1.227216e-02   1.181031e-01   2079648
  7.630693e+00   1.707802e+02   1.226356e-02   1.177036e-01   2102578
  7.673222e+00   1.710634e+02   1.228297e-02   1.170948e-01   2129928
  7.715766e+00   1.710684e+02   1.227893e-02   1.164506e-01   2152096
  7.758252e+00   1.717374e+02   1.225143e-02   1.165209e-01   2171142
  7.800741e+00   1.720807e+02   1.227660e-02   1.157919e-01   2200248
  7.843296e+00   1.722163e+02   1.228407e-02   1.156812e-01   2225216
  7.885842e+00   1.728324e+02   1.228377e-02   1.152934e-01   2248448
  7.928336e+00   1.729442e+02   1.225709e-02   1.147714e-01   2267942
  7.970840e+00   1.730051e+02   1.228420e-02   1.140875e-01   2298072
  8.013348e+00   1.734954e+02   1.225627e-02   1.137502e-01   2317272
  8.055842e+00   1.734780e+02   1.227899e-02   1.131824e-01   2345808
  8.098322e+00   1.735881e+02   1.224988e-02   1.128109e-01   2365650
  8.140823e+00   1.742906e+02   1.227972e-02   1.124960e-01   2396940
  8.183368e+00   1.746356e+02   1.227975e-02   1.121640e-01   2421272
  8.225892e+00   1.746075e+02   1.227360e-02   1.116687e-01   2444576
  8.268407e+00   1.750073e+02   1.227899e-02   1.111987e-01   2471490
  8.310912e+00   1.749898e+02   1.225942e-02   1.106556e-01   2493180
  8.353397e+00   1.748658e+02   1.227208e-02   1.100865e-01   2520952
  8.395888e+00   1.755335e+02   1.226128e-02   1.099671e-01   2544946
  8.438392e+00   1.755856e+02   1.227324e-02   1.094205e-01   2573856
  8.480922e+00   1.761066e+02   1.227611e-02   1.091761e-01   2600016
  8.523447e+00   1.761054e+02   1.227641e-02   1.087991e-01   2625484
  8.565959e+00   1.762558e+02   1.227232e-02   1.081311e-01   2651122
  8.608519e+00   1.765267e+02   1.229739e-02   1.077108e-01   2683488
  8.651014e+00   1.764773e+02   1.223786e-02   1.074710e-01   2696352
  8.693483e+00   1.766295e+02   1.228468e-02   1.070622e-01   2733020
  8.736008e+00   1.769918e+02   1.227012e-02   1.066523e-01   2757378
  8.778525e+00   1.769701e+02   1.227177e-02   1.061856e-01   2784864
  8.821036e+00   1.775454e+02   1.227124e-02   1.059077e-01   2811168
  8.863496e+00   1.769741e+02   1.224424e-02   1.051617e-01   2832274
  8.906020e+00   1.773167e+02   1.230244e-02   1.046882e-01   2873636
  8.948567e+00   1.775184e+02   1.225951e-02   1.044327e-01   2890496
  8.991066e+00   1.777148e+02   1.227940e-02   1.039401e-01   2921800
  9.033598e+00   1.774478e+02   1.228441e-02   1.033388e-01   2951298
  9.076126e+00   1.778948e+02   1.226510e-02   1.031828e-01   2975476
  9.118654e+00   1.779430e+02   1.228550e-02   1.027992e-01   3007728
  9.161142e+00   1.779075e+02   1.224754e-02   1.022709e-01   3025776
  9.203640e+00   1.778868e+02   1.229182e-02   1.016290e-01   3065762
  9.246160e+00   1.780558e+02   1.225283e-02   1.014219e-01   3084856
  9.288649e+00   1.781386e+02   1.227594e-02   1.008872e-01   3118044
  9.331129e+00   1.781848e+02   1.225728e-02   1.005474e-01   3141352
  9.373640e+00   1.781668e+02   1.228814e-02   9.986330e-02   3179274
  9.416185e+00   1.781732e+02   1.227073e-02   9.944030e-02   3204120
  9.458671e+00   1.781294e+02   1.225444e-02   9.912428e-02   3227900
  9.501151e+00   1.782693e+02   1.227489e-02   9.871626e-02   3262394
  9.543701e+00   1.780924e+02   1.228726e-02   9.807811e-02   3295680
  9.586236e+00   1.782138e+02   1.226866e-02   9.786461e-02   3319560
  9.628737e+00   1.783387e+02   1.227228e-02   9.741281e-02   3348972
  9.671240e+00   1.784292e+02   1.227416e-02   9.704074e-02   3379722
  9.713763e+00   1.784626e+02   1.227339e-02   9.660472e-02   3410720
  9.756299e+00   1.783323e+02   1.227807e-02   9.618726e-02   3441504
  9.798787e+00   1.780971e+02   1.225320e-02   9.553256e-02   3463624
  9.841266e+00   1.781320e+02   1.227217e-02   9.521661e-02   3499790
  9.883803e+00   1.782919e+02   1.228281e-02   9.472488e-02   3533560
  9.926350e+00   1.784021e+02   1.227932e-02   9.448215e-02   3561920
  9.968836e+00   1.779560e+02   1.225683e-02   9.408240e-02   3585208
