# power spectrum of phi
# redshift z=0.996075
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   6.572453e-11   4.792454e-03   1.809086e-11   18
  6.745391e-02   3.031419e-11   1.159167e-02   3.028580e-12   152
  1.090113e-01   1.067079e-11   1.224347e-02   5.271332e-13   416
  1.497134e-01   4.843141e-12   1.165022e-02   1.901128e-13   770
  1.923472e-01   2.577061e-12   1.247860e-02   7.442982e-14   1364
  2.350444e-01   1.516847e-12   1.221820e-02   3.474381e-14   1976
  2.775930e-01   9.882920e-13   1.245022e-02   1.955257e-14   2792
  3.193857e-01   7.042024e-13   1.188722e-02   1.165993e-14   3578
  3.615292e-01   5.027136e-13   1.219808e-02   7.442904e-15   4724
  4.045273e-01   3.780162e-13   1.253838e-02   4.861507e-15   6032
  4.469941e-01   2.873309e-13   1.206640e-02   3.499992e-15   7072
  4.890810e-01   2.376573e-13   1.222555e-02   2.618406e-15   8634
  5.318886e-01   1.988149e-13   1.238102e-02   1.962607e-15   10336
  5.746708e-01   1.618856e-13   1.232804e-02   1.485949e-15   11940
  6.167490e-01   1.370629e-13   1.208586e-02   1.176643e-15   13490
  6.588740e-01   1.193901e-13   1.221778e-02   9.739626e-16   15656
  7.016595e-01   1.043266e-13   1.241043e-02   7.754875e-16   18008
  7.443680e-01   9.165324e-14   1.227786e-02   6.555249e-16   19964
  7.867827e-01   7.926145e-14   1.226437e-02   5.286325e-16   22354
  8.291404e-01   7.147169e-14   1.212327e-02   4.538015e-16   24648
  8.716536e-01   6.386872e-14   1.233244e-02   3.869499e-16   27592
  9.142068e-01   5.768349e-14   1.230127e-02   3.304897e-16   30152
  9.566749e-01   5.193467e-14   1.227622e-02   2.852894e-16   33046
  9.991233e-01   4.677895e-14   1.221538e-02   2.463414e-16   35992
  1.041693e+00   4.402590e-14   1.229906e-02   2.230763e-16   39304
  1.084289e+00   3.940864e-14   1.232858e-02   1.904835e-16   42608
  1.126820e+00   3.700471e-14   1.223307e-02   1.734049e-16   45758
  1.169340e+00   3.414229e-14   1.228914e-02   1.536996e-16   49536
  1.211695e+00   3.166436e-14   1.215683e-02   1.381557e-16   52488
  1.254054e+00   2.954121e-14   1.233851e-02   1.238142e-16   57034
  1.296605e+00   2.725331e-14   1.224458e-02   1.111241e-16   60648
  1.339187e+00   2.562224e-14   1.230532e-02   1.003660e-16   65044
  1.381689e+00   2.367102e-14   1.223104e-02   9.029552e-17   68720
  1.424202e+00   2.216419e-14   1.231312e-02   8.204122e-17   73538
