# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
    522   2.390541e+01   3.491131e-01   9.891481e-01   5.877173e-08   3.120439e-01
    523   2.394447e+01   3.502662e-01   9.879379e-01   5.897163e-08   3.120439e-01
    524   2.398353e+01   3.514216e-01   9.867344e-01   5.917187e-08   3.120439e-01
    525   2.402259e+01   3.525795e-01   9.855377e-01   5.937245e-08   3.120439e-01
    526   2.406166e+01   3.537398e-01   9.843478e-01   5.957336e-08   3.120439e-01
    527   2.410072e+01   3.549025e-01   9.831646e-01   5.977461e-08   3.120439e-01
    528   2.413978e+01   3.560676e-01   9.819881e-01   5.997618e-08   3.120439e-01
    529   2.417884e+01   3.572351e-01   9.808183e-01   6.017809e-08   3.120439e-01
    530   2.421791e+01   3.584051e-01   9.796552e-01   6.038033e-08   3.120439e-01
    531   2.425697e+01   3.595775e-01   9.784988e-01   6.058289e-08   3.120439e-01
    532   2.429603e+01   3.607523e-01   9.773491e-01   6.078579e-08   3.120439e-01
    533   2.433509e+01   3.619297e-01   9.762061e-01   6.098901e-08   3.120438e-01
    534   2.437416e+01   3.631094e-01   9.750697e-01   6.119256e-08   3.120438e-01
    535   2.441322e+01   3.642917e-01   9.739399e-01   6.139644e-08   3.120438e-01
    536   2.445228e+01   3.654764e-01   9.728168e-01   6.160064e-08   3.120438e-01
    537   2.449134e+01   3.666636e-01   9.717003e-01   6.180516e-08   3.120438e-01
    538   2.453041e+01   3.678533e-01   9.705904e-01   6.201000e-08   3.120438e-01
    539   2.456947e+01   3.690455e-01   9.694871e-01   6.221516e-08   3.120438e-01
    540   2.460853e+01   3.702402e-01   9.683905e-01   6.242063e-08   3.120438e-01
    541   2.464759e+01   3.714374e-01   9.673004e-01   6.262642e-08   3.120438e-01
    542   2.468666e+01   3.726371e-01   9.662168e-01   6.283252e-08   3.120438e-01
    543   2.472572e+01   3.738394e-01   9.651399e-01   6.303894e-08   3.120438e-01
    544   2.476478e+01   3.750442e-01   9.640695e-01   6.324565e-08   3.120438e-01
    545   2.480384e+01   3.762515e-01   9.630057e-01   6.345268e-08   3.120437e-01
    546   2.484291e+01   3.774614e-01   9.619484e-01   6.366001e-08   3.120437e-01
    547   2.488197e+01   3.786738e-01   9.608976e-01   6.386764e-08   3.120437e-01
    548   2.492103e+01   3.798888e-01   9.598534e-01   6.407557e-08   3.120437e-01
    549   2.496009e+01   3.811064e-01   9.588157e-01   6.428379e-08   3.120437e-01
    550   2.499916e+01   3.823266e-01   9.577845e-01   6.449232e-08   3.120437e-01
    551   2.503822e+01   3.835494e-01   9.567598e-01   6.470113e-08   3.120437e-01
    552   2.507728e+01   3.847747e-01   9.557416e-01   6.491024e-08   3.120437e-01
    553   2.511634e+01   3.860027e-01   9.547299e-01   6.511964e-08   3.120437e-01
    554   2.515541e+01   3.872333e-01   9.537247e-01   6.532933e-08   3.120437e-01
    555   2.519447e+01   3.884665e-01   9.527260e-01   6.553930e-08   3.120437e-01
    556   2.523353e+01   3.897023e-01   9.517337e-01   6.574956e-08   3.120436e-01
    557   2.527259e+01   3.909408e-01   9.507479e-01   6.596010e-08   3.120436e-01
    558   2.531166e+01   3.921820e-01   9.497686e-01   6.617092e-08   3.120436e-01
    559   2.535072e+01   3.934258e-01   9.487957e-01   6.638202e-08   3.120436e-01
    560   2.538978e+01   3.946722e-01   9.478293e-01   6.659339e-08   3.120436e-01
    561   2.542884e+01   3.959214e-01   9.468693e-01   6.680503e-08   3.120436e-01
    562   2.546791e+01   3.971732e-01   9.459157e-01   6.701694e-08   3.120436e-01
    563   2.550697e+01   3.984277e-01   9.449686e-01   6.722911e-08   3.120436e-01
    564   2.554603e+01   3.996850e-01   9.440279e-01   6.744154e-08   3.120436e-01
    565   2.558509e+01   4.009449e-01   9.430936e-01   6.765422e-08   3.120436e-01
    566   2.562416e+01   4.022076e-01   9.421657e-01   6.786717e-08   3.120436e-01
    567   2.566322e+01   4.034730e-01   9.412442e-01   6.808038e-08   3.120435e-01
    568   2.570228e+01   4.047411e-01   9.403292e-01   6.829384e-08   3.120435e-01
    569   2.574134e+01   4.060120e-01   9.394205e-01   6.850756e-08   3.120435e-01
    570   2.578041e+01   4.072856e-01   9.385183e-01   6.872152e-08   3.120435e-01
    571   2.581947e+01   4.085621e-01   9.376224e-01   6.893574e-08   3.120435e-01
    572   2.585853e+01   4.098413e-01   9.367330e-01   6.915021e-08   3.120435e-01
    573   2.589759e+01   4.111232e-01   9.358499e-01   6.936492e-08   3.120435e-01
    574   2.593666e+01   4.124080e-01   9.349732e-01   6.957987e-08   3.120435e-01
    575   2.597572e+01   4.136956e-01   9.341029e-01   6.979505e-08   3.120435e-01
    576   2.601478e+01   4.149860e-01   9.332390e-01   7.001048e-08   3.120435e-01
    577   2.605384e+01   4.162793e-01   9.323814e-01   7.022613e-08   3.120435e-01
    578   2.609291e+01   4.175754e-01   9.315302e-01   7.044202e-08   3.120434e-01
    579   2.613197e+01   4.188743e-01   9.306854e-01   7.065814e-08   3.120434e-01
    580   2.617103e+01   4.201761e-01   9.298469e-01   7.087449e-08   3.120434e-01
    581   2.621009e+01   4.214808e-01   9.290149e-01   7.109107e-08   3.120434e-01
    582   2.624916e+01   4.227883e-01   9.281891e-01   7.130787e-08   3.120434e-01
    583   2.628822e+01   4.240988e-01   9.273698e-01   7.152490e-08   3.120434e-01
    584   2.632728e+01   4.254121e-01   9.265568e-01   7.174216e-08   3.120434e-01
    585   2.636634e+01   4.267284e-01   9.257501e-01   7.195963e-08   3.120434e-01
    586   2.640541e+01   4.280476e-01   9.249499e-01   7.217732e-08   3.120434e-01
    587   2.644447e+01   4.293697e-01   9.241559e-01   7.239523e-08   3.120434e-01
    588   2.648353e+01   4.306948e-01   9.233684e-01   7.261335e-08   3.120434e-01
    589   2.652259e+01   4.320228e-01   9.225871e-01   7.283168e-08   3.120433e-01
    590   2.656166e+01   4.333538e-01   9.218123e-01   7.305022e-08   3.120433e-01
    591   2.660072e+01   4.346878e-01   9.210438e-01   7.326895e-08   3.120433e-01
    592   2.663978e+01   4.360248e-01   9.202816e-01   7.348789e-08   3.120433e-01
    593   2.667884e+01   4.373648e-01   9.195258e-01   7.370702e-08   3.120433e-01
    594   2.671791e+01   4.387078e-01   9.187763e-01   7.392635e-08   3.120433e-01
    595   2.675697e+01   4.400538e-01   9.180332e-01   7.414588e-08   3.120433e-01
    596   2.679603e+01   4.414029e-01   9.172965e-01   7.436560e-08   3.120433e-01
    597   2.683509e+01   4.427550e-01   9.165661e-01   7.458551e-08   3.120433e-01
    598   2.687416e+01   4.441102e-01   9.158420e-01   7.480560e-08   3.120433e-01
    599   2.691322e+01   4.454684e-01   9.151243e-01   7.502588e-08   3.120433e-01
    600   2.695228e+01   4.468298e-01   9.144130e-01   7.524633e-08   3.120432e-01
    601   2.699134e+01   4.481942e-01   9.137080e-01   7.546696e-08   3.120432e-01
    602   2.703041e+01   4.495618e-01   9.130094e-01   7.568775e-08   3.120432e-01
    603   2.706947e+01   4.509325e-01   9.123171e-01   7.590871e-08   3.120432e-01
    604   2.710853e+01   4.523063e-01   9.116312e-01   7.612982e-08   3.120432e-01
    605   2.714759e+01   4.536833e-01   9.109517e-01   7.635108e-08   3.120432e-01
    606   2.718666e+01   4.550635e-01   9.102785e-01   7.657250e-08   3.120432e-01
    607   2.722572e+01   4.564468e-01   9.096117e-01   7.679406e-08   3.120432e-01
    608   2.726478e+01   4.578333e-01   9.089513e-01   7.701575e-08   3.120432e-01
    609   2.730384e+01   4.592230e-01   9.082972e-01   7.723758e-08   3.120432e-01
    610   2.734291e+01   4.606160e-01   9.076495e-01   7.745954e-08   3.120431e-01
    611   2.738197e+01   4.620122e-01   9.070082e-01   7.768162e-08   3.120431e-01
    612   2.742103e+01   4.634116e-01   9.063733e-01   7.790382e-08   3.120431e-01
    613   2.746009e+01   4.648143e-01   9.057447e-01   7.812614e-08   3.120431e-01
    614   2.749916e+01   4.662202e-01   9.051226e-01   7.834857e-08   3.120431e-01
    615   2.753822e+01   4.676295e-01   9.045068e-01   7.857111e-08   3.120431e-01
    616   2.757728e+01   4.690420e-01   9.038974e-01   7.879375e-08   3.120431e-01
    617   2.761634e+01   4.704579e-01   9.032944e-01   7.901648e-08   3.120431e-01
    618   2.765541e+01   4.718770e-01   9.026978e-01   7.923931e-08   3.120431e-01
    619   2.769447e+01   4.732996e-01   9.021077e-01   7.946223e-08   3.120431e-01
    620   2.773353e+01   4.747255e-01   9.015239e-01   7.968524e-08   3.120431e-01
    621   2.777259e+01   4.761547e-01   9.009466e-01   7.990833e-08   3.120430e-01
    622   2.781166e+01   4.775874e-01   9.003756e-01   8.013149e-08   3.120430e-01
    623   2.785072e+01   4.790234e-01   8.998111e-01   8.035473e-08   3.120430e-01
    624   2.788978e+01   4.804629e-01   8.992530e-01   8.057804e-08   3.120430e-01
    625   2.792884e+01   4.819058e-01   8.987014e-01   8.080142e-08   3.120430e-01
    626   2.796791e+01   4.833522e-01   8.981562e-01   8.102487e-08   3.120430e-01
    627   2.800697e+01   4.848020e-01   8.976175e-01   8.124838e-08   3.120430e-01
    628   2.804603e+01   4.862553e-01   8.970851e-01   8.147195e-08   3.120430e-01
    629   2.808509e+01   4.877121e-01   8.965593e-01   8.169557e-08   3.120430e-01
    630   2.812416e+01   4.891724e-01   8.960399e-01   8.191925e-08   3.120430e-01
    631   2.816322e+01   4.906363e-01   8.955270e-01   8.214297e-08   3.120429e-01
    632   2.820228e+01   4.921036e-01   8.950206e-01   8.236674e-08   3.120429e-01
    633   2.824134e+01   4.935746e-01   8.945206e-01   8.259056e-08   3.120429e-01
    634   2.828041e+01   4.950491e-01   8.940271e-01   8.281441e-08   3.120429e-01
    635   2.831947e+01   4.965272e-01   8.935402e-01   8.303830e-08   3.120429e-01
    636   2.835853e+01   4.980089e-01   8.930597e-01   8.326222e-08   3.120429e-01
    637   2.839759e+01   4.994943e-01   8.925858e-01   8.348617e-08   3.120429e-01
    638   2.843666e+01   5.009833e-01   8.921183e-01   8.371014e-08   3.120429e-01
    639   2.847572e+01   5.024759e-01   8.916574e-01   8.393414e-08   3.120429e-01
    640   2.851478e+01   5.039722e-01   8.912030e-01   8.415816e-08   3.120429e-01
    641   2.855384e+01   5.054723e-01   8.907552e-01   8.438220e-08   3.120429e-01
    642   2.859291e+01   5.069760e-01   8.903139e-01   8.460626e-08   3.120428e-01
    643   2.863197e+01   5.084835e-01   8.898792e-01   8.483033e-08   3.120428e-01
    644   2.867103e+01   5.099947e-01   8.894510e-01   8.505440e-08   3.120428e-01
    645   2.871009e+01   5.115097e-01   8.890294e-01   8.527848e-08   3.120428e-01
    646   2.874916e+01   5.130285e-01   8.886144e-01   8.550257e-08   3.120428e-01
    647   2.878822e+01   5.145510e-01   8.882060e-01   8.572664e-08   3.120428e-01
    648   2.882728e+01   5.160774e-01   8.878042e-01   8.595071e-08   3.120428e-01
    649   2.886634e+01   5.176077e-01   8.874090e-01   8.617477e-08   3.120428e-01
    650   2.890541e+01   5.191417e-01   8.870205e-01   8.639880e-08   3.120428e-01
    651   2.894447e+01   5.206797e-01   8.866385e-01   8.662280e-08   3.120427e-01
    652   2.898353e+01   5.222216e-01   8.862632e-01   8.684677e-08   3.120427e-01
    653   2.902259e+01   5.237674e-01   8.858946e-01   8.707070e-08   3.120427e-01
    654   2.906166e+01   5.253171e-01   8.855326e-01   8.729458e-08   3.120427e-01
    655   2.910072e+01   5.268707e-01   8.851773e-01   8.751841e-08   3.120427e-01
    656   2.913978e+01   5.284284e-01   8.848287e-01   8.774218e-08   3.120427e-01
    657   2.917884e+01   5.299900e-01   8.844868e-01   8.796589e-08   3.120427e-01
    658   2.921791e+01   5.315557e-01   8.841516e-01   8.818953e-08   3.120427e-01
    659   2.925697e+01   5.331254e-01   8.838231e-01   8.841310e-08   3.120427e-01
    660   2.929603e+01   5.346991e-01   8.835013e-01   8.863658e-08   3.120427e-01
    661   2.933509e+01   5.362770e-01   8.831863e-01   8.885999e-08   3.120426e-01
    662   2.937416e+01   5.378589e-01   8.828780e-01   8.908330e-08   3.120426e-01
    663   2.941322e+01   5.394449e-01   8.825765e-01   8.930652e-08   3.120426e-01
    664   2.945228e+01   5.410351e-01   8.822817e-01   8.952964e-08   3.120426e-01
    665   2.949134e+01   5.426294e-01   8.819938e-01   8.975265e-08   3.120426e-01
    666   2.953041e+01   5.442279e-01   8.817126e-01   8.997556e-08   3.120426e-01
    667   2.956947e+01   5.458307e-01   8.814383e-01   9.019836e-08   3.120426e-01
    668   2.960853e+01   5.474376e-01   8.811708e-01   9.042104e-08   3.120426e-01
    669   2.964759e+01   5.490488e-01   8.809102e-01   9.064361e-08   3.120426e-01
    670   2.968666e+01   5.506643e-01   8.806564e-01   9.086605e-08   3.120426e-01
    671   2.972572e+01   5.522840e-01   8.804095e-01   9.108836e-08   3.120425e-01
    672   2.976478e+01   5.539081e-01   8.801694e-01   9.131054e-08   3.120425e-01
    673   2.980384e+01   5.555365e-01   8.799363e-01   9.153257e-08   3.120425e-01
    674   2.984291e+01   5.571693e-01   8.797100e-01   9.175444e-08   3.120425e-01
    675   2.988197e+01   5.588064e-01   8.794907e-01   9.197615e-08   3.120425e-01
    676   2.992103e+01   5.604480e-01   8.792784e-01   9.219768e-08   3.120425e-01
    677   2.996009e+01   5.620940e-01   8.790730e-01   9.241904e-08   3.120425e-01
    678   2.999916e+01   5.637444e-01   8.788745e-01   9.264021e-08   3.120425e-01
    679   3.003822e+01   5.653993e-01   8.786831e-01   9.286119e-08   3.120425e-01
    680   3.007728e+01   5.670588e-01   8.784986e-01   9.308198e-08   3.120425e-01
    681   3.011634e+01   5.687227e-01   8.783212e-01   9.330256e-08   3.120424e-01
    682   3.015541e+01   5.703912e-01   8.781508e-01   9.352292e-08   3.120424e-01
    683   3.019447e+01   5.720643e-01   8.779875e-01   9.374307e-08   3.120424e-01
    684   3.023353e+01   5.737420e-01   8.778312e-01   9.396299e-08   3.120424e-01
    685   3.027259e+01   5.754243e-01   8.776820e-01   9.418268e-08   3.120424e-01
    686   3.031166e+01   5.771112e-01   8.775399e-01   9.440213e-08   3.120424e-01
    687   3.035072e+01   5.788029e-01   8.774050e-01   9.462135e-08   3.120424e-01
    688   3.038978e+01   5.804992e-01   8.772772e-01   9.484033e-08   3.120424e-01
    689   3.042884e+01   5.822003e-01   8.771565e-01   9.505905e-08   3.120424e-01
    690   3.046791e+01   5.839061e-01   8.770430e-01   9.527752e-08   3.120424e-01
    691   3.050697e+01   5.856167e-01   8.769367e-01   9.549573e-08   3.120423e-01
    692   3.054603e+01   5.873322e-01   8.768376e-01   9.571367e-08   3.120423e-01
    693   3.058509e+01   5.890524e-01   8.767457e-01   9.593134e-08   3.120423e-01
    694   3.062416e+01   5.907776e-01   8.766610e-01   9.614873e-08   3.120423e-01
    695   3.066322e+01   5.925076e-01   8.765837e-01   9.636583e-08   3.120423e-01
    696   3.070228e+01   5.942425e-01   8.765136e-01   9.658263e-08   3.120423e-01
    697   3.074134e+01   5.959824e-01   8.764508e-01   9.679915e-08   3.120423e-01
    698   3.078041e+01   5.977273e-01   8.763954e-01   9.701536e-08   3.120423e-01
    699   3.081947e+01   5.994771e-01   8.763472e-01   9.723125e-08   3.120423e-01
    700   3.085853e+01   6.012320e-01   8.763065e-01   9.744683e-08   3.120423e-01
    701   3.089759e+01   6.029920e-01   8.762731e-01   9.766208e-08   3.120422e-01
    702   3.093666e+01   6.047570e-01   8.762472e-01   9.787701e-08   3.120422e-01
    703   3.097572e+01   6.065272e-01   8.762286e-01   9.809160e-08   3.120422e-01
    704   3.101478e+01   6.083026e-01   8.762175e-01   9.830586e-08   3.120422e-01
    705   3.105384e+01   6.100831e-01   8.762139e-01   9.851978e-08   3.120422e-01
    706   3.109291e+01   6.118688e-01   8.762178e-01   9.873334e-08   3.120422e-01
    707   3.113197e+01   6.136598e-01   8.762292e-01   9.894655e-08   3.120422e-01
    708   3.117103e+01   6.154560e-01   8.762481e-01   9.915940e-08   3.120422e-01
    709   3.121009e+01   6.172575e-01   8.762746e-01   9.937188e-08   3.120422e-01
    710   3.124916e+01   6.190644e-01   8.763086e-01   9.958398e-08   3.120422e-01
    711   3.128822e+01   6.208767e-01   8.763503e-01   9.979569e-08   3.120421e-01
    712   3.132728e+01   6.226943e-01   8.763996e-01   1.000070e-07   3.120421e-01
    713   3.136634e+01   6.245174e-01   8.764565e-01   1.002179e-07   3.120421e-01
    714   3.140541e+01   6.263459e-01   8.765211e-01   1.004284e-07   3.120421e-01
    715   3.144447e+01   6.281800e-01   8.765934e-01   1.006385e-07   3.120421e-01
    716   3.148353e+01   6.300195e-01   8.766734e-01   1.008482e-07   3.120421e-01
    717   3.152259e+01   6.318647e-01   8.767612e-01   1.010575e-07   3.120421e-01
    718   3.156166e+01   6.337154e-01   8.768567e-01   1.012663e-07   3.120421e-01
    719   3.160072e+01   6.355718e-01   8.769601e-01   1.014746e-07   3.120421e-01
    720   3.163978e+01   6.374338e-01   8.770712e-01   1.016825e-07   3.120421e-01
    721   3.167884e+01   6.393015e-01   8.771902e-01   1.018899e-07   3.120420e-01
    722   3.171791e+01   6.411750e-01   8.773171e-01   1.020968e-07   3.120420e-01
    723   3.175697e+01   6.430542e-01   8.774519e-01   1.023033e-07   3.120420e-01
    724   3.179603e+01   6.449393e-01   8.775946e-01   1.025093e-07   3.120420e-01
    725   3.183509e+01   6.468301e-01   8.777453e-01   1.027148e-07   3.120420e-01
    726   3.187416e+01   6.487269e-01   8.779039e-01   1.029199e-07   3.120420e-01
    727   3.191322e+01   6.506296e-01   8.780706e-01   1.031245e-07   3.120420e-01
    728   3.195228e+01   6.525382e-01   8.782453e-01   1.033286e-07   3.120420e-01
    729   3.199134e+01   6.544528e-01   8.784280e-01   1.035321e-07   3.120420e-01
    730   3.203041e+01   6.563735e-01   8.786189e-01   1.037352e-07   3.120419e-01
    731   3.206947e+01   6.583002e-01   8.788179e-01   1.039378e-07   3.120419e-01
    732   3.210853e+01   6.602330e-01   8.790250e-01   1.041398e-07   3.120419e-01
    733   3.214759e+01   6.621719e-01   8.792403e-01   1.043413e-07   3.120419e-01
    734   3.218666e+01   6.641171e-01   8.794638e-01   1.045422e-07   3.120419e-01
    735   3.222572e+01   6.660684e-01   8.796956e-01   1.047426e-07   3.120419e-01
    736   3.226478e+01   6.680261e-01   8.799356e-01   1.049424e-07   3.120419e-01
    737   3.230384e+01   6.699900e-01   8.801839e-01   1.051416e-07   3.120419e-01
    738   3.234291e+01   6.719602e-01   8.804406e-01   1.053403e-07   3.120419e-01
    739   3.238197e+01   6.739368e-01   8.807056e-01   1.055383e-07   3.120419e-01
    740   3.242103e+01   6.759199e-01   8.809790e-01   1.057357e-07   3.120418e-01
    741   3.246009e+01   6.779094e-01   8.812609e-01   1.059325e-07   3.120418e-01
    742   3.249916e+01   6.799054e-01   8.815512e-01   1.061287e-07   3.120418e-01
    743   3.253822e+01   6.819080e-01   8.818500e-01   1.063242e-07   3.120418e-01
    744   3.257728e+01   6.839172e-01   8.821573e-01   1.065190e-07   3.120418e-01
    745   3.261634e+01   6.859330e-01   8.824732e-01   1.067132e-07   3.120418e-01
    746   3.265541e+01   6.879554e-01   8.827977e-01   1.069067e-07   3.120418e-01
    747   3.269447e+01   6.899846e-01   8.831308e-01   1.070995e-07   3.120418e-01
    748   3.273353e+01   6.920206e-01   8.834725e-01   1.072917e-07   3.120418e-01
    749   3.277259e+01   6.940633e-01   8.838230e-01   1.074831e-07   3.120418e-01
    750   3.281166e+01   6.961129e-01   8.841822e-01   1.076739e-07   3.120418e-01
    751   3.285072e+01   6.981694e-01   8.845501e-01   1.078639e-07   3.120417e-01
    752   3.288978e+01   7.002329e-01   8.849269e-01   1.080532e-07   3.120417e-01
    753   3.292884e+01   7.023034e-01   8.853125e-01   1.082418e-07   3.120417e-01
    754   3.296791e+01   7.043808e-01   8.857070e-01   1.084297e-07   3.120417e-01
    755   3.300697e+01   7.064654e-01   8.861104e-01   1.086168e-07   3.120417e-01
    756   3.304603e+01   7.085571e-01   8.865227e-01   1.088032e-07   3.120417e-01
    757   3.308509e+01   7.106560e-01   8.869441e-01   1.089888e-07   3.120417e-01
    758   3.312416e+01   7.127621e-01   8.873744e-01   1.091736e-07   3.120417e-01
    759   3.316322e+01   7.148755e-01   8.878138e-01   1.093577e-07   3.120417e-01
    760   3.320228e+01   7.169963e-01   8.882624e-01   1.095410e-07   3.120417e-01
    761   3.324134e+01   7.191244e-01   8.887200e-01   1.097235e-07   3.120417e-01
    762   3.328041e+01   7.212599e-01   8.891869e-01   1.099052e-07   3.120416e-01
    763   3.331947e+01   7.234029e-01   8.896630e-01   1.100861e-07   3.120416e-01
    764   3.335853e+01   7.255534e-01   8.901483e-01   1.102662e-07   3.120416e-01
    765   3.339759e+01   7.277116e-01   8.906430e-01   1.104455e-07   3.120416e-01
    766   3.343666e+01   7.298773e-01   8.911470e-01   1.106239e-07   3.120416e-01
    767   3.347572e+01   7.320508e-01   8.916604e-01   1.108016e-07   3.120416e-01
    768   3.351478e+01   7.342320e-01   8.921832e-01   1.109784e-07   3.120416e-01
    769   3.355384e+01   7.364209e-01   8.927155e-01   1.111543e-07   3.120416e-01
    770   3.359291e+01   7.386178e-01   8.932573e-01   1.113294e-07   3.120416e-01
    771   3.363197e+01   7.408225e-01   8.938087e-01   1.115036e-07   3.120416e-01
    772   3.367103e+01   7.430352e-01   8.943696e-01   1.116770e-07   3.120416e-01
    773   3.371009e+01   7.452559e-01   8.949403e-01   1.118494e-07   3.120415e-01
    774   3.374916e+01   7.474847e-01   8.955206e-01   1.120210e-07   3.120415e-01
    775   3.378822e+01   7.497216e-01   8.961107e-01   1.121916e-07   3.120415e-01
    776   3.382728e+01   7.519667e-01   8.967105e-01   1.123613e-07   3.120415e-01
    777   3.386634e+01   7.542201e-01   8.973202e-01   1.125301e-07   3.120415e-01
    778   3.390541e+01   7.564817e-01   8.979398e-01   1.126979e-07   3.120415e-01
    779   3.394447e+01   7.587517e-01   8.985693e-01   1.128648e-07   3.120415e-01
    780   3.398353e+01   7.610301e-01   8.992088e-01   1.130308e-07   3.120415e-01
    781   3.402259e+01   7.633171e-01   8.998583e-01   1.131958e-07   3.120415e-01
    782   3.406166e+01   7.656125e-01   9.005179e-01   1.133598e-07   3.120415e-01
    783   3.410072e+01   7.679166e-01   9.011876e-01   1.135229e-07   3.120414e-01
    784   3.413978e+01   7.702293e-01   9.018675e-01   1.136849e-07   3.120414e-01
    785   3.417884e+01   7.725508e-01   9.025576e-01   1.138460e-07   3.120414e-01
    786   3.421791e+01   7.748810e-01   9.032580e-01   1.140060e-07   3.120414e-01
    787   3.425697e+01   7.772201e-01   9.039687e-01   1.141650e-07   3.120414e-01
    788   3.429603e+01   7.795682e-01   9.046898e-01   1.143230e-07   3.120414e-01
    789   3.433509e+01   7.819252e-01   9.054213e-01   1.144799e-07   3.120414e-01
    790   3.437416e+01   7.842913e-01   9.061634e-01   1.146358e-07   3.120414e-01
    791   3.441322e+01   7.866665e-01   9.069159e-01   1.147906e-07   3.120414e-01
    792   3.445228e+01   7.890509e-01   9.076791e-01   1.149442e-07   3.120414e-01
    793   3.449134e+01   7.914445e-01   9.084529e-01   1.150968e-07   3.120414e-01
    794   3.453041e+01   7.938475e-01   9.092374e-01   1.152483e-07   3.120413e-01
    795   3.456947e+01   7.962598e-01   9.100327e-01   1.153986e-07   3.120413e-01
    796   3.460853e+01   7.986816e-01   9.108388e-01   1.155478e-07   3.120413e-01
    797   3.464759e+01   8.011130e-01   9.116557e-01   1.156958e-07   3.120413e-01
    798   3.468666e+01   8.035540e-01   9.124836e-01   1.158427e-07   3.120413e-01
    799   3.472572e+01   8.060046e-01   9.133225e-01   1.159884e-07   3.120413e-01
    800   3.476478e+01   8.084650e-01   9.141725e-01   1.161330e-07   3.120413e-01
    801   3.480384e+01   8.109352e-01   9.150335e-01   1.162763e-07   3.120413e-01
    802   3.484291e+01   8.134153e-01   9.159058e-01   1.164185e-07   3.120413e-01
    803   3.488197e+01   8.159054e-01   9.167892e-01   1.165595e-07   3.120413e-01
    804   3.492103e+01   8.184056e-01   9.176840e-01   1.166993e-07   3.120413e-01
    805   3.496009e+01   8.209158e-01   9.185901e-01   1.168379e-07   3.120413e-01
    806   3.499916e+01   8.234363e-01   9.195077e-01   1.169753e-07   3.120413e-01
    807   3.503822e+01   8.259671e-01   9.204367e-01   1.171114e-07   3.120412e-01
    808   3.507728e+01   8.285082e-01   9.213773e-01   1.172464e-07   3.120412e-01
    809   3.511634e+01   8.310597e-01   9.223294e-01   1.173801e-07   3.120412e-01
    810   3.515541e+01   8.336218e-01   9.232933e-01   1.175125e-07   3.120412e-01
    811   3.519447e+01   8.361945e-01   9.242689e-01   1.176437e-07   3.120412e-01
    812   3.523353e+01   8.387779e-01   9.252564e-01   1.177736e-07   3.120412e-01
    813   3.527259e+01   8.413720e-01   9.262557e-01   1.179023e-07   3.120412e-01
    814   3.531166e+01   8.439770e-01   9.272669e-01   1.180297e-07   3.120412e-01
    815   3.535072e+01   8.465929e-01   9.282902e-01   1.181557e-07   3.120412e-01
    816   3.538978e+01   8.492199e-01   9.293256e-01   1.182805e-07   3.120412e-01
    817   3.542884e+01   8.518580e-01   9.303731e-01   1.184039e-07   3.120412e-01
    818   3.546791e+01   8.545072e-01   9.314329e-01   1.185261e-07   3.120412e-01
    819   3.550697e+01   8.571678e-01   9.325050e-01   1.186469e-07   3.120411e-01
    820   3.554603e+01   8.598397e-01   9.335894e-01   1.187663e-07   3.120411e-01
    821   3.558509e+01   8.625231e-01   9.346863e-01   1.188844e-07   3.120411e-01
    822   3.562416e+01   8.652180e-01   9.357957e-01   1.190012e-07   3.120411e-01
    823   3.566322e+01   8.679246e-01   9.369178e-01   1.191166e-07   3.120411e-01
    824   3.570228e+01   8.706430e-01   9.380525e-01   1.192306e-07   3.120411e-01
    825   3.574134e+01   8.733732e-01   9.392000e-01   1.193432e-07   3.120411e-01
    826   3.578041e+01   8.761153e-01   9.403603e-01   1.194544e-07   3.120411e-01
    827   3.581947e+01   8.788694e-01   9.415335e-01   1.195642e-07   3.120411e-01
    828   3.585853e+01   8.816357e-01   9.427197e-01   1.196726e-07   3.120411e-01
    829   3.589759e+01   8.844142e-01   9.439190e-01   1.197797e-07   3.120411e-01
    830   3.593666e+01   8.872050e-01   9.451315e-01   1.198852e-07   3.120410e-01
    831   3.597572e+01   8.900083e-01   9.463571e-01   1.199894e-07   3.120410e-01
    832   3.601478e+01   8.928240e-01   9.475962e-01   1.200921e-07   3.120410e-01
    833   3.605384e+01   8.956524e-01   9.488486e-01   1.201934e-07   3.120410e-01
    834   3.609291e+01   8.984936e-01   9.501145e-01   1.202932e-07   3.120410e-01
    835   3.613197e+01   9.013476e-01   9.513940e-01   1.203915e-07   3.120410e-01
    836   3.617103e+01   9.042145e-01   9.526871e-01   1.204884e-07   3.120410e-01
    837   3.621009e+01   9.070945e-01   9.539940e-01   1.205836e-07   3.120410e-01
    838   3.624916e+01   9.099876e-01   9.553148e-01   1.206773e-07   3.120410e-01
    839   3.628822e+01   9.128940e-01   9.566495e-01   1.207694e-07   3.120410e-01
    840   3.632728e+01   9.158138e-01   9.579982e-01   1.208599e-07   3.120410e-01
    841   3.636634e+01   9.187471e-01   9.593610e-01   1.209488e-07   3.120409e-01
    842   3.640541e+01   9.216940e-01   9.607381e-01   1.210361e-07   3.120409e-01
    843   3.644447e+01   9.246546e-01   9.621294e-01   1.211218e-07   3.120409e-01
    844   3.648353e+01   9.276290e-01   9.635352e-01   1.212059e-07   3.120409e-01
    845   3.652259e+01   9.306174e-01   9.649554e-01   1.212884e-07   3.120409e-01
