# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
    846   3.656166e+01   9.336199e-01   9.663902e-01   1.213694e-07   3.120409e-01
    847   3.660072e+01   9.366366e-01   9.678398e-01   1.214486e-07   3.120409e-01
    848   3.663978e+01   9.396676e-01   9.693041e-01   1.215263e-07   3.120409e-01
    849   3.667884e+01   9.427130e-01   9.707833e-01   1.216024e-07   3.120409e-01
    850   3.671791e+01   9.457730e-01   9.722775e-01   1.216768e-07   3.120409e-01
    851   3.675697e+01   9.488476e-01   9.737868e-01   1.217497e-07   3.120409e-01
    852   3.679603e+01   9.519371e-01   9.753114e-01   1.218208e-07   3.120409e-01
    853   3.683509e+01   9.550415e-01   9.768512e-01   1.218904e-07   3.120409e-01
    854   3.687416e+01   9.581610e-01   9.784064e-01   1.219582e-07   3.120409e-01
    855   3.691322e+01   9.612957e-01   9.799772e-01   1.220244e-07   3.120408e-01
    856   3.695228e+01   9.644457e-01   9.815636e-01   1.220889e-07   3.120408e-01
    857   3.699134e+01   9.676112e-01   9.831657e-01   1.221518e-07   3.120408e-01
    858   3.703041e+01   9.707923e-01   9.847837e-01   1.222129e-07   3.120408e-01
    859   3.706947e+01   9.739891e-01   9.864177e-01   1.222722e-07   3.120408e-01
    860   3.710853e+01   9.772019e-01   9.880678e-01   1.223298e-07   3.120408e-01
    861   3.714759e+01   9.804306e-01   9.897340e-01   1.223857e-07   3.120408e-01
    862   3.718666e+01   9.836755e-01   9.914166e-01   1.224397e-07   3.120408e-01
    863   3.722572e+01   9.869367e-01   9.931156e-01   1.224920e-07   3.120408e-01
    864   3.726478e+01   9.902143e-01   9.948312e-01   1.225424e-07   3.120408e-01
    865   3.730384e+01   9.935086e-01   9.965634e-01   1.225910e-07   3.120408e-01
    866   3.734291e+01   9.968196e-01   9.983125e-01   1.226378e-07   3.120408e-01
    867   3.738197e+01   1.000147e+00   1.000078e+00   1.226828e-07   3.120408e-01
