# power spectrum of delta
# redshift z=1.293448
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   3.925714e-03   4.792454e-03   7.312267e-04   18
  6.745391e-02   4.429716e-02   1.159167e-02   4.404400e-03   152
  1.090113e-01   1.032599e-01   1.224347e-02   4.807000e-03   416
  1.497134e-01   1.705623e-01   1.165022e-02   6.370344e-03   770
  1.923472e-01   2.443108e-01   1.247860e-02   6.846835e-03   1364
  2.350444e-01   3.212567e-01   1.221820e-02   7.153790e-03   1976
  2.775930e-01   4.057131e-01   1.245022e-02   7.862656e-03   2792
  3.193857e-01   5.040789e-01   1.188722e-02   8.330265e-03   3578
  3.615292e-01   5.823554e-01   1.219808e-02   8.509269e-03   4724
  4.045273e-01   6.863890e-01   1.253838e-02   8.805560e-03   6032
  4.469941e-01   7.669841e-01   1.206640e-02   9.359973e-03   7072
  4.890810e-01   9.021531e-01   1.222555e-02   9.902682e-03   8634
  5.318886e-01   1.049273e+00   1.238102e-02   1.037022e-02   10336
  5.746708e-01   1.163761e+00   1.232804e-02   1.061435e-02   11940
  6.167490e-01   1.292384e+00   1.208586e-02   1.113554e-02   13490
  6.588740e-01   1.469087e+00   1.221778e-02   1.184161e-02   15656
  7.016595e-01   1.632505e+00   1.241043e-02   1.199638e-02   18008
  7.443680e-01   1.789977e+00   1.227786e-02   1.278316e-02   19964
  7.867827e-01   1.933176e+00   1.226437e-02   1.293106e-02   22354
  8.291404e-01   2.125080e+00   1.212327e-02   1.356379e-02   24648
  8.716536e-01   2.319223e+00   1.233244e-02   1.394479e-02   27592
  9.142068e-01   2.527792e+00   1.230127e-02   1.436320e-02   30152
  9.566749e-01   2.719900e+00   1.227622e-02   1.501766e-02   33046
  9.991233e-01   2.917745e+00   1.221538e-02   1.540794e-02   35992
  1.041693e+00   3.220250e+00   1.229906e-02   1.627374e-02   39304
  1.084289e+00   3.404375e+00   1.232858e-02   1.650156e-02   42608
  1.126820e+00   3.690169e+00   1.223307e-02   1.723671e-02   45758
  1.169340e+00   3.902072e+00   1.228914e-02   1.772683e-02   49536
  1.211695e+00   4.211926e+00   1.215683e-02   1.842212e-02   52488
  1.254054e+00   4.466365e+00   1.233851e-02   1.872700e-02   57034
  1.296605e+00   4.705741e+00   1.224458e-02   1.923477e-02   60648
  1.339187e+00   5.004687e+00   1.230532e-02   1.953467e-02   65044
  1.381689e+00   5.260186e+00   1.223104e-02   2.006734e-02   68720
  1.424202e+00   5.570892e+00   1.231312e-02   2.062899e-02   73538
  1.466870e+00   5.971543e+00   1.230776e-02   2.136205e-02   78080
  1.509304e+00   6.188987e+00   1.215944e-02   2.154813e-02   81572
  1.551677e+00   6.574933e+00   1.232495e-02   2.226142e-02   87248
  1.594353e+00   6.915097e+00   1.233837e-02   2.265877e-02   92266
  1.636929e+00   7.232981e+00   1.225268e-02   2.330720e-02   96696
  1.679216e+00   7.586753e+00   1.215041e-02   2.407235e-02   100904
  1.721516e+00   7.982567e+00   1.226207e-02   2.443459e-02   107036
  1.764192e+00   8.296264e+00   1.235795e-02   2.458634e-02   113362
  1.806923e+00   8.680792e+00   1.228837e-02   2.531541e-02   118176
  1.849351e+00   9.017382e+00   1.221864e-02   2.584079e-02   122944
  1.891857e+00   9.382688e+00   1.233203e-02   2.610020e-02   129902
  1.934420e+00   9.847870e+00   1.224691e-02   2.696546e-02   134944
  1.976863e+00   1.014271e+01   1.225992e-02   2.706141e-02   140952
  2.019285e+00   1.060574e+01   1.225865e-02   2.779580e-02   147072
  2.061737e+00   1.093209e+01   1.224320e-02   2.798708e-02   153382
  2.104357e+00   1.143063e+01   1.233049e-02   2.858172e-02   160952
  2.147003e+00   1.178080e+01   1.228118e-02   2.887475e-02   166640
  2.189431e+00   1.220709e+01   1.222861e-02   2.944292e-02   172448
  2.231915e+00   1.266273e+01   1.231031e-02   2.980837e-02   180594
  2.274471e+00   1.313109e+01   1.224284e-02   3.039118e-02   186556
  2.316888e+00   1.352493e+01   1.225358e-02   3.077651e-02   193528
  2.359297e+00   1.399473e+01   1.224273e-02   3.124439e-02   200626
  2.401844e+00   1.432447e+01   1.230642e-02   3.129611e-02   209256
  2.444460e+00   1.473752e+01   1.227865e-02   3.164671e-02   216020
  2.487004e+00   1.526069e+01   1.230299e-02   3.231119e-02   223768
  2.529444e+00   1.564679e+01   1.222313e-02   3.266600e-02   230234
  2.571955e+00   1.608018e+01   1.229969e-02   3.287626e-02   239800
  2.614499e+00   1.653407e+01   1.225221e-02   3.329786e-02   246568
  2.656957e+00   1.704243e+01   1.227331e-02   3.376579e-02   254828
  2.699414e+00   1.742395e+01   1.225769e-02   3.403664e-02   263074
  2.741981e+00   1.796741e+01   1.228604e-02   3.440533e-02   272312
  2.784554e+00   1.837617e+01   1.228079e-02   3.467077e-02   280376
  2.827093e+00   1.881134e+01   1.228600e-02   3.492679e-02   288884
  2.869605e+00   1.928972e+01   1.227401e-02   3.553762e-02   297602
  2.912071e+00   1.961067e+01   1.223046e-02   3.551233e-02   305520
  2.954561e+00   2.036761e+01   1.230079e-02   3.632494e-02   315976
  2.996984e+00   2.071592e+01   1.221089e-02   3.634196e-02   322778
  3.039488e+00   2.110073e+01   1.232008e-02   3.644030e-02   335372
  3.082114e+00   2.146347e+01   1.227327e-02   3.665165e-02   343464
  3.124654e+00   2.207496e+01   1.228282e-02   3.711985e-02   352912
  3.167174e+00   2.237962e+01   1.228199e-02   3.716916e-02   362666
  3.209689e+00   2.294792e+01   1.225476e-02   3.740679e-02   371884
  3.252186e+00   2.338472e+01   1.227971e-02   3.771422e-02   382280
  3.294633e+00   2.374876e+01   1.224302e-02   3.794958e-02   390888
  3.337059e+00   2.428323e+01   1.226867e-02   3.826124e-02   402234
  3.379565e+00   2.464900e+01   1.225933e-02   3.855211e-02   412576
  3.422105e+00   2.502966e+01   1.228715e-02   3.837765e-02   423732
  3.464636e+00   2.557609e+01   1.227257e-02   3.888297e-02   433624
  3.507180e+00   2.599363e+01   1.228881e-02   3.905505e-02   445154
  3.549739e+00   2.641675e+01   1.227656e-02   3.908914e-02   455584
  3.592238e+00   2.687999e+01   1.225887e-02   3.949936e-02   465588
  3.634685e+00   2.731052e+01   1.226065e-02   3.957122e-02   476762
  3.677219e+00   2.771164e+01   1.229242e-02   3.966802e-02   489552
  3.719789e+00   2.812033e+01   1.227853e-02   3.975593e-02   500328
