# power spectrum of delta_N
# redshift z=2.291371
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   1.990085e-03   4.792454e-03   3.699461e-04   18
  6.745391e-02   2.258348e-02   1.159167e-02   2.262938e-03   152
  1.090113e-01   5.222134e-02   1.224347e-02   2.403073e-03   416
  1.497134e-01   8.578556e-02   1.165022e-02   3.212874e-03   770
  1.923472e-01   1.215021e-01   1.247860e-02   3.437501e-03   1364
  2.350444e-01   1.532600e-01   1.221820e-02   3.441662e-03   1976
  2.775930e-01   1.917432e-01   1.245022e-02   3.715952e-03   2792
  3.193857e-01   2.316521e-01   1.188722e-02   3.840426e-03   3578
  3.615292e-01   2.633706e-01   1.219808e-02   3.844992e-03   4724
  4.045273e-01   3.069483e-01   1.253838e-02   3.922896e-03   6032
  4.469941e-01   3.351674e-01   1.206640e-02   4.162149e-03   7072
  4.890810e-01   3.870251e-01   1.222555e-02   4.265024e-03   8634
  5.318886e-01   4.376897e-01   1.238102e-02   4.394533e-03   10336
  5.746708e-01   4.826302e-01   1.232804e-02   4.320923e-03   11940
  6.167490e-01   5.250391e-01   1.208586e-02   4.535767e-03   13490
  6.588740e-01   5.879513e-01   1.221778e-02   4.675459e-03   15656
  7.016595e-01   6.314278e-01   1.241043e-02   4.553364e-03   18008
  7.443680e-01   6.758853e-01   1.227786e-02   4.894604e-03   19964
  7.867827e-01   7.386526e-01   1.226437e-02   5.039857e-03   22354
  8.291404e-01   7.817324e-01   1.212327e-02   4.984658e-03   24648
  8.716536e-01   8.370705e-01   1.233244e-02   4.936717e-03   27592
  9.142068e-01   9.102571e-01   1.230127e-02   5.212250e-03   30152
  9.566749e-01   9.606900e-01   1.227622e-02   5.315880e-03   33046
  9.991233e-01   1.032961e+00   1.221538e-02   5.426322e-03   35992
  1.041693e+00   1.103141e+00   1.229906e-02   5.489907e-03   39304
  1.084289e+00   1.159330e+00   1.232858e-02   5.652707e-03   42608
  1.126820e+00   1.231177e+00   1.223307e-02   5.790674e-03   45758
  1.169340e+00   1.281107e+00   1.228914e-02   5.754343e-03   49536
  1.211695e+00   1.371213e+00   1.215683e-02   6.000871e-03   52488
  1.254054e+00   1.442503e+00   1.233851e-02   6.033127e-03   57034
  1.296605e+00   1.520625e+00   1.224458e-02   6.133973e-03   60648
  1.339187e+00   1.588992e+00   1.230532e-02   6.171604e-03   65044
  1.381689e+00   1.674727e+00   1.223104e-02   6.360835e-03   68720
  1.424202e+00   1.768870e+00   1.231312e-02   6.528825e-03   73538
  1.466870e+00   1.849831e+00   1.230776e-02   6.614576e-03   78080
  1.509304e+00   1.932816e+00   1.215944e-02   6.784158e-03   81572
  1.551677e+00   2.027772e+00   1.232495e-02   6.902056e-03   87248
  1.594353e+00   2.121374e+00   1.233837e-02   7.006172e-03   92266
  1.636929e+00   2.190246e+00   1.225268e-02   7.037744e-03   96696
  1.679216e+00   2.302865e+00   1.215041e-02   7.219202e-03   100904
  1.721516e+00   2.398679e+00   1.226207e-02   7.394158e-03   107036
  1.764192e+00   2.507558e+00   1.235795e-02   7.446818e-03   113362
  1.806923e+00   2.610152e+00   1.228837e-02   7.590133e-03   118176
  1.849351e+00   2.725457e+00   1.221864e-02   7.763703e-03   122944
  1.891857e+00   2.816737e+00   1.233203e-02   7.811445e-03   129902
  1.934420e+00   2.924030e+00   1.224691e-02   7.985641e-03   134944
  1.976863e+00   3.024978e+00   1.225992e-02   8.073929e-03   140952
  2.019285e+00   3.139986e+00   1.225865e-02   8.213002e-03   147072
  2.061737e+00   3.265960e+00   1.224320e-02   8.345662e-03   153382
  2.104357e+00   3.381583e+00   1.233049e-02   8.372987e-03   160952
  2.147003e+00   3.487734e+00   1.228118e-02   8.479877e-03   166640
  2.189431e+00   3.582953e+00   1.222861e-02   8.645708e-03   172448
  2.231915e+00   3.733592e+00   1.231031e-02   8.766029e-03   180594
  2.274471e+00   3.821368e+00   1.224284e-02   8.859358e-03   186556
  2.316888e+00   3.973617e+00   1.225358e-02   9.076831e-03   193528
  2.359297e+00   4.100531e+00   1.224273e-02   9.233759e-03   200626
  2.401844e+00   4.247678e+00   1.230642e-02   9.319293e-03   209256
  2.444460e+00   4.362529e+00   1.227865e-02   9.382346e-03   216020
  2.487004e+00   4.492423e+00   1.230299e-02   9.481857e-03   223768
  2.529444e+00   4.647194e+00   1.222313e-02   9.703542e-03   230234
  2.571955e+00   4.743316e+00   1.229969e-02   9.648139e-03   239800
  2.614499e+00   4.892779e+00   1.225221e-02   9.839006e-03   246568
  2.656957e+00   5.067969e+00   1.227331e-02   1.001661e-02   254828
  2.699414e+00   5.146262e+00   1.225769e-02   1.005383e-02   263074
  2.741981e+00   5.285976e+00   1.228604e-02   1.013639e-02   272312
  2.784554e+00   5.456461e+00   1.228079e-02   1.028288e-02   280376
  2.827093e+00   5.601773e+00   1.228600e-02   1.043373e-02   288884
  2.869605e+00   5.733030e+00   1.227401e-02   1.047198e-02   297602
  2.912071e+00   5.910570e+00   1.223046e-02   1.062444e-02   305520
  2.954561e+00   6.030661e+00   1.230079e-02   1.072728e-02   315976
  2.996984e+00   6.181027e+00   1.221089e-02   1.087159e-02   322778
  3.039488e+00   6.338764e+00   1.232008e-02   1.094764e-02   335372
  3.082114e+00   6.494811e+00   1.227327e-02   1.108702e-02   343464
  3.124654e+00   6.640294e+00   1.228282e-02   1.117730e-02   352912
  3.167174e+00   6.779882e+00   1.228199e-02   1.124676e-02   362666
  3.209689e+00   6.925712e+00   1.225476e-02   1.134693e-02   371884
  3.252186e+00   7.089861e+00   1.227971e-02   1.146612e-02   382280
  3.294633e+00   7.224523e+00   1.224302e-02   1.155192e-02   390888
  3.337059e+00   7.386870e+00   1.226867e-02   1.162199e-02   402234
  3.379565e+00   7.562219e+00   1.225933e-02   1.175773e-02   412576
