# cross spectrum of phi(z1) and phi(z2)
# redshift z=-0.000147
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   5.351236e-11   4.792454e-03   1.474762e-11   18
  6.745391e-02   2.435757e-11   1.159167e-02   2.438442e-12   152
  1.090113e-01   8.469644e-12   1.224347e-02   4.243760e-13   416
  1.497134e-01   3.858486e-12   1.165022e-02   1.527990e-13   770
  1.923472e-01   2.050589e-12   1.247860e-02   5.952822e-14   1364
  2.350444e-01   1.227889e-12   1.221820e-02   2.901393e-14   1976
  2.775930e-01   7.852801e-13   1.245022e-02   1.660947e-14   2792
  3.193857e-01   5.552556e-13   1.188722e-02   1.005324e-14   3578
  3.615292e-01   3.954288e-13   1.219808e-02   6.653574e-15   4724
  4.045273e-01   2.865827e-13   1.253838e-02   4.211861e-15   6032
  4.469941e-01   2.106024e-13   1.206640e-02   3.045360e-15   7072
  4.890810e-01   1.698857e-13   1.222555e-02   2.306573e-15   8634
  5.318886e-01   1.321002e-13   1.238102e-02   1.672623e-15   10336
  5.746708e-01   1.006200e-13   1.232804e-02   1.278843e-15   11940
  6.167490e-01   8.132093e-14   1.208586e-02   1.012231e-15   13490
  6.588740e-01   6.340602e-14   1.221778e-02   8.157651e-16   15656
  7.016595e-01   5.155587e-14   1.241043e-02   6.685778e-16   18008
  7.443680e-01   4.132440e-14   1.227786e-02   5.403271e-16   19964
  7.867827e-01   3.369578e-14   1.226437e-02   4.412829e-16   22354
  8.291404e-01   2.817034e-14   1.212327e-02   3.838077e-16   24648
  8.716536e-01   2.244840e-14   1.233244e-02   3.175460e-16   27592
  9.142068e-01   1.808101e-14   1.230127e-02   2.755361e-16   30152
  9.566749e-01   1.496527e-14   1.227622e-02   2.344971e-16   33046
  9.991233e-01   1.151683e-14   1.221538e-02   2.044385e-16   35992
  1.041693e+00   9.666289e-15   1.229906e-02   1.828326e-16   39304
  1.084289e+00   7.739333e-15   1.232858e-02   1.557655e-16   42608
  1.126820e+00   6.127210e-15   1.223307e-02   1.436471e-16   45758
  1.169340e+00   5.709760e-15   1.228914e-02   1.268526e-16   49536
  1.211695e+00   3.961283e-15   1.215683e-02   1.139793e-16   52488
  1.254054e+00   3.431059e-15   1.233851e-02   1.007027e-16   57034
  1.296605e+00   2.457485e-15   1.224458e-02   9.022425e-17   60648
  1.339187e+00   2.278757e-15   1.230532e-02   8.240201e-17   65044
  1.381689e+00   1.923694e-15   1.223104e-02   7.465095e-17   68720
  1.424202e+00   1.487856e-15   1.231312e-02   6.687123e-17   73538
  1.466870e+00   1.021138e-15   1.230776e-02   6.170085e-17   78080
  1.509304e+00   9.017536e-16   1.215944e-02   5.612521e-17   81572
  1.551677e+00   6.597451e-16   1.232495e-02   5.103498e-17   87248
  1.594353e+00   5.537619e-16   1.233837e-02   4.693047e-17   92266
  1.636929e+00   4.856792e-16   1.225268e-02   4.335116e-17   96696
  1.679216e+00   4.207877e-16   1.215041e-02   4.022775e-17   100904
  1.721516e+00   2.733828e-16   1.226207e-02   3.659393e-17   107036
  1.764192e+00   1.876596e-16   1.235795e-02   3.363983e-17   113362
  1.806923e+00   2.062273e-16   1.228837e-02   3.126849e-17   118176
  1.849351e+00   1.964038e-16   1.221864e-02   2.870202e-17   122944
  1.891857e+00   1.483926e-16   1.233203e-02   2.666531e-17   129902
  1.934420e+00   1.278927e-16   1.224691e-02   2.492589e-17   134944
  1.976863e+00   1.884050e-16   1.225992e-02   2.318891e-17   140952
  2.019285e+00   1.507690e-16   1.225865e-02   2.153014e-17   147072
  2.061737e+00   1.384097e-16   1.224320e-02   2.005119e-17   153382
  2.104357e+00   1.081139e-16   1.233049e-02   1.866823e-17   160952
  2.147003e+00   9.962918e-17   1.228118e-02   1.733542e-17   166640
  2.189431e+00   1.005733e-16   1.222861e-02   1.627777e-17   172448
  2.231915e+00   7.884221e-17   1.231031e-02   1.521601e-17   180594
  2.274471e+00   3.933762e-17   1.224284e-02   1.434290e-17   186556
  2.316888e+00   4.425867e-17   1.225358e-02   1.332407e-17   193528
  2.359297e+00   7.105056e-17   1.224273e-02   1.267104e-17   200626
  2.401844e+00   1.875625e-17   1.230642e-02   1.180445e-17   209256
  2.444460e+00   3.851388e-17   1.227865e-02   1.110898e-17   216020
  2.487004e+00   1.389194e-17   1.230299e-02   1.039631e-17   223768
  2.529444e+00   5.070849e-17   1.222313e-02   9.870590e-18   230234
  2.571955e+00   1.198036e-17   1.229969e-02   9.230072e-18   239800
  2.614499e+00   1.751788e-17   1.225221e-02   8.743878e-18   246568
  2.656957e+00   2.332640e-17   1.227331e-02   8.217025e-18   254828
  2.699414e+00   1.477366e-17   1.225769e-02   7.764435e-18   263074
  2.741981e+00   1.857932e-17   1.228604e-02   7.376400e-18   272312
  2.784554e+00   1.600850e-17   1.228079e-02   6.932108e-18   280376
  2.827093e+00   1.679331e-17   1.228600e-02   6.617951e-18   288884
  2.869605e+00   3.548397e-17   1.227401e-02   6.232960e-18   297602
  2.912071e+00   2.968522e-19   1.223046e-02   5.912355e-18   305520
  2.954561e+00   1.060308e-17   1.230079e-02   5.563763e-18   315976
  2.996984e+00   1.243857e-17   1.221089e-02   5.307968e-18   322778
  3.039488e+00   -9.277005e-18   1.232008e-02   5.030218e-18   335372
  3.082114e+00   1.083292e-17   1.227327e-02   4.792763e-18   343464
  3.124654e+00   1.909761e-17   1.228282e-02   4.553676e-18   352912
