# cross spectrum of phi(z1) and phi(z2)
# redshift z=-0.000147
# k              Pk             sigma(k)       sigma(Pk)      count
  3.132125e-02   5.672952e-11   4.792454e-03   1.563536e-11   18
  6.745391e-02   2.577452e-11   1.159167e-02   2.602822e-12   152
  1.090113e-01   8.496150e-12   1.224347e-02   4.373956e-13   416
  1.497134e-01   3.348433e-12   1.165022e-02   1.495844e-13   770
  1.923472e-01   1.501642e-12   1.247860e-02   5.496597e-14   1364
  2.350444e-01   6.694940e-13   1.221820e-02   2.315170e-14   1976
  2.775930e-01   3.311615e-13   1.245022e-02   1.224899e-14   2792
  3.193857e-01   1.817022e-13   1.188722e-02   7.160684e-15   3578
  3.615292e-01   7.832422e-14   1.219808e-02   4.533580e-15   4724
  4.045273e-01   4.343646e-14   1.253838e-02   2.990948e-15   6032
  4.469941e-01   1.564300e-14   1.206640e-02   2.103449e-15   7072
  4.890810e-01   1.126873e-14   1.222555e-02   1.514483e-15   8634
  5.318886e-01   4.797840e-15   1.238102e-02   1.118530e-15   10336
  5.746708e-01   3.975807e-16   1.232804e-02   8.353199e-16   11940
  6.167490e-01   -9.603826e-16   1.208586e-02   6.670070e-16   13490
  6.588740e-01   7.096194e-16   1.221778e-02   5.339803e-16   15656
  7.016595e-01   7.218759e-16   1.241043e-02   4.135543e-16   18008
  7.443680e-01   -1.478434e-18   1.227786e-02   3.343444e-16   19964
  7.867827e-01   4.596185e-16   1.226437e-02   2.776725e-16   22354
  8.291404e-01   -1.989712e-16   1.212327e-02   2.316926e-16   24648
  8.716536e-01   8.625377e-17   1.233244e-02   1.906687e-16   27592
  9.142068e-01   -1.079336e-17   1.230127e-02   1.616271e-16   30152
  9.566749e-01   -1.006687e-16   1.227622e-02   1.363295e-16   33046
  9.991233e-01   -3.513248e-17   1.221538e-02   1.154111e-16   35992
  1.041693e+00   -2.912783e-17   1.229906e-02   9.974749e-17   39304
  1.084289e+00   2.320458e-17   1.232858e-02   8.639810e-17   42608
  1.126820e+00   -1.001431e-16   1.223307e-02   7.548834e-17   45758
  1.169340e+00   8.958319e-17   1.228914e-02   6.515890e-17   49536
  1.211695e+00   -6.206764e-18   1.215683e-02   5.712963e-17   52488
  1.254054e+00   -9.457580e-18   1.233851e-02   5.042959e-17   57034
  1.296605e+00   1.138814e-18   1.224458e-02   4.403872e-17   60648
  1.339187e+00   1.180530e-17   1.230532e-02   3.921701e-17   65044
  1.381689e+00   -1.888544e-17   1.223104e-02   3.564551e-17   68720
  1.424202e+00   -4.945525e-17   1.231312e-02   3.126984e-17   73538
  1.466870e+00   -3.374750e-17   1.230776e-02   2.783669e-17   78080
  1.509304e+00   -2.182239e-17   1.215944e-02   2.531496e-17   81572
  1.551677e+00   1.174906e-17   1.232495e-02   2.263498e-17   87248
  1.594353e+00   -3.159824e-17   1.233837e-02   2.023950e-17   92266
  1.636929e+00   -6.710141e-18   1.225268e-02   1.855572e-17   96696
  1.679216e+00   2.381292e-17   1.215041e-02   1.688733e-17   100904
  1.721516e+00   1.645814e-17   1.226207e-02   1.513077e-17   107036
  1.764192e+00   -2.221560e-17   1.235795e-02   1.379629e-17   113362
  1.806923e+00   -1.859340e-17   1.228837e-02   1.254300e-17   118176
  1.849351e+00   4.414798e-18   1.221864e-02   1.153036e-17   122944
  1.891857e+00   -7.881871e-18   1.233203e-02   1.040425e-17   129902
  1.934420e+00   -2.414343e-17   1.224691e-02   9.595756e-18   134944
  1.976863e+00   -1.573276e-18   1.225992e-02   8.848391e-18   140952
  2.019285e+00   -1.229766e-17   1.225865e-02   8.082781e-18   147072
  2.061737e+00   1.903833e-17   1.224320e-02   7.457432e-18   153382
  2.104357e+00   1.292482e-17   1.233049e-02   6.818132e-18   160952
  2.147003e+00   -6.480568e-18   1.228118e-02   6.360194e-18   166640
  2.189431e+00   -1.158847e-18   1.222861e-02   5.827160e-18   172448
  2.231915e+00   4.467146e-18   1.231031e-02   5.436018e-18   180594
  2.274471e+00   6.081906e-19   1.224284e-02   5.037062e-18   186556
  2.316888e+00   2.785610e-18   1.225358e-02   4.661594e-18   193528
  2.359297e+00   -3.370885e-18   1.224273e-02   4.352002e-18   200626
  2.401844e+00   -7.517442e-18   1.230642e-02   4.030615e-18   209256
  2.444460e+00   3.995710e-18   1.227865e-02   3.755090e-18   216020
  2.487004e+00   5.182888e-18   1.230299e-02   3.522324e-18   223768
  2.529444e+00   6.935531e-19   1.222313e-02   3.288298e-18   230234
  2.571955e+00   2.450817e-18   1.229969e-02   3.060270e-18   239800
  2.614499e+00   -2.179725e-18   1.225221e-02   2.868526e-18   246568
  2.656957e+00   -6.348449e-18   1.227331e-02   2.698495e-18   254828
  2.699414e+00   2.314539e-18   1.225769e-02   2.506959e-18   263074
  2.741981e+00   -5.039940e-18   1.228604e-02   2.368813e-18   272312
  2.784554e+00   3.505059e-18   1.228079e-02   2.210613e-18   280376
  2.827093e+00   2.198061e-18   1.228600e-02   2.077888e-18   288884
  2.869605e+00   4.887837e-18   1.227401e-02   1.947980e-18   297602
  2.912071e+00   -1.926353e-18   1.223046e-02   1.841580e-18   305520
  2.954561e+00   7.386228e-19   1.230079e-02   1.722199e-18   315976
  2.996984e+00   1.091439e-18   1.221089e-02   1.633735e-18   322778
  3.039488e+00   -1.271665e-18   1.232008e-02   1.540836e-18   335372
  3.082114e+00   2.178978e-18   1.227327e-02   1.453722e-18   343464
  3.124654e+00   1.190638e-18   1.228282e-02   1.372311e-18   352912
  3.167174e+00   1.353529e-18   1.228199e-02   1.295805e-18   362666
  3.209689e+00   1.869303e-18   1.225476e-02   1.228906e-18   371884
  3.252186e+00   -2.660965e-20   1.227971e-02   1.156222e-18   382280
  3.294633e+00   1.769672e-18   1.224302e-02   1.101385e-18   390888
  3.337059e+00   7.648452e-19   1.226867e-02   1.039523e-18   402234
  3.379565e+00   1.999919e-18   1.225933e-02   9.860069e-19   412576
  3.422105e+00   1.007550e-18   1.228715e-02   9.348929e-19   423732
  3.464636e+00   -2.166132e-19   1.227257e-02   8.862668e-19   433624
  3.507180e+00   -1.350386e-18   1.228881e-02   8.411247e-19   445154
  3.549739e+00   8.432369e-21   1.227656e-02   8.005536e-19   455584
  3.592238e+00   8.202560e-19   1.225887e-02   7.603130e-19   465588
  3.634685e+00   1.942014e-18   1.226065e-02   7.240007e-19   476762
  3.677219e+00   -1.143311e-18   1.229242e-02   6.898056e-19   489552
  3.719789e+00   1.740980e-18   1.227853e-02   6.561303e-19   500328
  3.762251e+00   1.028296e-18   1.223705e-02   6.283622e-19   509852
  3.804741e+00   -7.961567e-20   1.229735e-02   5.956204e-19   524234
  3.847275e+00   4.721124e-19   1.224781e-02   5.712162e-19   534104
  3.889779e+00   5.767274e-19   1.228211e-02   5.429816e-19   547048
  3.932320e+00   1.533493e-18   1.229545e-02   5.186403e-19   559328
  3.974872e+00   9.579357e-19   1.228346e-02   4.955905e-19   571326
  4.017355e+00   -1.065957e-18   1.224147e-02   4.747671e-19   581920
  4.059804e+00   5.222029e-19   1.225835e-02   4.529439e-19   594832
  4.102282e+00   7.693554e-19   1.227222e-02   4.329401e-19   608048
  4.144825e+00   4.264206e-19   1.228101e-02   4.130896e-19   621526
  4.187356e+00   3.537183e-19   1.226445e-02   3.942742e-19   633240
  4.229822e+00   1.885164e-19   1.225981e-02   3.789697e-19   645472
  4.272346e+00   -3.354398e-19   1.230137e-02   3.623500e-19   660906
  4.314903e+00   -2.204939e-20   1.227030e-02   3.474079e-19   672856
