# power spectrum of phi
# redshift z=1.093858
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.491011e-10   1.198114e-03   5.607928e-11   18
  1.686348e-02   2.949073e-10   2.897918e-03   2.816789e-11   152
  2.725284e-02   1.762376e-10   3.060867e-03   8.242349e-12   416
  3.742835e-02   9.650927e-11   2.912555e-03   3.617311e-12   770
  4.808679e-02   6.046147e-11   3.119650e-03   1.774231e-12   1364
  5.876109e-02   3.980134e-11   3.054550e-03   9.057461e-13   1976
  6.939824e-02   3.026234e-11   3.112555e-03   5.754229e-13   2792
  7.984642e-02   2.212408e-11   2.971805e-03   3.749032e-13   3578
  9.038229e-02   1.590684e-11   3.049521e-03   2.343173e-13   4724
  1.011318e-01   1.184159e-11   3.134595e-03   1.559605e-13   6032
  1.117485e-01   9.237832e-12   3.016599e-03   1.134050e-13   7072
  1.222702e-01   7.819707e-12   3.056387e-03   8.586839e-14   8634
  1.329722e-01   6.624897e-12   3.095256e-03   6.651455e-14   10336
  1.436677e-01   5.393309e-12   3.082009e-03   4.875125e-14   11940
  1.541872e-01   4.371481e-12   3.021465e-03   3.855769e-14   13490
  1.647185e-01   3.668585e-12   3.054444e-03   2.904167e-14   15656
  1.754149e-01   3.106622e-12   3.102608e-03   2.314713e-14   18008
  1.860920e-01   2.744084e-12   3.069464e-03   1.942545e-14   19964
  1.966957e-01   2.400494e-12   3.066093e-03   1.615842e-14   22354
  2.072851e-01   2.055790e-12   3.030819e-03   1.308859e-14   24648
  2.179134e-01   1.790587e-12   3.083109e-03   1.068510e-14   27592
  2.285517e-01   1.586201e-12   3.075318e-03   9.167934e-15   30152
  2.391687e-01   1.407397e-12   3.069056e-03   7.825309e-15   33046
  2.497808e-01   1.279698e-12   3.053846e-03   6.763487e-15   35992
  2.604233e-01   1.159457e-12   3.074764e-03   5.895133e-15   39304
  2.710722e-01   1.051710e-12   3.082145e-03   5.084283e-15   42608
  2.817050e-01   9.438676e-13   3.058267e-03   4.422998e-15   45758
  2.923349e-01   8.478808e-13   3.072286e-03   3.853667e-15   49536
  3.029238e-01   7.766826e-13   3.039208e-03   3.384914e-15   52488
  3.135134e-01   7.232294e-13   3.084628e-03   3.031695e-15   57034
  3.241511e-01   6.483918e-13   3.061146e-03   2.627694e-15   60648
  3.347969e-01   6.066481e-13   3.076329e-03   2.382152e-15   65044
  3.454223e-01   5.619339e-13   3.057760e-03   2.129822e-15   68720
  3.560505e-01   5.151006e-13   3.078281e-03   1.896526e-15   73538
  3.667175e-01   4.779373e-13   3.076939e-03   1.712021e-15   78080
  3.773260e-01   4.481206e-13   3.039859e-03   1.572898e-15   81572
  3.879192e-01   4.190586e-13   3.081238e-03   1.424362e-15   87248
  3.985882e-01   3.894030e-13   3.084591e-03   1.279622e-15   92266
  4.092322e-01   3.659416e-13   3.063169e-03   1.185082e-15   96696
  4.198039e-01   3.404061e-13   3.037602e-03   1.080201e-15   100904
  4.303789e-01   3.220483e-13   3.065517e-03   9.861992e-16   107036
  4.410480e-01   3.039205e-13   3.089487e-03   9.040342e-16   113362
  4.517307e-01   2.852961e-13   3.072092e-03   8.241813e-16   118176
  4.623378e-01   2.699599e-13   3.054661e-03   7.760210e-16   122944
  4.729644e-01   2.555355e-13   3.083007e-03   7.149918e-16   129902
  4.836049e-01   2.405275e-13   3.061727e-03   6.539309e-16   134944
  4.942158e-01   2.297812e-13   3.064979e-03   6.140321e-16   140952
  5.048213e-01   2.166888e-13   3.064662e-03   5.673455e-16   147072
  5.154342e-01   2.062238e-13   3.060800e-03   5.260836e-16   153382
  5.260893e-01   1.967872e-13   3.082622e-03   4.874713e-16   160952
  5.367508e-01   1.858156e-13   3.070294e-03   4.565784e-16   166640
  5.473579e-01   1.792119e-13   3.057153e-03   4.321282e-16   172448
  5.579787e-01   1.698433e-13   3.077577e-03   4.019764e-16   180594
  5.686178e-01   1.627491e-13   3.060710e-03   3.761712e-16   186556
  5.792219e-01   1.552751e-13   3.063394e-03   3.514140e-16   193528
  5.898242e-01   1.492491e-13   3.060684e-03   3.326687e-16   200626
  6.004609e-01   1.424352e-13   3.076604e-03   3.123612e-16   209256
  6.111150e-01   1.368648e-13   3.069663e-03   2.950586e-16   216020
  6.217510e-01   1.321178e-13   3.075746e-03   2.791928e-16   223768
  6.323610e-01   1.260473e-13   3.055783e-03   2.638206e-16   230234
  6.429887e-01   1.216772e-13   3.074922e-03   2.479561e-16   239800
  6.536248e-01   1.169365e-13   3.063054e-03   2.358671e-16   246568
  6.642393e-01   1.130737e-13   3.068328e-03   2.240671e-16   254828
  6.748534e-01   1.080066e-13   3.064424e-03   2.100660e-16   263074
  6.854951e-01   1.042892e-13   3.071509e-03   1.998965e-16   272312
  6.961385e-01   1.007284e-13   3.070197e-03   1.896632e-16   280376
  7.067732e-01   9.739820e-14   3.071500e-03   1.815458e-16   288884
  7.174012e-01   9.379714e-14   3.068501e-03   1.717419e-16   297602
  7.280177e-01   9.118785e-14   3.057614e-03   1.648081e-16   305520
  7.386402e-01   8.775110e-14   3.075198e-03   1.556566e-16   315976
  7.492461e-01   8.478928e-14   3.052723e-03   1.487480e-16   322778
  7.598720e-01   8.251117e-14   3.080021e-03   1.422304e-16   335372
  7.705286e-01   7.945708e-14   3.068318e-03   1.357321e-16   343464
  7.811635e-01   7.707675e-14   3.070705e-03   1.301700e-16   352912
  7.917934e-01   7.461813e-14   3.070498e-03   1.235943e-16   362666
  8.024224e-01   7.242283e-14   3.063690e-03   1.192189e-16   371884
  8.130465e-01   7.044309e-14   3.069929e-03   1.134953e-16   382280
  8.236583e-01   6.838554e-14   3.060755e-03   1.094739e-16   390888
  8.342648e-01   6.629981e-14   3.067168e-03   1.047835e-16   402234
  8.448912e-01   6.475722e-14   3.064832e-03   1.007939e-16   412576
  8.555263e-01   6.242082e-14   3.071788e-03   9.588893e-17   423732
  8.661590e-01   6.078556e-14   3.068142e-03   9.224131e-17   433624
  8.767950e-01   5.919540e-14   3.072203e-03   8.868819e-17   445154
  8.874347e-01   5.775742e-14   3.069139e-03   8.580026e-17   455584
  8.980596e-01   5.597266e-14   3.064716e-03   8.195421e-17   465588
  9.086714e-01   5.452427e-14   3.065163e-03   7.909565e-17   476762
  9.193048e-01   5.305612e-14   3.073106e-03   7.589603e-17   489552
  9.299472e-01   5.182730e-14   3.069632e-03   7.341990e-17   500328
  9.405628e-01   5.063066e-14   3.059261e-03   7.093947e-17   509852
  9.511854e-01   4.921039e-14   3.074339e-03   6.798284e-17   524234
  9.618189e-01   4.797467e-14   3.061952e-03   6.557678e-17   534104
  9.724448e-01   4.680394e-14   3.070528e-03   6.345044e-17   547048
  9.830800e-01   4.567643e-14   3.073862e-03   6.102715e-17   559328
  9.937180e-01   4.464190e-14   3.070866e-03   5.900314e-17   571326
  1.004339e+00   4.341864e-14   3.060367e-03   5.699885e-17   581920
  1.014951e+00   4.247933e-14   3.064588e-03   5.508641e-17   594832
  1.025571e+00   4.137236e-14   3.068054e-03   5.300624e-17   608048
  1.036206e+00   4.066782e-14   3.070252e-03   5.168201e-17   621526
  1.046839e+00   3.969226e-14   3.066112e-03   4.996752e-17   633240
  1.057456e+00   3.870728e-14   3.064953e-03   4.811001e-17   645472
  1.068086e+00   3.774680e-14   3.075342e-03   4.646651e-17   660906
  1.078726e+00   3.694206e-14   3.067576e-03   4.501140e-17   672856
  1.089356e+00   3.616081e-14   3.067094e-03   4.358722e-17   685980
  1.099980e+00   3.544938e-14   3.067978e-03   4.235288e-17   699256
  1.110619e+00   3.460247e-14   3.074976e-03   4.094402e-17   714730
  1.121246e+00   3.390954e-14   3.059348e-03   3.999110e-17   725152
  1.131863e+00   3.321819e-14   3.067634e-03   3.860258e-17   740420
  1.142485e+00   3.246911e-14   3.069089e-03   3.750521e-17   754312
  1.153114e+00   3.177583e-14   3.069897e-03   3.629936e-17   769114
  1.163749e+00   3.114958e-14   3.069209e-03   3.522593e-17   783488
  1.174365e+00   3.049872e-14   3.058900e-03   3.423532e-17   794968
  1.184981e+00   2.990307e-14   3.070107e-03   3.319382e-17   812366
  1.195609e+00   2.932705e-14   3.065134e-03   3.227888e-17   825976
  1.206250e+00   2.867952e-14   3.075220e-03   3.120757e-17   843352
  1.216898e+00   2.807488e-14   3.073224e-03   3.031569e-17   857280
  1.227524e+00   2.763846e-14   3.063189e-03   2.962574e-17   869542
  1.238147e+00   2.711306e-14   3.070752e-03   2.881572e-17   887128
  1.248772e+00   2.660796e-14   3.063166e-03   2.810577e-17   900032
  1.259388e+00   2.601456e-14   3.067377e-03   2.716622e-17   916560
  1.270005e+00   2.549918e-14   3.061783e-03   2.643935e-17   930922
  1.280635e+00   2.507512e-14   3.071795e-03   2.576516e-17   949844
  1.291287e+00   2.465175e-14   3.076939e-03   2.499280e-17   966736
  1.301925e+00   2.413990e-14   3.065819e-03   2.439859e-17   978776
  1.312537e+00   2.371792e-14   3.064137e-03   2.380965e-17   994522
  1.323161e+00   2.325720e-14   3.068907e-03   2.307392e-17   1012420
  1.333794e+00   2.284285e-14   3.071598e-03   2.255526e-17   1029408
  1.344410e+00   2.243091e-14   3.058405e-03   2.201694e-17   1041658
  1.355032e+00   2.202636e-14   3.072381e-03   2.131787e-17   1063520
  1.365659e+00   2.167092e-14   3.060689e-03   2.086498e-17   1075808
  1.376294e+00   2.126976e-14   3.080019e-03   2.029220e-17   1098956
  1.386928e+00   2.092172e-14   3.061670e-03   1.990729e-17   1109810
  1.397545e+00   2.056037e-14   3.065288e-03   1.936922e-17   1128608
  1.408178e+00   2.020219e-14   3.073589e-03   1.883070e-17   1148264
  1.418813e+00   1.982402e-14   3.067917e-03   1.841229e-17   1163252
  1.429436e+00   1.949919e-14   3.067070e-03   1.796353e-17   1181042
  1.440060e+00   1.917870e-14   3.064325e-03   1.752351e-17   1197848
  1.450692e+00   1.881186e-14   3.073737e-03   1.704857e-17   1218848
  1.461323e+00   1.853575e-14   3.064859e-03   1.670229e-17   1232916
  1.471945e+00   1.824230e-14   3.068844e-03   1.632367e-17   1253002
  1.482566e+00   1.793413e-14   3.062284e-03   1.594624e-17   1268576
  1.493191e+00   1.761250e-14   3.071552e-03   1.551037e-17   1290128
  1.503822e+00   1.732212e-14   3.068342e-03   1.516669e-17   1307402
  1.514455e+00   1.706639e-14   3.069122e-03   1.483561e-17   1327028
  1.525083e+00   1.674702e-14   3.064970e-03   1.443242e-17   1343648
  1.535711e+00   1.648508e-14   3.070217e-03   1.412157e-17   1364096
  1.546341e+00   1.622486e-14   3.068950e-03   1.383287e-17   1382730
  1.556974e+00   1.595414e-14   3.068757e-03   1.345127e-17   1402164
  1.567604e+00   1.569821e-14   3.068159e-03   1.319025e-17   1420464
  1.578221e+00   1.543866e-14   3.063798e-03   1.291249e-17   1437368
  1.588847e+00   1.520942e-14   3.072142e-03   1.258212e-17   1461530
  1.599480e+00   1.496231e-14   3.065069e-03   1.230413e-17   1478264
  1.610108e+00   1.474478e-14   3.068902e-03   1.204320e-17   1499356
  1.620732e+00   1.451713e-14   3.065238e-03   1.178815e-17   1517016
  1.631360e+00   1.427752e-14   3.070849e-03   1.151732e-17   1540090
  1.641988e+00   1.400319e-14   3.065366e-03   1.122909e-17   1557360
  1.652609e+00   1.389249e-14   3.066926e-03   1.106882e-17   1577780
  1.663242e+00   1.363169e-14   3.075107e-03   1.077016e-17   1602578
  1.673875e+00   1.345369e-14   3.063542e-03   1.058519e-17   1617672
  1.684498e+00   1.326156e-14   3.069033e-03   1.034282e-17   1641016
