# power spectrum of delta
# redshift z=2.885851
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.441976e-05   1.198114e-03   4.758090e-06   18
  1.686348e-02   6.732912e-04   2.897918e-03   7.286739e-05   152
  2.725284e-02   2.463666e-03   3.060867e-03   1.142923e-04   416
  3.742835e-02   4.989490e-03   2.912555e-03   1.924953e-04   770
  4.808679e-02   8.389046e-03   3.119650e-03   2.369852e-04   1364
  5.876109e-02   1.244606e-02   3.054550e-03   2.861286e-04   1976
  6.939824e-02   1.839073e-02   3.112555e-03   3.539210e-04   2792
  7.984642e-02   2.348753e-02   2.971805e-03   4.043945e-04   3578
  9.038229e-02   2.785286e-02   3.049521e-03   4.112299e-04   4724
  1.011318e-01   3.220038e-02   3.134595e-03   4.215422e-04   6032
  1.117485e-01   3.767672e-02   3.016599e-03   4.580359e-04   7072
  1.222702e-01   4.551392e-02   3.056387e-03   5.026149e-04   8634
  1.329722e-01   5.400799e-02   3.095256e-03   5.363949e-04   10336
  1.436677e-01   5.939414e-02   3.082009e-03   5.359927e-04   11940
  1.541872e-01   6.300256e-02   3.021465e-03   5.501521e-04   13490
  1.647185e-01   6.795180e-02   3.054444e-03   5.381660e-04   15656
  1.754149e-01   7.402317e-02   3.102608e-03   5.563686e-04   18008
  1.860920e-01   8.272891e-02   3.069464e-03   5.848732e-04   19964
  1.966957e-01   9.012373e-02   3.066093e-03   6.044708e-04   22354
  2.072851e-01   9.481166e-02   3.030819e-03   6.063898e-04   24648
  2.179134e-01   9.961667e-02   3.083109e-03   5.988980e-04   27592
  2.285517e-01   1.045898e-01   3.075318e-03   5.973194e-04   30152
  2.391687e-01   1.110917e-01   3.069056e-03   6.105786e-04   33046
  2.497808e-01   1.203743e-01   3.053846e-03   6.393953e-04   35992
  2.604233e-01   1.276806e-01   3.074764e-03   6.446361e-04   39304
  2.710722e-01   1.357477e-01   3.082145e-03   6.539069e-04   42608
  2.817050e-01   1.388809e-01   3.058267e-03   6.544267e-04   45758
  2.923349e-01   1.439163e-01   3.072286e-03   6.535392e-04   49536
  3.029238e-01   1.506346e-01   3.039208e-03   6.636909e-04   52488
  3.135134e-01   1.591128e-01   3.084628e-03   6.699545e-04   57034
  3.241511e-01   1.624688e-01   3.061146e-03   6.596322e-04   60648
  3.347969e-01   1.709361e-01   3.076329e-03   6.741987e-04   65044
  3.454223e-01   1.786678e-01   3.057760e-03   6.785099e-04   68720
  3.560505e-01   1.832065e-01   3.078281e-03   6.745523e-04   73538
  3.667175e-01   1.894306e-01   3.076939e-03   6.773500e-04   78080
  3.773260e-01   1.975159e-01   3.039859e-03   6.905706e-04   81572
  3.879192e-01   2.042623e-01   3.081238e-03   6.904702e-04   87248
  3.985882e-01   2.100502e-01   3.084591e-03   6.929504e-04   92266
  4.092322e-01   2.172717e-01   3.063169e-03   7.008241e-04   96696
  4.198039e-01   2.236033e-01   3.037602e-03   7.074393e-04   100904
  4.303789e-01   2.293324e-01   3.065517e-03   7.076747e-04   107036
  4.410480e-01   2.368122e-01   3.089487e-03   7.039943e-04   113362
  4.517307e-01   2.428756e-01   3.072092e-03   7.092636e-04   118176
