# cross spectrum of phi(z1) and phi(z2)
# redshift z=-0.000147
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.079936e-10   1.198114e-03   4.682951e-11   18
  1.686348e-02   2.458479e-10   2.897918e-03   2.347891e-11   152
  2.725284e-02   1.467915e-10   3.060867e-03   6.869520e-12   416
  3.742835e-02   8.016059e-11   2.912555e-03   3.011833e-12   770
  4.808679e-02   4.996931e-11   3.119650e-03   1.471226e-12   1364
  5.876109e-02   3.280640e-11   3.054550e-03   7.502779e-13   1976
  6.939824e-02   2.476283e-11   3.112555e-03   4.739953e-13   2792
  7.984642e-02   1.802426e-11   2.971805e-03   3.074077e-13   3578
  9.038229e-02   1.281599e-11   3.049521e-03   1.914448e-13   4724
  1.011318e-01   9.497682e-12   3.134595e-03   1.274290e-13   6032
  1.117485e-01   7.312598e-12   3.016599e-03   9.261849e-14   7072
  1.222702e-01   6.149383e-12   3.056387e-03   6.976155e-14   8634
  1.329722e-01   5.129281e-12   3.095256e-03   5.378998e-14   10336
  1.436677e-01   4.147525e-12   3.082009e-03   3.933729e-14   11940
  1.541872e-01   3.320340e-12   3.021465e-03   3.095223e-14   13490
  1.647185e-01   2.771199e-12   3.054444e-03   2.343780e-14   15656
  1.754149e-01   2.302695e-12   3.102608e-03   1.846590e-14   18008
  1.860920e-01   1.992518e-12   3.069464e-03   1.542851e-14   19964
  1.966957e-01   1.717768e-12   3.066093e-03   1.280203e-14   22354
  2.072851e-01   1.439530e-12   3.030819e-03   1.029395e-14   24648
  2.179134e-01   1.230125e-12   3.083109e-03   8.314223e-15   27592
  2.285517e-01   1.075947e-12   3.075318e-03   7.246641e-15   30152
  2.391687e-01   9.329904e-13   3.069056e-03   6.115137e-15   33046
  2.497808e-01   8.280027e-13   3.053846e-03   5.223296e-15   35992
  2.604233e-01   7.336349e-13   3.074764e-03   4.535287e-15   39304
  2.710722e-01   6.444800e-13   3.082145e-03   3.860794e-15   42608
  2.817050e-01   5.686064e-13   3.058267e-03   3.353276e-15   45758
  2.923349e-01   4.943196e-13   3.072286e-03   2.894085e-15   49536
  3.029238e-01   4.412745e-13   3.039208e-03   2.545627e-15   52488
  3.135134e-01   3.989678e-13   3.084628e-03   2.255689e-15   57034
  3.241511e-01   3.459285e-13   3.061146e-03   1.943716e-15   60648
  3.347969e-01   3.168489e-13   3.076329e-03   1.766238e-15   65044
  3.454223e-01   2.827988e-13   3.057760e-03   1.566491e-15   68720
  3.560505e-01   2.514859e-13   3.078281e-03   1.399694e-15   73538
  3.667175e-01   2.264784e-13   3.076939e-03   1.258321e-15   78080
  3.773260e-01   2.060123e-13   3.039859e-03   1.149335e-15   81572
  3.879192e-01   1.834272e-13   3.081238e-03   1.032611e-15   87248
  3.985882e-01   1.626702e-13   3.084591e-03   9.242197e-16   92266
  4.092322e-01   1.489809e-13   3.063169e-03   8.491380e-16   96696
  4.198039e-01   1.326555e-13   3.037602e-03   7.728504e-16   100904
  4.303789e-01   1.213474e-13   3.065517e-03   7.003774e-16   107036
  4.410480e-01   1.096730e-13   3.089487e-03   6.371267e-16   113362
  4.517307e-01   9.877705e-14   3.072092e-03   5.875313e-16   118176
  4.623378e-01   8.924769e-14   3.054661e-03   5.457612e-16   122944
  4.729644e-01   8.069858e-14   3.083007e-03   5.019948e-16   129902
  4.836049e-01   7.306151e-14   3.061727e-03   4.610965e-16   134944
  4.942158e-01   6.673236e-14   3.064979e-03   4.296880e-16   140952
  5.048213e-01   5.944173e-14   3.064662e-03   3.981416e-16   147072
  5.154342e-01   5.405555e-14   3.060800e-03   3.708600e-16   153382
  5.260893e-01   4.870651e-14   3.082622e-03   3.447690e-16   160952
  5.367508e-01   4.393825e-14   3.070294e-03   3.214793e-16   166640
  5.473579e-01   4.112621e-14   3.057153e-03   3.012165e-16   172448
  5.579787e-01   3.662218e-14   3.077577e-03   2.814240e-16   180594
  5.686178e-01   3.367562e-14   3.060710e-03   2.632626e-16   186556
  5.792219e-01   3.045780e-14   3.063394e-03   2.471635e-16   193528
  5.898242e-01   2.711878e-14   3.060684e-03   2.326697e-16   200626
  6.004609e-01   2.491054e-14   3.076604e-03   2.166197e-16   209256
  6.111150e-01   2.271168e-14   3.069663e-03   2.054958e-16   216020
  6.217510e-01   2.075057e-14   3.075746e-03   1.947180e-16   223768
  6.323610e-01   1.860518e-14   3.055783e-03   1.834682e-16   230234
  6.429887e-01   1.708289e-14   3.074922e-03   1.724712e-16   239800
  6.536248e-01   1.538157e-14   3.063054e-03   1.636566e-16   246568
  6.642393e-01   1.445938e-14   3.068328e-03   1.565146e-16   254828
  6.748534e-01   1.281948e-14   3.064424e-03   1.473141e-16   263074
  6.854951e-01   1.157070e-14   3.071509e-03   1.397702e-16   272312
  6.961385e-01   1.062635e-14   3.070197e-03   1.331134e-16   280376
  7.067732e-01   9.714152e-15   3.071500e-03   1.267719e-16   288884
  7.174012e-01   8.510572e-15   3.068501e-03   1.198150e-16   297602
  7.280177e-01   8.075269e-15   3.057614e-03   1.152832e-16   305520
  7.386402e-01   7.467948e-15   3.075198e-03   1.092845e-16   315976
  7.492461e-01   6.433145e-15   3.052723e-03   1.052044e-16   322778
  7.598720e-01   5.938480e-15   3.080021e-03   9.975928e-17   335372
  7.705286e-01   5.558809e-15   3.068318e-03   9.468609e-17   343464
  7.811635e-01   5.080117e-15   3.070705e-03   9.075844e-17   352912
  7.917934e-01   4.598701e-15   3.070498e-03   8.699109e-17   362666
  8.024224e-01   4.236045e-15   3.063690e-03   8.339323e-17   371884
  8.130465e-01   3.843356e-15   3.069929e-03   7.966840e-17   382280
  8.236583e-01   3.485514e-15   3.060755e-03   7.642371e-17   390888
  8.342648e-01   3.252776e-15   3.067168e-03   7.346132e-17   402234
  8.448912e-01   2.717309e-15   3.064832e-03   7.047797e-17   412576
  8.555263e-01   2.661297e-15   3.071788e-03   6.746799e-17   423732
  8.661590e-01   2.338553e-15   3.068142e-03   6.494918e-17   433624
