# power spectrum of delta
# redshift z=2.093687
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   3.791642e-05   1.198114e-03   7.389955e-06   18
  1.686348e-02   1.046710e-03   2.897918e-03   1.132129e-04   152
  2.725284e-02   3.834510e-03   3.060867e-03   1.779260e-04   416
  3.742835e-02   7.761479e-03   2.912555e-03   2.993372e-04   770
  4.808679e-02   1.303383e-02   3.119650e-03   3.685416e-04   1364
  5.876109e-02   1.935979e-02   3.054550e-03   4.448835e-04   1976
  6.939824e-02   2.857928e-02   3.112555e-03   5.499782e-04   2792
  7.984642e-02   3.654279e-02   2.971805e-03   6.269499e-04   3578
  9.038229e-02   4.329495e-02   3.049521e-03   6.385740e-04   4724
  1.011318e-01   5.015881e-02   3.134595e-03   6.564100e-04   6032
  1.117485e-01   5.861886e-02   3.016599e-03   7.146637e-04   7072
  1.222702e-01   7.099753e-02   3.056387e-03   7.842998e-04   8634
  1.329722e-01   8.413733e-02   3.095256e-03   8.372831e-04   10336
  1.436677e-01   9.272425e-02   3.082009e-03   8.368965e-04   11940
  1.541872e-01   9.869211e-02   3.021465e-03   8.628900e-04   13490
  1.647185e-01   1.069352e-01   3.054444e-03   8.477452e-04   15656
  1.754149e-01   1.164905e-01   3.102608e-03   8.734353e-04   18008
  1.860920e-01   1.301876e-01   3.069464e-03   9.192510e-04   19964
  1.966957e-01   1.419193e-01   3.066093e-03   9.532892e-04   22354
  2.072851e-01   1.494590e-01   3.030819e-03   9.546798e-04   24648
  2.179134e-01   1.576585e-01   3.083109e-03   9.464112e-04   27592
  2.285517e-01   1.664500e-01   3.075318e-03   9.535493e-04   30152
  2.391687e-01   1.769948e-01   3.069056e-03   9.757934e-04   33046
  2.497808e-01   1.917800e-01   3.053846e-03   1.017089e-03   35992
  2.604233e-01   2.038741e-01   3.074764e-03   1.031089e-03   39304
  2.710722e-01   2.169383e-01   3.082145e-03   1.045620e-03   42608
  2.817050e-01   2.235392e-01   3.058267e-03   1.051141e-03   45758
  2.923349e-01   2.318354e-01   3.072286e-03   1.054234e-03   49536
  3.029238e-01   2.434134e-01   3.039208e-03   1.068264e-03   52488
  3.135134e-01   2.581456e-01   3.084628e-03   1.085764e-03   57034
  3.241511e-01   2.635761e-01   3.061146e-03   1.069725e-03   60648
  3.347969e-01   2.780852e-01   3.076329e-03   1.094477e-03   65044
  3.454223e-01   2.912697e-01   3.057760e-03   1.105035e-03   68720
  3.560505e-01   2.993239e-01   3.078281e-03   1.102319e-03   73538
