# cross spectrum of phi(z1) and phi(z2)
# redshift z=0.897999
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.525679e-10   1.198114e-03   5.686152e-11   18
  1.686348e-02   2.991289e-10   2.897918e-03   2.857480e-11   152
  2.725284e-02   1.787100e-10   3.060867e-03   8.357856e-12   416
  3.742835e-02   9.785674e-11   2.912555e-03   3.666978e-12   770
  4.808679e-02   6.132660e-11   3.119650e-03   1.799923e-12   1364
  5.876109e-02   4.030773e-11   3.054550e-03   9.177148e-13   1976
  6.939824e-02   3.065539e-11   3.112555e-03   5.836132e-13   2792
  7.984642e-02   2.237060e-11   2.971805e-03   3.805339e-13   3578
  9.038229e-02   1.607236e-11   3.049521e-03   2.374876e-13   4724
  1.011318e-01   1.191965e-11   3.134595e-03   1.577874e-13   6032
  1.117485e-01   9.291902e-12   3.016599e-03   1.143700e-13   7072
  1.222702e-01   7.838691e-12   3.056387e-03   8.649470e-14   8634
  1.329722e-01   6.632613e-12   3.095256e-03   6.687762e-14   10336
  1.436677e-01   5.376382e-12   3.082009e-03   4.895108e-14   11940
  1.541872e-01   4.333979e-12   3.021465e-03   3.857467e-14   13490
  1.647185e-01   3.613769e-12   3.054444e-03   2.891144e-14   15656
  1.754149e-01   3.049804e-12   3.102608e-03   2.302673e-14   18008
  1.860920e-01   2.685826e-12   3.069464e-03   1.926661e-14   19964
  1.966957e-01   2.340441e-12   3.066093e-03   1.599085e-14   22354
  2.072851e-01   1.994712e-12   3.030819e-03   1.294560e-14   24648
  2.179134e-01   1.725160e-12   3.083109e-03   1.051565e-14   27592
  2.285517e-01   1.514375e-12   3.075318e-03   8.925226e-15   30152
  2.391687e-01   1.338024e-12   3.069056e-03   7.594895e-15   33046
  2.497808e-01   1.212700e-12   3.053846e-03   6.584662e-15   35992
  2.604233e-01   1.090931e-12   3.074764e-03   5.702108e-15   39304
  2.710722e-01   9.854622e-13   3.082145e-03   4.908123e-15   42608
  2.817050e-01   8.752686e-13   3.058267e-03   4.244868e-15   45758
  2.923349e-01   7.802179e-13   3.072286e-03   3.682705e-15   49536
  3.029238e-01   7.099973e-13   3.039208e-03   3.222395e-15   52488
  3.135134e-01   6.560722e-13   3.084628e-03   2.873910e-15   57034
  3.241511e-01   5.835059e-13   3.061146e-03   2.478019e-15   60648
  3.347969e-01   5.414615e-13   3.076329e-03   2.233589e-15   65044
  3.454223e-01   4.982990e-13   3.057760e-03   1.990266e-15   68720
  3.560505e-01   4.524066e-13   3.078281e-03   1.762708e-15   73538
  3.667175e-01   4.167974e-13   3.076939e-03   1.585785e-15   78080
  3.773260e-01   3.875800e-13   3.039859e-03   1.447401e-15   81572
  3.879192e-01   3.590499e-13   3.081238e-03   1.301327e-15   87248
  3.985882e-01   3.304727e-13   3.084591e-03   1.167802e-15   92266
  4.092322e-01   3.081201e-13   3.063169e-03   1.073974e-15   96696
  4.198039e-01   2.839871e-13   3.037602e-03   9.733066e-16   100904
  4.303789e-01   2.658452e-13   3.065517e-03   8.878396e-16   107036
  4.410480e-01   2.489933e-13   3.089487e-03   8.077589e-16   113362
  4.517307e-01   2.312160e-13   3.072092e-03   7.328801e-16   118176
  4.623378e-01   2.165723e-13   3.054661e-03   6.871411e-16   122944
  4.729644e-01   2.030772e-13   3.083007e-03   6.282103e-16   129902
  4.836049e-01   1.883333e-13   3.061727e-03   5.711928e-16   134944
  4.942158e-01   1.789223e-13   3.064979e-03   5.347284e-16   140952
  5.048213e-01   1.662241e-13   3.064662e-03   4.906831e-16   147072
  5.154342e-01   1.566814e-13   3.060800e-03   4.520508e-16   153382
  5.260893e-01   1.480384e-13   3.082622e-03   4.167568e-16   160952
  5.367508e-01   1.384860e-13   3.070294e-03   3.885403e-16   166640
  5.473579e-01   1.319975e-13   3.057153e-03   3.661276e-16   172448
  5.579787e-01   1.235948e-13   3.077577e-03   3.379990e-16   180594
  5.686178e-01   1.169635e-13   3.060710e-03   3.146811e-16   186556
  5.792219e-01   1.104597e-13   3.063394e-03   2.933907e-16   193528
  5.898242e-01   1.048035e-13   3.060684e-03   2.757298e-16   200626
  6.004609e-01   9.891527e-14   3.076604e-03   2.576568e-16   209256
  6.111150e-01   9.391488e-14   3.069663e-03   2.419201e-16   216020
  6.217510e-01   8.937848e-14   3.075746e-03   2.274192e-16   223768
  6.323610e-01   8.405086e-14   3.055783e-03   2.136714e-16   230234
  6.429887e-01   8.016825e-14   3.074922e-03   2.002436e-16   239800
  6.536248e-01   7.630965e-14   3.063054e-03   1.890154e-16   246568
  6.642393e-01   7.280064e-14   3.068328e-03   1.787196e-16   254828
  6.748534e-01   6.863671e-14   3.064424e-03   1.668386e-16   263074
  6.854951e-01   6.519793e-14   3.071509e-03   1.579466e-16   272312
  6.961385e-01   6.227748e-14   3.070197e-03   1.496079e-16   280376
  7.067732e-01   5.938194e-14   3.071500e-03   1.417556e-16   288884
  7.174012e-01   5.632614e-14   3.068501e-03   1.332712e-16   297602
  7.280177e-01   5.421095e-14   3.057614e-03   1.275244e-16   305520
  7.386402e-01   5.133408e-14   3.075198e-03   1.198005e-16   315976
  7.492461e-01   4.883218e-14   3.052723e-03   1.137449e-16   322778
  7.598720e-01   4.697768e-14   3.080021e-03   1.084671e-16   335372
  7.705286e-01   4.444528e-14   3.068318e-03   1.027293e-16   343464
  7.811635e-01   4.248594e-14   3.070705e-03   9.782916e-17   352912
  7.917934e-01   4.055987e-14   3.070498e-03   9.295359e-17   362666
  8.024224e-01   3.889385e-14   3.063690e-03   8.895655e-17   371884
  8.130465e-01   3.710694e-14   3.069929e-03   8.416910e-17   382280
  8.236583e-01   3.541589e-14   3.060755e-03   8.059550e-17   390888
  8.342648e-01   3.387077e-14   3.067168e-03   7.690839e-17   402234
  8.448912e-01   3.259914e-14   3.064832e-03   7.363936e-17   412576
  8.555263e-01   3.085908e-14   3.071788e-03   6.974521e-17   423732
  8.661590e-01   2.965359e-14   3.068142e-03   6.686432e-17   433624
  8.767950e-01   2.845134e-14   3.072203e-03   6.392376e-17   445154
  8.874347e-01   2.725118e-14   3.069139e-03   6.139976e-17   455584
  8.980596e-01   2.601790e-14   3.064716e-03   5.861348e-17   465588
  9.086714e-01   2.484000e-14   3.065163e-03   5.610621e-17   476762
  9.193048e-01   2.381403e-14   3.073106e-03   5.373906e-17   489552
  9.299472e-01   2.292415e-14   3.069632e-03   5.195514e-17   500328
  9.405628e-01   2.204486e-14   3.059261e-03   4.984550e-17   509852
  9.511854e-01   2.098044e-14   3.074339e-03   4.752076e-17   524234
  9.618189e-01   2.010065e-14   3.061952e-03   4.568215e-17   534104
  9.724448e-01   1.933319e-14   3.070528e-03   4.387239e-17   547048
  9.830800e-01   1.841709e-14   3.073862e-03   4.201385e-17   559328
  9.937180e-01   1.777860e-14   3.070866e-03   4.064035e-17   571326
  1.004339e+00   1.699312e-14   3.060367e-03   3.907436e-17   581920
  1.014951e+00   1.623082e-14   3.064588e-03   3.750289e-17   594832
  1.025571e+00   1.559441e-14   3.068054e-03   3.611145e-17   608048
  1.036206e+00   1.502965e-14   3.070252e-03   3.490840e-17   621526
  1.046839e+00   1.441339e-14   3.066112e-03   3.366057e-17   633240
  1.057456e+00   1.381545e-14   3.064953e-03   3.230602e-17   645472
  1.068086e+00   1.323260e-14   3.075342e-03   3.119834e-17   660906
  1.078726e+00   1.271643e-14   3.067576e-03   3.016554e-17   672856
  1.089356e+00   1.219338e-14   3.067094e-03   2.903865e-17   685980
  1.099980e+00   1.166980e-14   3.067978e-03   2.800868e-17   699256
  1.110619e+00   1.124815e-14   3.074976e-03   2.702560e-17   714730
  1.121246e+00   1.080757e-14   3.059348e-03   2.622564e-17   725152
  1.131863e+00   1.034729e-14   3.067634e-03   2.533186e-17   740420
  1.142485e+00   9.861331e-15   3.069089e-03   2.445438e-17   754312
  1.153114e+00   9.495171e-15   3.069897e-03   2.368214e-17   769114
  1.163749e+00   9.160825e-15   3.069209e-03   2.299484e-17   783488
  1.174365e+00   8.802432e-15   3.058900e-03   2.221454e-17   794968
  1.184981e+00   8.450338e-15   3.070107e-03   2.146539e-17   812366
  1.195609e+00   8.127289e-15   3.065134e-03   2.082027e-17   825976
