# power spectrum of delta
# redshift z=0.199585
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   1.844119e-04   1.198114e-03   3.595159e-05   18
  1.686348e-02   5.080573e-03   2.897918e-03   5.470641e-04   152
  2.725284e-02   1.868783e-02   3.060867e-03   8.682301e-04   416
  3.742835e-02   3.761359e-02   2.912555e-03   1.447548e-03   770
  4.808679e-02   6.267677e-02   3.119650e-03   1.781802e-03   1364
  5.876109e-02   9.380267e-02   3.054550e-03   2.144494e-03   1976
  6.939824e-02   1.374241e-01   3.112555e-03   2.645986e-03   2792
  7.984642e-02   1.769380e-01   2.971805e-03   2.973360e-03   3578
  9.038229e-02   2.087102e-01   3.049521e-03   3.069054e-03   4724
  1.011318e-01   2.465263e-01   3.134595e-03   3.182942e-03   6032
  1.117485e-01   2.855851e-01   3.016599e-03   3.520842e-03   7072
  1.222702e-01   3.507427e-01   3.056387e-03   3.876130e-03   8634
  1.329722e-01   4.129318e-01   3.095256e-03   4.170372e-03   10336
  1.436677e-01   4.643006e-01   3.082009e-03   4.192310e-03   11940
  1.541872e-01   5.050731e-01   3.021465e-03   4.417704e-03   13490
  1.647185e-01   5.662764e-01   3.054444e-03   4.475325e-03   15656
  1.754149e-01   6.187606e-01   3.102608e-03   4.568759e-03   18008
  1.860920e-01   6.899116e-01   3.069464e-03   4.899237e-03   19964
  1.966957e-01   7.605867e-01   3.066093e-03   5.109306e-03   22354
  2.072851e-01   8.093260e-01   3.030819e-03   5.115616e-03   24648
  2.179134e-01   8.739751e-01   3.083109e-03   5.177264e-03   27592
  2.285517e-01   9.611360e-01   3.075318e-03   5.585223e-03   30152
  2.391687e-01   1.026366e+00   3.069056e-03   5.736586e-03   33046
  2.497808e-01   1.109357e+00   3.053846e-03   5.856089e-03   35992
  2.604233e-01   1.202113e+00   3.074764e-03   6.069157e-03   39304
  2.710722e-01   1.272797e+00   3.082145e-03   6.155211e-03   42608
  2.817050e-01   1.365466e+00   3.058267e-03   6.371317e-03   45758
  2.923349e-01   1.440618e+00   3.072286e-03   6.462730e-03   49536
  3.029238e-01   1.527888e+00   3.039208e-03   6.702592e-03   52488
  3.135134e-01   1.645087e+00   3.084628e-03   6.855087e-03   57034
  3.241511e-01   1.707540e+00   3.061146e-03   6.875303e-03   60648
  3.347969e-01   1.841566e+00   3.076329e-03   7.236203e-03   65044
  3.454223e-01   1.946217e+00   3.057760e-03   7.388508e-03   68720
  3.560505e-01   2.046501e+00   3.078281e-03   7.515862e-03   73538
  3.667175e-01   2.156046e+00   3.076939e-03   7.696155e-03   78080
  3.773260e-01   2.283682e+00   3.039859e-03   7.989334e-03   81572
  3.879192e-01   2.391190e+00   3.081238e-03   8.185717e-03   87248
  3.985882e-01   2.500448e+00   3.084591e-03   8.249041e-03   92266
  4.092322e-01   2.633583e+00   3.063169e-03   8.458647e-03   96696
  4.198039e-01   2.754554e+00   3.037602e-03   8.729609e-03   100904
  4.303789e-01   2.889285e+00   3.065517e-03   8.820210e-03   107036
  4.410480e-01   3.004161e+00   3.089487e-03   8.914989e-03   113362
  4.517307e-01   3.173464e+00   3.072092e-03   9.240887e-03   118176
  4.623378e-01   3.299695e+00   3.054661e-03   9.421234e-03   122944
  4.729644e-01   3.435285e+00   3.083007e-03   9.568009e-03   129902
  4.836049e-01   3.602509e+00   3.061727e-03   9.753541e-03   134944
  4.942158e-01   3.725449e+00   3.064979e-03   9.925927e-03   140952
  5.048213e-01   3.907777e+00   3.064662e-03   1.016077e-02   147072
  5.154342e-01   4.055874e+00   3.060800e-03   1.038435e-02   153382
  5.260893e-01   4.226700e+00   3.082622e-03   1.050257e-02   160952
  5.367508e-01   4.374716e+00   3.070294e-03   1.077286e-02   166640
  5.473579e-01   4.523893e+00   3.057153e-03   1.091176e-02   172448
  5.579787e-01   4.692972e+00   3.077577e-03   1.110463e-02   180594
  5.686178e-01   4.895435e+00   3.060710e-03   1.134829e-02   186556
  5.792219e-01   5.050657e+00   3.063394e-03   1.147992e-02   193528
  5.898242e-01   5.255419e+00   3.060684e-03   1.175712e-02   200626
  6.004609e-01   5.399228e+00   3.076604e-03   1.183840e-02   209256
  6.111150e-01   5.592695e+00   3.069663e-03   1.208489e-02   216020
  6.217510e-01   5.802048e+00   3.075746e-03   1.228157e-02   223768
  6.323610e-01   6.006998e+00   3.055783e-03   1.249740e-02   230234
  6.429887e-01   6.204933e+00   3.074922e-03   1.267271e-02   239800
  6.536248e-01   6.384296e+00   3.063054e-03   1.281497e-02   246568
  6.642393e-01   6.631140e+00   3.068328e-03   1.312858e-02   254828
  6.748534e-01   6.786802e+00   3.064424e-03   1.322564e-02   263074
  6.854951e-01   7.007254e+00   3.071509e-03   1.340341e-02   272312
  6.961385e-01   7.256809e+00   3.070197e-03   1.371895e-02   280376
  7.067732e-01   7.444303e+00   3.071500e-03   1.383222e-02   288884
  7.174012e-01   7.674847e+00   3.068501e-03   1.401204e-02   297602
  7.280177e-01   7.880546e+00   3.057614e-03   1.431586e-02   305520
  7.386402e-01   8.120803e+00   3.075198e-03   1.445698e-02   315976
  7.492461e-01   8.345576e+00   3.052723e-03   1.471248e-02   322778
  7.598720e-01   8.613014e+00   3.080021e-03   1.484643e-02   335372
  7.705286e-01   8.774440e+00   3.068318e-03   1.498484e-02   343464
  7.811635e-01   9.037285e+00   3.070705e-03   1.518554e-02   352912
  7.917934e-01   9.304601e+00   3.070498e-03   1.543703e-02   362666
  8.024224e-01   9.527950e+00   3.063690e-03   1.567996e-02   371884
  8.130465e-01   9.780811e+00   3.069929e-03   1.583770e-02   382280
  8.236583e-01   1.004795e+01   3.060755e-03   1.614760e-02   390888
  8.342648e-01   1.030414e+01   3.067168e-03   1.632852e-02   402234
  8.448912e-01   1.054445e+01   3.064832e-03   1.637154e-02   412576
  8.555263e-01   1.080735e+01   3.071788e-03   1.653488e-02   423732
  8.661590e-01   1.108455e+01   3.068142e-03   1.679769e-02   433624
  8.767950e-01   1.137480e+01   3.072203e-03   1.705018e-02   445154
  8.874347e-01   1.157916e+01   3.069139e-03   1.715206e-02   455584
  8.980596e-01   1.186816e+01   3.064716e-03   1.737131e-02   465588
  9.086714e-01   1.211959e+01   3.065163e-03   1.754474e-02   476762
  9.193048e-01   1.241690e+01   3.073106e-03   1.778036e-02   489552
  9.299472e-01   1.265546e+01   3.069632e-03   1.793728e-02   500328
  9.405628e-01   1.294710e+01   3.059261e-03   1.812025e-02   509852
  9.511854e-01   1.320325e+01   3.074339e-03   1.823624e-02   524234
  9.618189e-01   1.353904e+01   3.061952e-03   1.848269e-02   534104
  9.724448e-01   1.378962e+01   3.070528e-03   1.857387e-02   547048
  9.830800e-01   1.407118e+01   3.073862e-03   1.881637e-02   559328
  9.937180e-01   1.433492e+01   3.070866e-03   1.891475e-02   571326
  1.004339e+00   1.460993e+01   3.060367e-03   1.916568e-02   581920
  1.014951e+00   1.494044e+01   3.064588e-03   1.940421e-02   594832
  1.025571e+00   1.520077e+01   3.068054e-03   1.953222e-02   608048
  1.036206e+00   1.554842e+01   3.070252e-03   1.968148e-02   621526
  1.046839e+00   1.580263e+01   3.066112e-03   1.986651e-02   633240
  1.057456e+00   1.606485e+01   3.064953e-03   2.005750e-02   645472
  1.068086e+00   1.643665e+01   3.075342e-03   2.025168e-02   660906
  1.078726e+00   1.671077e+01   3.067576e-03   2.034682e-02   672856
  1.089356e+00   1.694744e+01   3.067094e-03   2.048533e-02   685980
  1.099980e+00   1.730748e+01   3.067978e-03   2.067827e-02   699256
  1.110619e+00   1.753998e+01   3.074976e-03   2.072305e-02   714730
  1.121246e+00   1.791738e+01   3.059348e-03   2.104086e-02   725152
  1.131863e+00   1.821097e+01   3.067634e-03   2.116998e-02   740420
  1.142485e+00   1.846711e+01   3.069089e-03   2.121286e-02   754312
  1.153114e+00   1.880398e+01   3.069897e-03   2.144551e-02   769114
  1.163749e+00   1.906755e+01   3.069209e-03   2.159156e-02   783488
  1.174365e+00   1.938514e+01   3.058900e-03   2.176687e-02   794968
  1.184981e+00   1.971556e+01   3.070107e-03   2.190840e-02   812366
  1.195609e+00   2.001862e+01   3.065134e-03   2.200006e-02   825976
  1.206250e+00   2.037874e+01   3.075220e-03   2.224453e-02   843352
  1.216898e+00   2.064371e+01   3.073224e-03   2.231048e-02   857280
  1.227524e+00   2.092531e+01   3.063189e-03   2.247059e-02   869542
  1.238147e+00   2.122608e+01   3.070752e-03   2.253805e-02   887128
  1.248772e+00   2.156723e+01   3.063166e-03   2.267640e-02   900032
  1.259388e+00   2.192062e+01   3.067377e-03   2.283139e-02   916560
  1.270005e+00   2.217719e+01   3.061783e-03   2.293832e-02   930922
  1.280635e+00   2.242902e+01   3.071795e-03   2.301272e-02   949844
  1.291287e+00   2.281723e+01   3.076939e-03   2.322438e-02   966736
  1.301925e+00   2.312354e+01   3.065819e-03   2.337914e-02   978776
  1.312537e+00   2.341184e+01   3.064137e-03   2.344089e-02   994522
  1.323161e+00   2.374577e+01   3.068907e-03   2.361336e-02   1012420
  1.333794e+00   2.405547e+01   3.071598e-03   2.373591e-02   1029408
  1.344410e+00   2.434717e+01   3.058405e-03   2.383334e-02   1041658
  1.355032e+00   2.467550e+01   3.072381e-03   2.393486e-02   1063520
  1.365659e+00   2.490089e+01   3.060689e-03   2.397188e-02   1075808
  1.376294e+00   2.529307e+01   3.080019e-03   2.411447e-02   1098956
  1.386928e+00   2.561315e+01   3.061670e-03   2.432912e-02   1109810
  1.397545e+00   2.583312e+01   3.065288e-03   2.431577e-02   1128608
  1.408178e+00   2.626513e+01   3.073589e-03   2.453987e-02   1148264
  1.418813e+00   2.652977e+01   3.067917e-03   2.461481e-02   1163252
  1.429436e+00   2.679024e+01   3.067070e-03   2.462496e-02   1181042
  1.440060e+00   2.711134e+01   3.064325e-03   2.476250e-02   1197848
  1.450692e+00   2.743604e+01   3.073737e-03   2.487088e-02   1218848
  1.461323e+00   2.772195e+01   3.064859e-03   2.495548e-02   1232916
  1.471945e+00   2.799470e+01   3.068844e-03   2.506228e-02   1253002
  1.482566e+00   2.827495e+01   3.062284e-03   2.516375e-02   1268576
  1.493191e+00   2.865132e+01   3.071552e-03   2.523508e-02   1290128
  1.503822e+00   2.895877e+01   3.068342e-03   2.530294e-02   1307402
  1.514455e+00   2.919811e+01   3.069122e-03   2.539082e-02   1327028
  1.525083e+00   2.962215e+01   3.064970e-03   2.554783e-02   1343648
  1.535711e+00   2.988578e+01   3.070217e-03   2.554863e-02   1364096
  1.546341e+00   3.017013e+01   3.068950e-03   2.568145e-02   1382730
  1.556974e+00   3.045450e+01   3.068757e-03   2.576540e-02   1402164
  1.567604e+00   3.076753e+01   3.068159e-03   2.584537e-02   1420464
  1.578221e+00   3.104383e+01   3.063798e-03   2.587003e-02   1437368
  1.588847e+00   3.133102e+01   3.072142e-03   2.590820e-02   1461530
  1.599480e+00   3.153213e+01   3.065069e-03   2.586310e-02   1478264
  1.610108e+00   3.189797e+01   3.068902e-03   2.604960e-02   1499356
  1.620732e+00   3.211054e+01   3.065238e-03   2.605754e-02   1517016
