# cross spectrum of phi(z1) and phi(z2)
# redshift z=-0.000147
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.089613e-10   1.198114e-03   4.704803e-11   18
  1.686348e-02   2.470228e-10   2.897918e-03   2.359243e-11   152
  2.725284e-02   1.474697e-10   3.060867e-03   6.901470e-12   416
  3.742835e-02   8.051553e-11   2.912555e-03   3.025301e-12   770
  4.808679e-02   5.018246e-11   3.119650e-03   1.478042e-12   1364
  5.876109e-02   3.291190e-11   3.054550e-03   7.532196e-13   1976
  6.939824e-02   2.483408e-11   3.112555e-03   4.758711e-13   2792
  7.984642e-02   1.805275e-11   2.971805e-03   3.086649e-13   3578
  9.038229e-02   1.282021e-11   3.049521e-03   1.920041e-13   4724
  1.011318e-01   9.476940e-12   3.134595e-03   1.277208e-13   6032
  1.117485e-01   7.286939e-12   3.016599e-03   9.266272e-14   7072
  1.222702e-01   6.114071e-12   3.056387e-03   6.971843e-14   8634
  1.329722e-01   5.090293e-12   3.095256e-03   5.369200e-14   10336
  1.436677e-01   4.103838e-12   3.082009e-03   3.923243e-14   11940
  1.541872e-01   3.272901e-12   3.021465e-03   3.081476e-14   13490
  1.647185e-01   2.720646e-12   3.054444e-03   2.328220e-14   15656
  1.754149e-01   2.253072e-12   3.102608e-03   1.831739e-14   18008
  1.860920e-01   1.943820e-12   3.069464e-03   1.527738e-14   19964
  1.966957e-01   1.670230e-12   3.066093e-03   1.267358e-14   22354
  2.072851e-01   1.393703e-12   3.030819e-03   1.018099e-14   24648
  2.179134e-01   1.184732e-12   3.083109e-03   8.202347e-15   27592
  2.285517e-01   1.030215e-12   3.075318e-03   7.125279e-15   30152
  2.391687e-01   8.899854e-13   3.069056e-03   6.002358e-15   33046
  2.497808e-01   7.870819e-13   3.053846e-03   5.131394e-15   35992
  2.604233e-01   6.936192e-13   3.074764e-03   4.447815e-15   39304
  2.710722e-01   6.068053e-13   3.082145e-03   3.781069e-15   42608
  2.817050e-01   5.318512e-13   3.058267e-03   3.277221e-15   45758
  2.923349e-01   4.590096e-13   3.072286e-03   2.826308e-15   49536
  3.029238e-01   4.079911e-13   3.039208e-03   2.481283e-15   52488
  3.135134e-01   3.666016e-13   3.084628e-03   2.197870e-15   57034
  3.241511e-01   3.156520e-13   3.061146e-03   1.893167e-15   60648
  3.347969e-01   2.875212e-13   3.076329e-03   1.716574e-15   65044
  3.454223e-01   2.550760e-13   3.057760e-03   1.523162e-15   68720
