# power spectrum of phi
# redshift z=1.494108
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.572550e-10   1.198114e-03   5.791684e-11   18
  1.686348e-02   3.047724e-10   2.897918e-03   2.911498e-11   152
  2.725284e-02   1.820952e-10   3.060867e-03   8.515316e-12   416
  3.742835e-02   9.975525e-11   2.912555e-03   3.736509e-12   770
  4.808679e-02   6.257234e-11   3.119650e-03   1.835422e-12   1364
  5.876109e-02   4.113999e-11   3.054550e-03   9.358418e-13   1976
  6.939824e-02   3.132810e-11   3.112555e-03   5.958535e-13   2792
  7.984642e-02   2.287512e-11   2.971805e-03   3.888635e-13   3578
  9.038229e-02   1.646609e-11   3.049521e-03   2.428333e-13   4724
  1.011318e-01   1.221894e-11   3.134595e-03   1.612736e-13   6032
  1.117485e-01   9.546155e-12   3.016599e-03   1.168930e-13   7072
  1.222702e-01   8.059599e-12   3.056387e-03   8.848145e-14   8634
  1.329722e-01   6.837606e-12   3.095256e-03   6.847261e-14   10336
  1.436677e-01   5.548248e-12   3.082009e-03   5.013767e-14   11940
  1.541872e-01   4.479827e-12   3.021465e-03   3.952243e-14   13490
  1.647185e-01   3.737653e-12   3.054444e-03   2.958922e-14   15656
  1.754149e-01   3.164278e-12   3.102608e-03   2.363118e-14   18008
  1.860920e-01   2.795707e-12   3.069464e-03   1.978737e-14   19964
  1.966957e-01   2.442296e-12   3.066093e-03   1.642315e-14   22354
  2.072851e-01   2.088736e-12   3.030819e-03   1.332635e-14   24648
  2.179134e-01   1.811545e-12   3.083109e-03   1.084264e-14   27592
  2.285517e-01   1.592695e-12   3.075318e-03   9.169110e-15   30152
  2.391687e-01   1.412440e-12   3.069056e-03   7.819072e-15   33046
  2.497808e-01   1.285402e-12   3.053846e-03   6.805234e-15   35992
  2.604233e-01   1.160437e-12   3.074764e-03   5.891063e-15   39304
  2.710722e-01   1.053048e-12   3.082145e-03   5.088531e-15   42608
  2.817050e-01   9.377984e-13   3.058267e-03   4.403397e-15   45758
  2.923349e-01   8.403540e-13   3.072286e-03   3.825749e-15   49536
  3.029238e-01   7.675128e-13   3.039208e-03   3.353374e-15   52488
  3.135134e-01   7.125989e-13   3.084628e-03   2.993912e-15   57034
  3.241511e-01   6.374038e-13   3.061146e-03   2.586013e-15   60648
  3.347969e-01   5.936070e-13   3.076329e-03   2.333255e-15   65044
  3.454223e-01   5.493424e-13   3.057760e-03   2.083010e-15   68720
  3.560505e-01   5.017084e-13   3.078281e-03   1.847915e-15   73538
  3.667175e-01   4.644403e-13   3.076939e-03   1.664924e-15   78080
  3.773260e-01   4.340427e-13   3.039859e-03   1.522459e-15   81572
  3.879192e-01   4.050374e-13   3.081238e-03   1.371379e-15   87248
  3.985882e-01   3.753506e-13   3.084591e-03   1.235774e-15   92266
  4.092322e-01   3.517232e-13   3.063169e-03   1.138643e-15   96696
  4.198039e-01   3.268895e-13   3.037602e-03   1.034564e-15   100904
  4.303789e-01   3.075336e-13   3.065517e-03   9.460991e-16   107036
  4.410480e-01   2.899222e-13   3.089487e-03   8.636331e-16   113362
  4.517307e-01   2.711596e-13   3.072092e-03   7.852352e-16   118176
  4.623378e-01   2.562044e-13   3.054661e-03   7.374043e-16   122944
  4.729644e-01   2.418153e-13   3.083007e-03   6.748424e-16   129902
  4.836049e-01   2.261777e-13   3.061727e-03   6.157659e-16   134944
  4.942158e-01   2.162346e-13   3.064979e-03   5.780058e-16   140952
  5.048213e-01   2.028069e-13   3.064662e-03   5.316450e-16   147072
  5.154342e-01   1.927550e-13   3.060800e-03   4.912342e-16   153382
  5.260893e-01   1.838597e-13   3.082622e-03   4.544817e-16   160952
  5.367508e-01   1.734155e-13   3.070294e-03   4.253753e-16   166640
  5.473579e-01   1.662178e-13   3.057153e-03   4.014987e-16   172448
  5.579787e-01   1.574400e-13   3.077577e-03   3.712675e-16   180594
  5.686178e-01   1.502269e-13   3.060710e-03   3.463963e-16   186556
  5.792219e-01   1.432782e-13   3.063394e-03   3.258032e-16   193528
  5.898242e-01   1.374590e-13   3.060684e-03   3.064540e-16   200626
  6.004609e-01   1.308942e-13   3.076604e-03   2.873473e-16   209256
  6.111150e-01   1.256504e-13   3.069663e-03   2.706594e-16   216020
  6.217510e-01   1.206607e-13   3.075746e-03   2.549967e-16   223768
  6.323610e-01   1.147877e-13   3.055783e-03   2.402536e-16   230234
  6.429887e-01   1.105270e-13   3.074922e-03   2.258573e-16   239800
  6.536248e-01   1.062588e-13   3.063054e-03   2.139002e-16   246568
  6.642393e-01   1.023706e-13   3.068328e-03   2.025945e-16   254828
  6.748534e-01   9.772908e-14   3.064424e-03   1.899962e-16   263074
  6.854951e-01   9.395030e-14   3.071509e-03   1.800756e-16   272312
  6.961385e-01   9.059046e-14   3.070197e-03   1.714503e-16   280376
  7.067732e-01   8.748699e-14   3.071500e-03   1.630862e-16   288884
  7.174012e-01   8.402911e-14   3.068501e-03   1.538260e-16   297602
  7.280177e-01   8.167619e-14   3.057614e-03   1.477483e-16   305520
  7.386402e-01   7.832689e-14   3.075198e-03   1.390074e-16   315976
  7.492461e-01   7.564208e-14   3.052723e-03   1.323696e-16   322778
  7.598720e-01   7.351876e-14   3.080021e-03   1.268929e-16   335372
  7.705286e-01   7.061771e-14   3.068318e-03   1.205551e-16   343464
  7.811635e-01   6.822318e-14   3.070705e-03   1.149959e-16   352912
  7.917934e-01   6.602440e-14   3.070498e-03   1.093841e-16   362666
  8.024224e-01   6.425679e-14   3.063690e-03   1.056299e-16   371884
  8.130465e-01   6.206001e-14   3.069929e-03   1.001878e-16   382280
  8.236583e-01   6.013514e-14   3.060755e-03   9.585459e-17   390888
  8.342648e-01   5.822159e-14   3.067168e-03   9.184613e-17   402234
