# power spectrum of delta_N
# redshift z=1.692244
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   4.997700e-05   1.198114e-03   9.724269e-06   18
  1.686348e-02   1.366115e-03   2.897918e-03   1.476315e-04   152
  2.725284e-02   5.000238e-03   3.060867e-03   2.320319e-04   416
  3.742835e-02   1.011078e-02   2.912555e-03   3.898306e-04   770
  4.808679e-02   1.696035e-02   3.119650e-03   4.798877e-04   1364
  5.876109e-02   2.520998e-02   3.054550e-03   5.791035e-04   1976
  6.939824e-02   3.718500e-02   3.112555e-03   7.155899e-04   2792
  7.984642e-02   4.758393e-02   2.971805e-03   8.143127e-04   3578
  9.038229e-02   5.633970e-02   3.049521e-03   8.304521e-04   4724
  1.011318e-01   6.538193e-02   3.134595e-03   8.550922e-04   6032
  1.117485e-01   7.633905e-02   3.016599e-03   9.324735e-04   7072
  1.222702e-01   9.262775e-02   3.056387e-03   1.023384e-03   8634
  1.329722e-01   1.096647e-01   3.095256e-03   1.093089e-03   10336
  1.436677e-01   1.210700e-01   3.082009e-03   1.092806e-03   11940
  1.541872e-01   1.291914e-01   3.021465e-03   1.130444e-03   13490
  1.647185e-01   1.404799e-01   3.054444e-03   1.114120e-03   15656
  1.754149e-01   1.530296e-01   3.102608e-03   1.145249e-03   18008
  1.860920e-01   1.710293e-01   3.069464e-03   1.206987e-03   19964
  1.966957e-01   1.865542e-01   3.066093e-03   1.254382e-03   22354
  2.072851e-01   1.966259e-01   3.030819e-03   1.254578e-03   24648
  2.179134e-01   2.080214e-01   3.083109e-03   1.246979e-03   27592
  2.285517e-01   2.206093e-01   3.075318e-03   1.267082e-03   30152
  2.391687e-01   2.347151e-01   3.069056e-03   1.297871e-03   33046
  2.497808e-01   2.542413e-01   3.053846e-03   1.346880e-03   35992
  2.604233e-01   2.708176e-01   3.074764e-03   1.371737e-03   39304
  2.710722e-01   2.882724e-01   3.082145e-03   1.390121e-03   42608
  2.817050e-01   2.985970e-01   3.058267e-03   1.401997e-03   45758
  2.923349e-01   3.099663e-01   3.072286e-03   1.409825e-03   49536
  3.029238e-01   3.262193e-01   3.039208e-03   1.427658e-03   52488
  3.135134e-01   3.468314e-01   3.084628e-03   1.457202e-03   57034
  3.241511e-01   3.543051e-01   3.061146e-03   1.437227e-03   60648
  3.347969e-01   3.747613e-01   3.076329e-03   1.472727e-03   65044
  3.454223e-01   3.929435e-01   3.057760e-03   1.489809e-03   68720
  3.560505e-01   4.045963e-01   3.078281e-03   1.489908e-03   73538
  3.667175e-01   4.209765e-01   3.076939e-03   1.508484e-03   78080
  3.773260e-01   4.404596e-01   3.039859e-03   1.543266e-03   81572
  3.879192e-01   4.586342e-01   3.081238e-03   1.551098e-03   87248
  3.985882e-01   4.732616e-01   3.084591e-03   1.559165e-03   92266
  4.092322e-01   4.920102e-01   3.063169e-03   1.591123e-03   96696
  4.198039e-01   5.065050e-01   3.037602e-03   1.602051e-03   100904
  4.303789e-01   5.250336e-01   3.065517e-03   1.616867e-03   107036
  4.410480e-01   5.452885e-01   3.089487e-03   1.624273e-03   113362
  4.517307e-01   5.606669e-01   3.072092e-03   1.626362e-03   118176
  4.623378e-01   5.808297e-01   3.054661e-03   1.670701e-03   122944
