# power spectrum of phi
# redshift z=2.494865
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.656256e-10   1.198114e-03   5.980575e-11   18
  1.686348e-02   3.149889e-10   2.897918e-03   3.009937e-11   152
  2.725284e-02   1.880977e-10   3.060867e-03   8.794546e-12   416
  3.742835e-02   1.030851e-10   2.912555e-03   3.857244e-12   770
  4.808679e-02   6.478655e-11   3.119650e-03   1.898883e-12   1364
  5.876109e-02   4.251225e-11   3.054550e-03   9.661459e-13   1976
  6.939824e-02   3.244491e-11   3.112555e-03   6.175384e-13   2792
  7.984642e-02   2.364285e-11   2.971805e-03   4.039696e-13   3578
  9.038229e-02   1.705450e-11   3.049521e-03   2.520785e-13   4724
  1.011318e-01   1.259903e-11   3.134595e-03   1.666211e-13   6032
  1.117485e-01   9.864926e-12   3.016599e-03   1.202391e-13   7072
  1.222702e-01   8.292957e-12   3.056387e-03   9.099251e-14   8634
  1.329722e-01   7.051068e-12   3.095256e-03   7.035299e-14   10336
  1.436677e-01   5.696494e-12   3.082009e-03   5.144158e-14   11940
  1.541872e-01   4.572046e-12   3.021465e-03   4.030541e-14   13490
  1.647185e-01   3.782693e-12   3.054444e-03   2.991323e-14   15656
  1.754149e-01   3.201874e-12   3.102608e-03   2.400722e-14   18008
  1.860920e-01   2.829614e-12   3.069464e-03   2.005484e-14   19964
  1.966957e-01   2.468104e-12   3.066093e-03   1.655350e-14   22354
  2.072851e-01   2.106842e-12   3.030819e-03   1.347658e-14   24648
  2.179134e-01   1.814954e-12   3.083109e-03   1.090590e-14   27592
  2.285517e-01   1.578668e-12   3.075318e-03   9.032862e-15   30152
  2.391687e-01   1.398134e-12   3.069056e-03   7.692124e-15   33046
  2.497808e-01   1.273256e-12   3.053846e-03   6.761608e-15   35992
  2.604233e-01   1.144042e-12   3.074764e-03   5.789054e-15   39304
  2.710722e-01   1.037317e-12   3.082145e-03   5.006667e-15   42608
  2.817050e-01   9.124156e-13   3.058267e-03   4.300928e-15   45758
  2.923349e-01   8.157110e-13   3.072286e-03   3.711933e-15   49536
  3.029238e-01   7.409637e-13   3.039208e-03   3.259894e-15   52488
  3.135134e-01   6.837958e-13   3.084628e-03   2.880703e-15   57034
  3.241511e-01   6.109531e-13   3.061146e-03   2.481583e-15   60648
  3.347969e-01   5.656374e-13   3.076329e-03   2.231426e-15   65044
  3.454223e-01   5.220938e-13   3.057760e-03   1.982292e-15   68720
  3.560505e-01   4.745837e-13   3.078281e-03   1.748053e-15   73538
  3.667175e-01   4.369252e-13   3.076939e-03   1.564328e-15   78080
  3.773260e-01   4.067223e-13   3.039859e-03   1.423172e-15   81572
  3.879192e-01   3.772765e-13   3.081238e-03   1.274973e-15   87248
  3.985882e-01   3.483267e-13   3.084591e-03   1.149492e-15   92266
  4.092322e-01   3.247614e-13   3.063169e-03   1.048560e-15   96696
  4.198039e-01   3.018400e-13   3.037602e-03   9.546146e-16   100904
  4.303789e-01   2.809215e-13   3.065517e-03   8.668422e-16   107036
  4.410480e-01   2.635312e-13   3.089487e-03   7.840346e-16   113362
  4.517307e-01   2.457198e-13   3.072092e-03   7.169529e-16   118176
  4.623378e-01   2.315657e-13   3.054661e-03   6.650524e-16   122944
  4.729644e-01   2.173537e-13   3.083007e-03   6.031612e-16   129902
  4.836049e-01   2.021722e-13   3.061727e-03   5.497782e-16   134944
  4.942158e-01   1.921853e-13   3.064979e-03   5.134506e-16   140952
  5.048213e-01   1.795133e-13   3.064662e-03   4.720840e-16   147072
  5.154342e-01   1.698319e-13   3.060800e-03   4.330577e-16   153382
  5.260893e-01   1.612702e-13   3.082622e-03   3.997135e-16   160952
  5.367508e-01   1.520797e-13   3.070294e-03   3.718392e-16   166640
  5.473579e-01   1.440947e-13   3.057153e-03   3.495598e-16   172448
  5.579787e-01   1.367279e-13   3.077577e-03   3.210959e-16   180594
