# power spectrum of delta_N
# redshift z=2.885851
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.488187e-05   1.198114e-03   4.835800e-06   18
  1.686348e-02   6.759527e-04   2.897918e-03   7.311172e-05   152
  2.725284e-02   2.467762e-03   3.060867e-03   1.144680e-04   416
  3.742835e-02   4.993918e-03   2.912555e-03   1.926552e-04   770
  4.808679e-02   8.393791e-03   3.119650e-03   2.371183e-04   1364
  5.876109e-02   1.245085e-02   3.054550e-03   2.862395e-04   1976
  6.939824e-02   1.839598e-02   3.112555e-03   3.540204e-04   2792
  7.984642e-02   2.349283e-02   2.971805e-03   4.044813e-04   3578
  9.038229e-02   2.785789e-02   3.049521e-03   4.113045e-04   4724
  1.011318e-01   3.220523e-02   3.134595e-03   4.216059e-04   6032
  1.117485e-01   3.768174e-02   3.016599e-03   4.580996e-04   7072
  1.222702e-01   4.551931e-02   3.056387e-03   5.026754e-04   8634
  1.329722e-01   5.401366e-02   3.095256e-03   5.364529e-04   10336
  1.436677e-01   5.939986e-02   3.082009e-03   5.360455e-04   11940
  1.541872e-01   6.300827e-02   3.021465e-03   5.502019e-04   13490
  1.647185e-01   6.795743e-02   3.054444e-03   5.382114e-04   15656
  1.754149e-01   7.402897e-02   3.102608e-03   5.564114e-04   18008
  1.860920e-01   8.273482e-02   3.069464e-03   5.849151e-04   19964
  1.966957e-01   9.013000e-02   3.066093e-03   6.045134e-04   22354
  2.072851e-01   9.481817e-02   3.030819e-03   6.064314e-04   24648
  2.179134e-01   9.962309e-02   3.083109e-03   5.989364e-04   27592
  2.285517e-01   1.045965e-01   3.075318e-03   5.973586e-04   30152
  2.391687e-01   1.110987e-01   3.069056e-03   6.106160e-04   33046
  2.497808e-01   1.203814e-01   3.053846e-03   6.394327e-04   35992
  2.604233e-01   1.276880e-01   3.074764e-03   6.446730e-04   39304
  2.710722e-01   1.357554e-01   3.082145e-03   6.539436e-04   42608
  2.817050e-01   1.388887e-01   3.058267e-03   6.544627e-04   45758
  2.923349e-01   1.439241e-01   3.072286e-03   6.535748e-04   49536
  3.029238e-01   1.506429e-01   3.039208e-03   6.637255e-04   52488
  3.135134e-01   1.591213e-01   3.084628e-03   6.699904e-04   57034
  3.241511e-01   1.624772e-01   3.061146e-03   6.596671e-04   60648
  3.347969e-01   1.709452e-01   3.076329e-03   6.742342e-04   65044
  3.454223e-01   1.786769e-01   3.057760e-03   6.785444e-04   68720
  3.560505e-01   1.832158e-01   3.078281e-03   6.745864e-04   73538
  3.667175e-01   1.894404e-01   3.076939e-03   6.773858e-04   78080
  3.773260e-01   1.975260e-01   3.039859e-03   6.906055e-04   81572
  3.879192e-01   2.042728e-01   3.081238e-03   6.905053e-04   87248
  3.985882e-01   2.100609e-01   3.084591e-03   6.929847e-04   92266
  4.092322e-01   2.172826e-01   3.063169e-03   7.008595e-04   96696
  4.198039e-01   2.236144e-01   3.037602e-03   7.074748e-04   100904
  4.303789e-01   2.293439e-01   3.065517e-03   7.077101e-04   107036
  4.410480e-01   2.368239e-01   3.089487e-03   7.040299e-04   113362
  4.517307e-01   2.428874e-01   3.072092e-03   7.092986e-04   118176
  4.623378e-01   2.510187e-01   3.054661e-03   7.203897e-04   122944
  4.729644e-01   2.576506e-01   3.083007e-03   7.138854e-04   129902
  4.836049e-01   2.617278e-01   3.061727e-03   7.115693e-04   134944
  4.942158e-01   2.707360e-01   3.064979e-03   7.231471e-04   140952
  5.048213e-01   2.752127e-01   3.064662e-03   7.241177e-04   147072
  5.154342e-01   2.825337e-01   3.060800e-03   7.203566e-04   153382
  5.260893e-01   2.904378e-01   3.082622e-03   7.210747e-04   160952
  5.367508e-01   2.967484e-01   3.070294e-03   7.246629e-04   166640
  5.473579e-01   3.034422e-01   3.057153e-03   7.363967e-04   172448
  5.579787e-01   3.109631e-01   3.077577e-03   7.297618e-04   180594
  5.686178e-01   3.174030e-01   3.060710e-03   7.318083e-04   186556
  5.792219e-01   3.242563e-01   3.063394e-03   7.404749e-04   193528
  5.898242e-01   3.331019e-01   3.060684e-03   7.454981e-04   200626
  6.004609e-01   3.384114e-01   3.076604e-03   7.430266e-04   209256
  6.111150e-01   3.474186e-01   3.069663e-03   7.472436e-04   216020
  6.217510e-01   3.545931e-01   3.075746e-03   7.491585e-04   223768
  6.323610e-01   3.591808e-01   3.055783e-03   7.487390e-04   230234
  6.429887e-01   3.674792e-01   3.074922e-03   7.528566e-04   239800
  6.536248e-01   3.734462e-01   3.063054e-03   7.520296e-04   246568
  6.642393e-01   3.827801e-01   3.068328e-03   7.570411e-04   254828
  6.748534e-01   3.893573e-01   3.064424e-03   7.566356e-04   263074
  6.854951e-01   3.958841e-01   3.071509e-03   7.594641e-04   272312
  6.961385e-01   4.029174e-01   3.070197e-03   7.614404e-04   280376
  7.067732e-01   4.111362e-01   3.071500e-03   7.687354e-04   288884
  7.174012e-01   4.164593e-01   3.068501e-03   7.638231e-04   297602
  7.280177e-01   4.265448e-01   3.057614e-03   7.724835e-04   305520
  7.386402e-01   4.332934e-01   3.075198e-03   7.711293e-04   315976
  7.492461e-01   4.385067e-01   3.052723e-03   7.733749e-04   322778
  7.598720e-01   4.506119e-01   3.080021e-03   7.794497e-04   335372
  7.705286e-01   4.537434e-01   3.068318e-03   7.763013e-04   343464
  7.811635e-01   4.616069e-01   3.070705e-03   7.736562e-04   352912
  7.917934e-01   4.704961e-01   3.070498e-03   7.815839e-04   362666
  8.024224e-01   4.795385e-01   3.063690e-03   7.859816e-04   371884
  8.130465e-01   4.857845e-01   3.069929e-03   7.864942e-04   382280
  8.236583e-01   4.945540e-01   3.060755e-03   7.881314e-04   390888
  8.342648e-01   5.007209e-01   3.067168e-03   7.907000e-04   402234
  8.448912e-01   5.098951e-01   3.064832e-03   7.938373e-04   412576
  8.555263e-01   5.151543e-01   3.071788e-03   7.905705e-04   423732
  8.661590e-01   5.246341e-01   3.068142e-03   7.993323e-04   433624
  8.767950e-01   5.321799e-01   3.072203e-03   7.981653e-04   445154
  8.874347e-01   5.380616e-01   3.069139e-03   7.988850e-04   455584
  8.980596e-01   5.455472e-01   3.064716e-03   7.985204e-04   465588
  9.086714e-01   5.528141e-01   3.065163e-03   7.979390e-04   476762
  9.193048e-01   5.617568e-01   3.073106e-03   8.024651e-04   489552
  9.299472e-01   5.709084e-01   3.069632e-03   8.088961e-04   500328
  9.405628e-01   5.782041e-01   3.059261e-03   8.097025e-04   509852
  9.511854e-01   5.859005e-01   3.074339e-03   8.099224e-04   524234
  9.618189e-01   5.954103e-01   3.061952e-03   8.156062e-04   534104
  9.724448e-01   6.000395e-01   3.070528e-03   8.120849e-04   547048
  9.830800e-01   6.112349e-01   3.073862e-03   8.190508e-04   559328
  9.937180e-01   6.185854e-01   3.070866e-03   8.172364e-04   571326
  1.004339e+00   6.270847e-01   3.060367e-03   8.206563e-04   581920
  1.014951e+00   6.340962e-01   3.064588e-03   8.233553e-04   594832
  1.025571e+00   6.429524e-01   3.068054e-03   8.234165e-04   608048
  1.036206e+00   6.503182e-01   3.070252e-03   8.234046e-04   621526
  1.046839e+00   6.574662e-01   3.066112e-03   8.235172e-04   633240
  1.057456e+00   6.658076e-01   3.064953e-03   8.287041e-04   645472
  1.068086e+00   6.772828e-01   3.075342e-03   8.328541e-04   660906
  1.078726e+00   6.844091e-01   3.067576e-03   8.358334e-04   672856
  1.089356e+00   6.912084e-01   3.067094e-03   8.361221e-04   685980
  1.099980e+00   7.008176e-01   3.067978e-03   8.397731e-04   699256
  1.110619e+00   7.057935e-01   3.074976e-03   8.353017e-04   714730
  1.121246e+00   7.156955e-01   3.059348e-03   8.400391e-04   725152
  1.131863e+00   7.253085e-01   3.067634e-03   8.444960e-04   740420
  1.142485e+00   7.320446e-01   3.069089e-03   8.459207e-04   754312
  1.153114e+00   7.414103e-01   3.069897e-03   8.480178e-04   769114
  1.163749e+00   7.508111e-01   3.069209e-03   8.464267e-04   783488
  1.174365e+00   7.575418e-01   3.058900e-03   8.475241e-04   794968
  1.184981e+00   7.691867e-01   3.070107e-03   8.548536e-04   812366
  1.195609e+00   7.766657e-01   3.065134e-03   8.561032e-04   825976
  1.206250e+00   7.847878e-01   3.075220e-03   8.537608e-04   843352
  1.216898e+00   7.946747e-01   3.073224e-03   8.593237e-04   857280
  1.227524e+00   8.019935e-01   3.063189e-03   8.612161e-04   869542
  1.238147e+00   8.125634e-01   3.070752e-03   8.632457e-04   887128
  1.248772e+00   8.182240e-01   3.063166e-03   8.640076e-04   900032
  1.259388e+00   8.263857e-01   3.067377e-03   8.628815e-04   916560
  1.270005e+00   8.348293e-01   3.061783e-03   8.658160e-04   930922
  1.280635e+00   8.439489e-01   3.071795e-03   8.664189e-04   949844
  1.291287e+00   8.537286e-01   3.076939e-03   8.683652e-04   966736
  1.301925e+00   8.636277e-01   3.065819e-03   8.716659e-04   978776
  1.312537e+00   8.720804e-01   3.064137e-03   8.757963e-04   994522
  1.323161e+00   8.794859e-01   3.068907e-03   8.762845e-04   1012420
  1.333794e+00   8.888384e-01   3.071598e-03   8.779029e-04   1029408
  1.344410e+00   8.975131e-01   3.058405e-03   8.790983e-04   1041658
  1.355032e+00   9.065832e-01   3.072381e-03   8.805138e-04   1063520
  1.365659e+00   9.147979e-01   3.060689e-03   8.815432e-04   1075808
  1.376294e+00   9.258564e-01   3.080019e-03   8.825559e-04   1098956
  1.386928e+00   9.323204e-01   3.061670e-03   8.849563e-04   1109810
  1.397545e+00   9.443914e-01   3.065288e-03   8.893222e-04   1128608
  1.408178e+00   9.541062e-01   3.073589e-03   8.909963e-04   1148264
  1.418813e+00   9.623279e-01   3.067917e-03   8.946435e-04   1163252
  1.429436e+00   9.697834e-01   3.067070e-03   8.929183e-04   1181042
  1.440060e+00   9.791463e-01   3.064325e-03   8.961602e-04   1197848
  1.450692e+00   9.871703e-01   3.073737e-03   8.938209e-04   1218848
  1.461323e+00   9.959425e-01   3.064859e-03   8.972519e-04   1232916
  1.471945e+00   1.005057e+00   3.068844e-03   8.986985e-04   1253002
  1.482566e+00   1.013004e+00   3.062284e-03   8.982946e-04   1268576
  1.493191e+00   1.022695e+00   3.071552e-03   9.028764e-04   1290128
