# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
    660   7.324008e+00   5.346991e-01   8.835013e-01   1.149176e-07   3.120420e-01
    661   7.333773e+00   5.362770e-01   8.831863e-01   1.151860e-07   3.120420e-01
    662   7.343539e+00   5.378589e-01   8.828780e-01   1.154542e-07   3.120420e-01
    663   7.353305e+00   5.394449e-01   8.825765e-01   1.157222e-07   3.120420e-01
    664   7.363070e+00   5.410351e-01   8.822817e-01   1.159899e-07   3.120420e-01
    665   7.372836e+00   5.426294e-01   8.819938e-01   1.162574e-07   3.120420e-01
    666   7.382601e+00   5.442279e-01   8.817126e-01   1.165246e-07   3.120420e-01
    667   7.392367e+00   5.458307e-01   8.814383e-01   1.167915e-07   3.120420e-01
    668   7.402133e+00   5.474376e-01   8.811708e-01   1.170582e-07   3.120419e-01
    669   7.411898e+00   5.490488e-01   8.809102e-01   1.173245e-07   3.120419e-01
    670   7.421664e+00   5.506643e-01   8.806564e-01   1.175906e-07   3.120419e-01
    671   7.431430e+00   5.522840e-01   8.804095e-01   1.178564e-07   3.120419e-01
    672   7.441195e+00   5.539081e-01   8.801694e-01   1.181219e-07   3.120419e-01
    673   7.450961e+00   5.555365e-01   8.799363e-01   1.183870e-07   3.120419e-01
    674   7.460726e+00   5.571693e-01   8.797100e-01   1.186518e-07   3.120419e-01
    675   7.470492e+00   5.588064e-01   8.794907e-01   1.189163e-07   3.120419e-01
    676   7.480258e+00   5.604480e-01   8.792784e-01   1.191805e-07   3.120419e-01
    677   7.490023e+00   5.620940e-01   8.790730e-01   1.194443e-07   3.120419e-01
    678   7.499789e+00   5.637444e-01   8.788745e-01   1.197078e-07   3.120418e-01
    679   7.509555e+00   5.653993e-01   8.786831e-01   1.199709e-07   3.120418e-01
    680   7.519320e+00   5.670588e-01   8.784986e-01   1.202337e-07   3.120418e-01
    681   7.529086e+00   5.687227e-01   8.783212e-01   1.204961e-07   3.120418e-01
    682   7.538851e+00   5.703912e-01   8.781508e-01   1.207581e-07   3.120418e-01
    683   7.548617e+00   5.720643e-01   8.779875e-01   1.210197e-07   3.120418e-01
    684   7.558383e+00   5.737420e-01   8.778312e-01   1.212809e-07   3.120418e-01
    685   7.568148e+00   5.754243e-01   8.776820e-01   1.215417e-07   3.120418e-01
    686   7.577914e+00   5.771112e-01   8.775399e-01   1.218021e-07   3.120418e-01
    687   7.587680e+00   5.788029e-01   8.774050e-01   1.220621e-07   3.120417e-01
    688   7.597445e+00   5.804992e-01   8.772772e-01   1.223217e-07   3.120417e-01
    689   7.607211e+00   5.822003e-01   8.771565e-01   1.225808e-07   3.120417e-01
    690   7.616976e+00   5.839061e-01   8.770430e-01   1.228395e-07   3.120417e-01
    691   7.626742e+00   5.856167e-01   8.769367e-01   1.230978e-07   3.120417e-01
    692   7.636508e+00   5.873322e-01   8.768376e-01   1.233556e-07   3.120417e-01
    693   7.646273e+00   5.890524e-01   8.767457e-01   1.236129e-07   3.120417e-01
    694   7.656039e+00   5.907776e-01   8.766610e-01   1.238697e-07   3.120417e-01
    695   7.665805e+00   5.925076e-01   8.765837e-01   1.241261e-07   3.120417e-01
    696   7.675570e+00   5.942425e-01   8.765136e-01   1.243820e-07   3.120417e-01
    697   7.685336e+00   5.959824e-01   8.764508e-01   1.246374e-07   3.120416e-01
    698   7.695101e+00   5.977273e-01   8.763954e-01   1.248923e-07   3.120416e-01
    699   7.704867e+00   5.994771e-01   8.763472e-01   1.251467e-07   3.120416e-01
    700   7.714633e+00   6.012320e-01   8.763065e-01   1.254005e-07   3.120416e-01
    701   7.724398e+00   6.029920e-01   8.762731e-01   1.256539e-07   3.120416e-01
    702   7.734164e+00   6.047570e-01   8.762472e-01   1.259067e-07   3.120416e-01
    703   7.743930e+00   6.065272e-01   8.762286e-01   1.261589e-07   3.120416e-01
    704   7.753695e+00   6.083026e-01   8.762175e-01   1.264107e-07   3.120416e-01
    705   7.763461e+00   6.100831e-01   8.762139e-01   1.266618e-07   3.120416e-01
    706   7.773226e+00   6.118688e-01   8.762178e-01   1.269124e-07   3.120415e-01
    707   7.782992e+00   6.136598e-01   8.762292e-01   1.271624e-07   3.120415e-01
    708   7.792758e+00   6.154560e-01   8.762481e-01   1.274118e-07   3.120415e-01
    709   7.802523e+00   6.172575e-01   8.762746e-01   1.276607e-07   3.120415e-01
    710   7.812289e+00   6.190644e-01   8.763086e-01   1.279089e-07   3.120415e-01
    711   7.822055e+00   6.208767e-01   8.763503e-01   1.281566e-07   3.120415e-01
    712   7.831820e+00   6.226943e-01   8.763996e-01   1.284036e-07   3.120415e-01
    713   7.841586e+00   6.245174e-01   8.764565e-01   1.286500e-07   3.120415e-01
    714   7.851351e+00   6.263459e-01   8.765211e-01   1.288958e-07   3.120415e-01
    715   7.861117e+00   6.281800e-01   8.765934e-01   1.291409e-07   3.120415e-01
    716   7.870883e+00   6.300195e-01   8.766734e-01   1.293854e-07   3.120414e-01
    717   7.880648e+00   6.318647e-01   8.767612e-01   1.296292e-07   3.120414e-01
    718   7.890414e+00   6.337154e-01   8.768567e-01   1.298723e-07   3.120414e-01
    719   7.900180e+00   6.355718e-01   8.769601e-01   1.301148e-07   3.120414e-01
    720   7.909945e+00   6.374338e-01   8.770712e-01   1.303566e-07   3.120414e-01
    721   7.919711e+00   6.393015e-01   8.771902e-01   1.305978e-07   3.120414e-01
    722   7.929476e+00   6.411750e-01   8.773171e-01   1.308382e-07   3.120414e-01
    723   7.939242e+00   6.430542e-01   8.774519e-01   1.310779e-07   3.120414e-01
    724   7.949008e+00   6.449393e-01   8.775946e-01   1.313169e-07   3.120414e-01
    725   7.958773e+00   6.468301e-01   8.777453e-01   1.315551e-07   3.120413e-01
    726   7.968539e+00   6.487269e-01   8.779039e-01   1.317927e-07   3.120413e-01
    727   7.978305e+00   6.506296e-01   8.780706e-01   1.320295e-07   3.120413e-01
    728   7.988070e+00   6.525382e-01   8.782453e-01   1.322655e-07   3.120413e-01
    729   7.997836e+00   6.544528e-01   8.784280e-01   1.325008e-07   3.120413e-01
    730   8.007601e+00   6.563735e-01   8.786189e-01   1.327353e-07   3.120413e-01
    731   8.017367e+00   6.583002e-01   8.788179e-01   1.329690e-07   3.120413e-01
    732   8.027133e+00   6.602330e-01   8.790250e-01   1.332019e-07   3.120413e-01
    733   8.036898e+00   6.621719e-01   8.792403e-01   1.334340e-07   3.120413e-01
    734   8.046664e+00   6.641171e-01   8.794638e-01   1.336653e-07   3.120413e-01
    735   8.056430e+00   6.660684e-01   8.796956e-01   1.338958e-07   3.120412e-01
    736   8.066195e+00   6.680261e-01   8.799356e-01   1.341255e-07   3.120412e-01
    737   8.075961e+00   6.699900e-01   8.801839e-01   1.343543e-07   3.120412e-01
    738   8.085726e+00   6.719602e-01   8.804406e-01   1.345823e-07   3.120412e-01
    739   8.095492e+00   6.739368e-01   8.807056e-01   1.348094e-07   3.120412e-01
    740   8.105258e+00   6.759199e-01   8.809790e-01   1.350356e-07   3.120412e-01
    741   8.115023e+00   6.779094e-01   8.812609e-01   1.352610e-07   3.120412e-01
    742   8.124789e+00   6.799054e-01   8.815512e-01   1.354855e-07   3.120412e-01
    743   8.134555e+00   6.819080e-01   8.818500e-01   1.357090e-07   3.120412e-01
    744   8.144320e+00   6.839172e-01   8.821573e-01   1.359317e-07   3.120412e-01
    745   8.154086e+00   6.859330e-01   8.824732e-01   1.361534e-07   3.120411e-01
    746   8.163851e+00   6.879554e-01   8.827977e-01   1.363742e-07   3.120411e-01
    747   8.173617e+00   6.899846e-01   8.831308e-01   1.365941e-07   3.120411e-01
    748   8.183383e+00   6.920206e-01   8.834725e-01   1.368130e-07   3.120411e-01
    749   8.193148e+00   6.940633e-01   8.838230e-01   1.370310e-07   3.120411e-01
    750   8.202914e+00   6.961129e-01   8.841822e-01   1.372479e-07   3.120411e-01
    751   8.212680e+00   6.981694e-01   8.845501e-01   1.374639e-07   3.120411e-01
    752   8.222445e+00   7.002329e-01   8.849269e-01   1.376790e-07   3.120411e-01
    753   8.232211e+00   7.023034e-01   8.853125e-01   1.378930e-07   3.120411e-01
    754   8.241976e+00   7.043808e-01   8.857070e-01   1.381060e-07   3.120411e-01
    755   8.251742e+00   7.064654e-01   8.861104e-01   1.383180e-07   3.120410e-01
    756   8.261508e+00   7.085571e-01   8.865227e-01   1.385289e-07   3.120410e-01
    757   8.271273e+00   7.106560e-01   8.869441e-01   1.387388e-07   3.120410e-01
    758   8.281039e+00   7.127621e-01   8.873744e-01   1.389477e-07   3.120410e-01
    759   8.290805e+00   7.148755e-01   8.878138e-01   1.391555e-07   3.120410e-01
    760   8.300570e+00   7.169963e-01   8.882624e-01   1.393622e-07   3.120410e-01
    761   8.310336e+00   7.191244e-01   8.887200e-01   1.395678e-07   3.120410e-01
    762   8.320101e+00   7.212599e-01   8.891869e-01   1.397724e-07   3.120410e-01
    763   8.329867e+00   7.234029e-01   8.896630e-01   1.399758e-07   3.120410e-01
    764   8.339633e+00   7.255534e-01   8.901483e-01   1.401781e-07   3.120410e-01
    765   8.349398e+00   7.277116e-01   8.906430e-01   1.403793e-07   3.120409e-01
    766   8.359164e+00   7.298773e-01   8.911470e-01   1.405793e-07   3.120409e-01
    767   8.368930e+00   7.320508e-01   8.916604e-01   1.407782e-07   3.120409e-01
    768   8.378695e+00   7.342320e-01   8.921832e-01   1.409760e-07   3.120409e-01
    769   8.388461e+00   7.364209e-01   8.927155e-01   1.411725e-07   3.120409e-01
    770   8.398226e+00   7.386178e-01   8.932573e-01   1.413679e-07   3.120409e-01
    771   8.407992e+00   7.408225e-01   8.938087e-01   1.415621e-07   3.120409e-01
    772   8.417758e+00   7.430352e-01   8.943696e-01   1.417551e-07   3.120409e-01
    773   8.427523e+00   7.452559e-01   8.949403e-01   1.419468e-07   3.120409e-01
    774   8.437289e+00   7.474847e-01   8.955206e-01   1.421374e-07   3.120409e-01
    775   8.447055e+00   7.497216e-01   8.961107e-01   1.423267e-07   3.120409e-01
    776   8.456820e+00   7.519667e-01   8.967105e-01   1.425147e-07   3.120408e-01
    777   8.466586e+00   7.542201e-01   8.973202e-01   1.427015e-07   3.120408e-01
    778   8.476351e+00   7.564817e-01   8.979398e-01   1.428871e-07   3.120408e-01
    779   8.486117e+00   7.587517e-01   8.985693e-01   1.430714e-07   3.120408e-01
    780   8.495883e+00   7.610301e-01   8.992088e-01   1.432543e-07   3.120408e-01
    781   8.505648e+00   7.633171e-01   8.998583e-01   1.434360e-07   3.120408e-01
    782   8.515414e+00   7.656125e-01   9.005179e-01   1.436164e-07   3.120408e-01
    783   8.525180e+00   7.679166e-01   9.011876e-01   1.437954e-07   3.120408e-01
    784   8.534945e+00   7.702293e-01   9.018675e-01   1.439732e-07   3.120408e-01
    785   8.544711e+00   7.725508e-01   9.025576e-01   1.441495e-07   3.120408e-01
    786   8.554476e+00   7.748810e-01   9.032580e-01   1.443246e-07   3.120408e-01
    787   8.564242e+00   7.772201e-01   9.039687e-01   1.444982e-07   3.120407e-01
    788   8.574008e+00   7.795682e-01   9.046898e-01   1.446705e-07   3.120407e-01
    789   8.583773e+00   7.819252e-01   9.054213e-01   1.448414e-07   3.120407e-01
    790   8.593539e+00   7.842913e-01   9.061634e-01   1.450109e-07   3.120407e-01
    791   8.603305e+00   7.866665e-01   9.069159e-01   1.451790e-07   3.120407e-01
    792   8.613070e+00   7.890509e-01   9.076791e-01   1.453457e-07   3.120407e-01
    793   8.622836e+00   7.914445e-01   9.084529e-01   1.455109e-07   3.120407e-01
    794   8.632601e+00   7.938475e-01   9.092374e-01   1.456747e-07   3.120407e-01
    795   8.642367e+00   7.962598e-01   9.100327e-01   1.458371e-07   3.120407e-01
    796   8.652133e+00   7.986816e-01   9.108388e-01   1.459980e-07   3.120407e-01
    797   8.661898e+00   8.011130e-01   9.116557e-01   1.461574e-07   3.120407e-01
    798   8.671664e+00   8.035540e-01   9.124836e-01   1.463153e-07   3.120406e-01
    799   8.681430e+00   8.060046e-01   9.133225e-01   1.464717e-07   3.120406e-01
    800   8.691195e+00   8.084650e-01   9.141725e-01   1.466266e-07   3.120406e-01
    801   8.700961e+00   8.109352e-01   9.150335e-01   1.467800e-07   3.120406e-01
    802   8.710726e+00   8.134153e-01   9.159058e-01   1.469319e-07   3.120406e-01
    803   8.720492e+00   8.159054e-01   9.167892e-01   1.470822e-07   3.120406e-01
    804   8.730258e+00   8.184056e-01   9.176840e-01   1.472310e-07   3.120406e-01
    805   8.740023e+00   8.209158e-01   9.185901e-01   1.473782e-07   3.120406e-01
    806   8.749789e+00   8.234363e-01   9.195077e-01   1.475238e-07   3.120406e-01
    807   8.759555e+00   8.259671e-01   9.204367e-01   1.476678e-07   3.120406e-01
    808   8.769320e+00   8.285082e-01   9.213773e-01   1.478103e-07   3.120406e-01
    809   8.779086e+00   8.310597e-01   9.223294e-01   1.479511e-07   3.120406e-01
    810   8.788851e+00   8.336218e-01   9.232933e-01   1.480903e-07   3.120405e-01
    811   8.798617e+00   8.361945e-01   9.242689e-01   1.482279e-07   3.120405e-01
    812   8.808383e+00   8.387779e-01   9.252564e-01   1.483638e-07   3.120405e-01
    813   8.818148e+00   8.413720e-01   9.262557e-01   1.484980e-07   3.120405e-01
    814   8.827914e+00   8.439770e-01   9.272669e-01   1.486306e-07   3.120405e-01
    815   8.837680e+00   8.465929e-01   9.282902e-01   1.487615e-07   3.120405e-01
    816   8.847445e+00   8.492199e-01   9.293256e-01   1.488907e-07   3.120405e-01
    817   8.857211e+00   8.518580e-01   9.303731e-01   1.490183e-07   3.120405e-01
    818   8.866976e+00   8.545072e-01   9.314329e-01   1.491440e-07   3.120405e-01
    819   8.876742e+00   8.571678e-01   9.325050e-01   1.492681e-07   3.120405e-01
    820   8.886508e+00   8.598397e-01   9.335894e-01   1.493904e-07   3.120405e-01
    821   8.896273e+00   8.625231e-01   9.346863e-01   1.495110e-07   3.120405e-01
    822   8.906039e+00   8.652180e-01   9.357957e-01   1.496298e-07   3.120405e-01
    823   8.915805e+00   8.679246e-01   9.369178e-01   1.497469e-07   3.120404e-01
    824   8.925570e+00   8.706430e-01   9.380525e-01   1.498621e-07   3.120404e-01
    825   8.935336e+00   8.733732e-01   9.392000e-01   1.499756e-07   3.120404e-01
    826   8.945101e+00   8.761153e-01   9.403603e-01   1.500872e-07   3.120404e-01
    827   8.954867e+00   8.788694e-01   9.415335e-01   1.501971e-07   3.120404e-01
    828   8.964633e+00   8.816357e-01   9.427197e-01   1.503050e-07   3.120404e-01
    829   8.974398e+00   8.844142e-01   9.439190e-01   1.504112e-07   3.120404e-01
    830   8.984164e+00   8.872050e-01   9.451315e-01   1.505155e-07   3.120404e-01
    831   8.993930e+00   8.900083e-01   9.463571e-01   1.506179e-07   3.120404e-01
    832   9.003695e+00   8.928240e-01   9.475962e-01   1.507185e-07   3.120404e-01
    833   9.013461e+00   8.956524e-01   9.488486e-01   1.508171e-07   3.120404e-01
    834   9.023226e+00   8.984936e-01   9.501145e-01   1.509139e-07   3.120404e-01
    835   9.032992e+00   9.013476e-01   9.513940e-01   1.510087e-07   3.120404e-01
    836   9.042758e+00   9.042145e-01   9.526871e-01   1.511016e-07   3.120404e-01
    837   9.052523e+00   9.070945e-01   9.539940e-01   1.511925e-07   3.120403e-01
    838   9.062289e+00   9.099876e-01   9.553148e-01   1.512816e-07   3.120403e-01
    839   9.072055e+00   9.128940e-01   9.566495e-01   1.513686e-07   3.120403e-01
    840   9.081820e+00   9.158138e-01   9.579982e-01   1.514537e-07   3.120403e-01
    841   9.091586e+00   9.187471e-01   9.593610e-01   1.515368e-07   3.120403e-01
    842   9.101351e+00   9.216940e-01   9.607381e-01   1.516179e-07   3.120403e-01
    843   9.111117e+00   9.246546e-01   9.621294e-01   1.516969e-07   3.120403e-01
    844   9.120883e+00   9.276290e-01   9.635352e-01   1.517740e-07   3.120403e-01
    845   9.130648e+00   9.306174e-01   9.649554e-01   1.518490e-07   3.120403e-01
    846   9.140414e+00   9.336199e-01   9.663902e-01   1.519220e-07   3.120403e-01
    847   9.150180e+00   9.366366e-01   9.678398e-01   1.519929e-07   3.120403e-01
    848   9.159945e+00   9.396676e-01   9.693041e-01   1.520618e-07   3.120403e-01
    849   9.169711e+00   9.427130e-01   9.707833e-01   1.521285e-07   3.120403e-01
    850   9.179476e+00   9.457730e-01   9.722775e-01   1.521932e-07   3.120403e-01
    851   9.189242e+00   9.488476e-01   9.737868e-01   1.522558e-07   3.120403e-01
    852   9.199008e+00   9.519371e-01   9.753114e-01   1.523162e-07   3.120402e-01
    853   9.208773e+00   9.550415e-01   9.768512e-01   1.523745e-07   3.120402e-01
    854   9.218539e+00   9.581610e-01   9.784064e-01   1.524307e-07   3.120402e-01
    855   9.228305e+00   9.612957e-01   9.799772e-01   1.524847e-07   3.120402e-01
    856   9.238070e+00   9.644457e-01   9.815636e-01   1.525366e-07   3.120402e-01
    857   9.247836e+00   9.676112e-01   9.831657e-01   1.525863e-07   3.120402e-01
    858   9.257601e+00   9.707923e-01   9.847837e-01   1.526338e-07   3.120402e-01
    859   9.267367e+00   9.739891e-01   9.864177e-01   1.526791e-07   3.120402e-01
    860   9.277133e+00   9.772019e-01   9.880678e-01   1.527222e-07   3.120402e-01
    861   9.286898e+00   9.804306e-01   9.897340e-01   1.527631e-07   3.120402e-01
    862   9.296664e+00   9.836755e-01   9.914166e-01   1.528018e-07   3.120402e-01
    863   9.306430e+00   9.869367e-01   9.931156e-01   1.528382e-07   3.120402e-01
    864   9.316195e+00   9.902143e-01   9.948312e-01   1.528724e-07   3.120402e-01
    865   9.325961e+00   9.935086e-01   9.965634e-01   1.529043e-07   3.120402e-01
    866   9.335726e+00   9.968196e-01   9.983125e-01   1.529339e-07   3.120402e-01
    867   9.345492e+00   1.000147e+00   1.000078e+00   1.529613e-07   3.120402e-01
