# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
    336   4.159945e+00   1.713782e-01   1.357987e+00   3.865419e-08   3.120448e-01
    337   4.169711e+00   1.721554e-01   1.355014e+00   3.882333e-08   3.120448e-01
    338   4.179476e+00   1.729344e-01   1.352056e+00   3.899291e-08   3.120448e-01
    339   4.189242e+00   1.737153e-01   1.349112e+00   3.916292e-08   3.120448e-01
    340   4.199008e+00   1.744979e-01   1.346182e+00   3.933337e-08   3.120448e-01
    341   4.208773e+00   1.752824e-01   1.343267e+00   3.950427e-08   3.120448e-01
    342   4.218539e+00   1.760687e-01   1.340365e+00   3.967560e-08   3.120448e-01
    343   4.228305e+00   1.768568e-01   1.337477e+00   3.984737e-08   3.120448e-01
    344   4.238070e+00   1.776467e-01   1.334604e+00   4.001959e-08   3.120448e-01
    345   4.247836e+00   1.784385e-01   1.331744e+00   4.019225e-08   3.120448e-01
    346   4.257601e+00   1.792321e-01   1.328897e+00   4.036535e-08   3.120448e-01
    347   4.267367e+00   1.800275e-01   1.326064e+00   4.053889e-08   3.120448e-01
    348   4.277133e+00   1.808247e-01   1.323245e+00   4.071288e-08   3.120448e-01
    349   4.286898e+00   1.816237e-01   1.320440e+00   4.088732e-08   3.120448e-01
    350   4.296664e+00   1.824246e-01   1.317647e+00   4.106220e-08   3.120448e-01
    351   4.306430e+00   1.832273e-01   1.314868e+00   4.123753e-08   3.120447e-01
    352   4.316195e+00   1.840318e-01   1.312102e+00   4.141331e-08   3.120447e-01
    353   4.325961e+00   1.848382e-01   1.309349e+00   4.158954e-08   3.120447e-01
    354   4.335726e+00   1.856464e-01   1.306610e+00   4.176621e-08   3.120447e-01
    355   4.345492e+00   1.864565e-01   1.303883e+00   4.194334e-08   3.120447e-01
    356   4.355258e+00   1.872683e-01   1.301169e+00   4.212092e-08   3.120447e-01
    357   4.365023e+00   1.880820e-01   1.298468e+00   4.229895e-08   3.120447e-01
    358   4.374789e+00   1.888976e-01   1.295780e+00   4.247743e-08   3.120447e-01
    359   4.384555e+00   1.897150e-01   1.293105e+00   4.265637e-08   3.120447e-01
    360   4.394320e+00   1.905342e-01   1.290442e+00   4.283576e-08   3.120447e-01
    361   4.404086e+00   1.913552e-01   1.287791e+00   4.301561e-08   3.120447e-01
    362   4.413851e+00   1.921782e-01   1.285154e+00   4.319591e-08   3.120447e-01
    363   4.423617e+00   1.930029e-01   1.282528e+00   4.337667e-08   3.120447e-01
    364   4.433383e+00   1.938295e-01   1.279915e+00   4.355789e-08   3.120447e-01
    365   4.443148e+00   1.946580e-01   1.277314e+00   4.373956e-08   3.120447e-01
    366   4.452914e+00   1.954883e-01   1.274726e+00   4.392170e-08   3.120447e-01
    367   4.462680e+00   1.963204e-01   1.272149e+00   4.410429e-08   3.120446e-01
    368   4.472445e+00   1.971544e-01   1.269585e+00   4.428734e-08   3.120446e-01
    369   4.482211e+00   1.979903e-01   1.267032e+00   4.447085e-08   3.120446e-01
    370   4.491976e+00   1.988280e-01   1.264492e+00   4.465483e-08   3.120446e-01
    371   4.501742e+00   1.996675e-01   1.261963e+00   4.483926e-08   3.120446e-01
    372   4.511508e+00   2.005089e-01   1.259446e+00   4.502416e-08   3.120446e-01
    373   4.521273e+00   2.013522e-01   1.256941e+00   4.520952e-08   3.120446e-01
    374   4.531039e+00   2.021974e-01   1.254448e+00   4.539535e-08   3.120446e-01
    375   4.540805e+00   2.030444e-01   1.251966e+00   4.558164e-08   3.120446e-01
    376   4.550570e+00   2.038932e-01   1.249496e+00   4.576839e-08   3.120446e-01
    377   4.560336e+00   2.047440e-01   1.247037e+00   4.595561e-08   3.120446e-01
    378   4.570101e+00   2.055966e-01   1.244590e+00   4.614330e-08   3.120446e-01
    379   4.579867e+00   2.064510e-01   1.242154e+00   4.633145e-08   3.120446e-01
    380   4.589633e+00   2.073074e-01   1.239729e+00   4.652007e-08   3.120446e-01
    381   4.599398e+00   2.081656e-01   1.237316e+00   4.670916e-08   3.120446e-01
    382   4.609164e+00   2.090257e-01   1.234914e+00   4.689872e-08   3.120446e-01
    383   4.618930e+00   2.098876e-01   1.232523e+00   4.708875e-08   3.120445e-01
    384   4.628695e+00   2.107515e-01   1.230143e+00   4.727924e-08   3.120445e-01
    385   4.638461e+00   2.116172e-01   1.227774e+00   4.747021e-08   3.120445e-01
    386   4.648226e+00   2.124848e-01   1.225416e+00   4.766165e-08   3.120445e-01
    387   4.657992e+00   2.133543e-01   1.223069e+00   4.785356e-08   3.120445e-01
    388   4.667758e+00   2.142257e-01   1.220733e+00   4.804594e-08   3.120445e-01
    389   4.677523e+00   2.150989e-01   1.218407e+00   4.823879e-08   3.120445e-01
    390   4.687289e+00   2.159741e-01   1.216093e+00   4.843211e-08   3.120445e-01
    391   4.697055e+00   2.168511e-01   1.213789e+00   4.862591e-08   3.120445e-01
    392   4.706820e+00   2.177300e-01   1.211496e+00   4.882018e-08   3.120445e-01
    393   4.716586e+00   2.186108e-01   1.209213e+00   4.901492e-08   3.120445e-01
    394   4.726351e+00   2.194935e-01   1.206941e+00   4.921014e-08   3.120445e-01
    395   4.736117e+00   2.203782e-01   1.204679e+00   4.940583e-08   3.120445e-01
    396   4.745883e+00   2.212647e-01   1.202428e+00   4.960200e-08   3.120445e-01
    397   4.755648e+00   2.221531e-01   1.200187e+00   4.979864e-08   3.120444e-01
    398   4.765414e+00   2.230434e-01   1.197957e+00   4.999576e-08   3.120444e-01
    399   4.775180e+00   2.239356e-01   1.195736e+00   5.019335e-08   3.120444e-01
    400   4.784945e+00   2.248298e-01   1.193526e+00   5.039142e-08   3.120444e-01
    401   4.794711e+00   2.257258e-01   1.191327e+00   5.058996e-08   3.120444e-01
    402   4.804476e+00   2.266238e-01   1.189137e+00   5.078898e-08   3.120444e-01
    403   4.814242e+00   2.275236e-01   1.186957e+00   5.098848e-08   3.120444e-01
    404   4.824008e+00   2.284254e-01   1.184788e+00   5.118845e-08   3.120444e-01
    405   4.833773e+00   2.293291e-01   1.182628e+00   5.138890e-08   3.120444e-01
    406   4.843539e+00   2.302347e-01   1.180479e+00   5.158982e-08   3.120444e-01
    407   4.853305e+00   2.311423e-01   1.178339e+00   5.179123e-08   3.120444e-01
    408   4.863070e+00   2.320518e-01   1.176209e+00   5.199311e-08   3.120444e-01
    409   4.872836e+00   2.329632e-01   1.174089e+00   5.219547e-08   3.120444e-01
    410   4.882601e+00   2.338765e-01   1.171979e+00   5.239830e-08   3.120444e-01
    411   4.892367e+00   2.347917e-01   1.169879e+00   5.260162e-08   3.120444e-01
    412   4.902133e+00   2.357089e-01   1.167788e+00   5.280541e-08   3.120443e-01
    413   4.911898e+00   2.366281e-01   1.165707e+00   5.300968e-08   3.120443e-01
    414   4.921664e+00   2.375491e-01   1.163635e+00   5.321443e-08   3.120443e-01
    415   4.931430e+00   2.384721e-01   1.161573e+00   5.341965e-08   3.120443e-01
    416   4.941195e+00   2.393971e-01   1.159521e+00   5.362536e-08   3.120443e-01
    417   4.950961e+00   2.403240e-01   1.157478e+00   5.383154e-08   3.120443e-01
    418   4.960726e+00   2.412528e-01   1.155444e+00   5.403820e-08   3.120443e-01
    419   4.970492e+00   2.421836e-01   1.153420e+00   5.424533e-08   3.120443e-01
    420   4.980258e+00   2.431164e-01   1.151405e+00   5.445295e-08   3.120443e-01
    421   4.990023e+00   2.440511e-01   1.149399e+00   5.466104e-08   3.120443e-01
    422   4.999789e+00   2.449878e-01   1.147403e+00   5.486961e-08   3.120443e-01
    423   5.009555e+00   2.459264e-01   1.145416e+00   5.507866e-08   3.120443e-01
    424   5.019320e+00   2.468670e-01   1.143438e+00   5.528818e-08   3.120443e-01
    425   5.029086e+00   2.478096e-01   1.141469e+00   5.549818e-08   3.120442e-01
    426   5.038851e+00   2.487541e-01   1.139509e+00   5.570866e-08   3.120442e-01
    427   5.048617e+00   2.497006e-01   1.137559e+00   5.591961e-08   3.120442e-01
    428   5.058383e+00   2.506491e-01   1.135617e+00   5.613104e-08   3.120442e-01
    429   5.068148e+00   2.515995e-01   1.133684e+00   5.634295e-08   3.120442e-01
    430   5.077914e+00   2.525519e-01   1.131761e+00   5.655533e-08   3.120442e-01
    431   5.087680e+00   2.535064e-01   1.129846e+00   5.676819e-08   3.120442e-01
    432   5.097445e+00   2.544627e-01   1.127940e+00   5.698152e-08   3.120442e-01
    433   5.107211e+00   2.554211e-01   1.126043e+00   5.719533e-08   3.120442e-01
    434   5.116976e+00   2.563815e-01   1.124155e+00   5.740961e-08   3.120442e-01
    435   5.126742e+00   2.573439e-01   1.122276e+00   5.762437e-08   3.120442e-01
    436   5.136508e+00   2.583083e-01   1.120405e+00   5.783960e-08   3.120442e-01
    437   5.146273e+00   2.592746e-01   1.118543e+00   5.805530e-08   3.120442e-01
    438   5.156039e+00   2.602430e-01   1.116690e+00   5.827148e-08   3.120441e-01
    439   5.165805e+00   2.612134e-01   1.114845e+00   5.848813e-08   3.120441e-01
    440   5.175570e+00   2.621858e-01   1.113009e+00   5.870525e-08   3.120441e-01
    441   5.185336e+00   2.631601e-01   1.111182e+00   5.892284e-08   3.120441e-01
    442   5.195101e+00   2.641366e-01   1.109363e+00   5.914091e-08   3.120441e-01
    443   5.204867e+00   2.651150e-01   1.107553e+00   5.935944e-08   3.120441e-01
    444   5.214633e+00   2.660954e-01   1.105751e+00   5.957845e-08   3.120441e-01
    445   5.224398e+00   2.670779e-01   1.103957e+00   5.979792e-08   3.120441e-01
    446   5.234164e+00   2.680624e-01   1.102172e+00   6.001787e-08   3.120441e-01
    447   5.243930e+00   2.690490e-01   1.100396e+00   6.023828e-08   3.120441e-01
    448   5.253695e+00   2.700375e-01   1.098627e+00   6.045916e-08   3.120441e-01
    449   5.263461e+00   2.710281e-01   1.096867e+00   6.068051e-08   3.120441e-01
    450   5.273226e+00   2.720208e-01   1.095116e+00   6.090233e-08   3.120441e-01
    451   5.282992e+00   2.730155e-01   1.093372e+00   6.112461e-08   3.120440e-01
    452   5.292758e+00   2.740122e-01   1.091637e+00   6.134736e-08   3.120440e-01
    453   5.302523e+00   2.750110e-01   1.089910e+00   6.157057e-08   3.120440e-01
    454   5.312289e+00   2.760118e-01   1.088191e+00   6.179424e-08   3.120440e-01
    455   5.322055e+00   2.770147e-01   1.086480e+00   6.201838e-08   3.120440e-01
    456   5.331820e+00   2.780197e-01   1.084778e+00   6.224298e-08   3.120440e-01
    457   5.341586e+00   2.790267e-01   1.083083e+00   6.246805e-08   3.120440e-01
    458   5.351351e+00   2.800358e-01   1.081397e+00   6.269357e-08   3.120440e-01
    459   5.361117e+00   2.810470e-01   1.079718e+00   6.291956e-08   3.120440e-01
    460   5.370883e+00   2.820602e-01   1.078048e+00   6.314600e-08   3.120440e-01
    461   5.380648e+00   2.830756e-01   1.076385e+00   6.337291e-08   3.120440e-01
    462   5.390414e+00   2.840930e-01   1.074731e+00   6.360027e-08   3.120440e-01
    463   5.400180e+00   2.851125e-01   1.073084e+00   6.382808e-08   3.120439e-01
    464   5.409945e+00   2.861340e-01   1.071446e+00   6.405636e-08   3.120439e-01
    465   5.419711e+00   2.871577e-01   1.069815e+00   6.428508e-08   3.120439e-01
    466   5.429476e+00   2.881835e-01   1.068192e+00   6.451426e-08   3.120439e-01
    467   5.439242e+00   2.892114e-01   1.066577e+00   6.474390e-08   3.120439e-01
    468   5.449008e+00   2.902414e-01   1.064969e+00   6.497398e-08   3.120439e-01
    469   5.458773e+00   2.912735e-01   1.063370e+00   6.520452e-08   3.120439e-01
    470   5.468539e+00   2.923077e-01   1.061778e+00   6.543550e-08   3.120439e-01
    471   5.478305e+00   2.933440e-01   1.060194e+00   6.566693e-08   3.120439e-01
    472   5.488070e+00   2.943825e-01   1.058617e+00   6.589881e-08   3.120439e-01
    473   5.497836e+00   2.954230e-01   1.057049e+00   6.613114e-08   3.120439e-01
    474   5.507601e+00   2.964657e-01   1.055488e+00   6.636391e-08   3.120439e-01
    475   5.517367e+00   2.975106e-01   1.053934e+00   6.659713e-08   3.120438e-01
    476   5.527133e+00   2.985576e-01   1.052388e+00   6.683078e-08   3.120438e-01
    477   5.536898e+00   2.996067e-01   1.050850e+00   6.706488e-08   3.120438e-01
    478   5.546664e+00   3.006580e-01   1.049319e+00   6.729942e-08   3.120438e-01
    479   5.556430e+00   3.017114e-01   1.047796e+00   6.753440e-08   3.120438e-01
    480   5.566195e+00   3.027670e-01   1.046280e+00   6.776981e-08   3.120438e-01
    481   5.575961e+00   3.038247e-01   1.044772e+00   6.800567e-08   3.120438e-01
    482   5.585726e+00   3.048846e-01   1.043271e+00   6.824195e-08   3.120438e-01
    483   5.595492e+00   3.059467e-01   1.041778e+00   6.847867e-08   3.120438e-01
    484   5.605258e+00   3.070110e-01   1.040292e+00   6.871582e-08   3.120438e-01
    485   5.615023e+00   3.080774e-01   1.038814e+00   6.895341e-08   3.120438e-01
    486   5.624789e+00   3.091460e-01   1.037343e+00   6.919142e-08   3.120438e-01
    487   5.634555e+00   3.102168e-01   1.035879e+00   6.942986e-08   3.120437e-01
    488   5.644320e+00   3.112898e-01   1.034423e+00   6.966873e-08   3.120437e-01
    489   5.654086e+00   3.123650e-01   1.032974e+00   6.990802e-08   3.120437e-01
    490   5.663851e+00   3.134424e-01   1.031532e+00   7.014773e-08   3.120437e-01
    491   5.673617e+00   3.145220e-01   1.030097e+00   7.038787e-08   3.120437e-01
    492   5.683383e+00   3.156038e-01   1.028670e+00   7.062843e-08   3.120437e-01
    493   5.693148e+00   3.166878e-01   1.027250e+00   7.086941e-08   3.120437e-01
    494   5.702914e+00   3.177741e-01   1.025838e+00   7.111080e-08   3.120437e-01
    495   5.712680e+00   3.188626e-01   1.024432e+00   7.135262e-08   3.120437e-01
    496   5.722445e+00   3.199533e-01   1.023034e+00   7.159484e-08   3.120437e-01
    497   5.732211e+00   3.210462e-01   1.021643e+00   7.183748e-08   3.120437e-01
    498   5.741976e+00   3.221414e-01   1.020259e+00   7.208053e-08   3.120437e-01
    499   5.751742e+00   3.232389e-01   1.018882e+00   7.232399e-08   3.120436e-01
    500   5.761508e+00   3.243386e-01   1.017512e+00   7.256786e-08   3.120436e-01
    501   5.771273e+00   3.254405e-01   1.016150e+00   7.281214e-08   3.120436e-01
    502   5.781039e+00   3.265447e-01   1.014794e+00   7.305682e-08   3.120436e-01
    503   5.790805e+00   3.276512e-01   1.013446e+00   7.330191e-08   3.120436e-01
    504   5.800570e+00   3.287600e-01   1.012104e+00   7.354739e-08   3.120436e-01
    505   5.810336e+00   3.298710e-01   1.010770e+00   7.379328e-08   3.120436e-01
    506   5.820101e+00   3.309844e-01   1.009443e+00   7.403956e-08   3.120436e-01
    507   5.829867e+00   3.321000e-01   1.008122e+00   7.428624e-08   3.120436e-01
    508   5.839633e+00   3.332179e-01   1.006809e+00   7.453331e-08   3.120436e-01
    509   5.849398e+00   3.343381e-01   1.005503e+00   7.478078e-08   3.120436e-01
    510   5.859164e+00   3.354606e-01   1.004203e+00   7.502863e-08   3.120435e-01
    511   5.868930e+00   3.365855e-01   1.002911e+00   7.527687e-08   3.120435e-01
    512   5.878695e+00   3.377126e-01   1.001625e+00   7.552549e-08   3.120435e-01
    513   5.888461e+00   3.388421e-01   1.000347e+00   7.577450e-08   3.120435e-01
    514   5.898226e+00   3.399739e-01   9.990750e-01   7.602389e-08   3.120435e-01
    515   5.907992e+00   3.411081e-01   9.978101e-01   7.627365e-08   3.120435e-01
    516   5.917758e+00   3.422446e-01   9.965522e-01   7.652379e-08   3.120435e-01
    517   5.927523e+00   3.433834e-01   9.953011e-01   7.677431e-08   3.120435e-01
    518   5.937289e+00   3.445246e-01   9.940569e-01   7.702519e-08   3.120435e-01
    519   5.947055e+00   3.456682e-01   9.928195e-01   7.727645e-08   3.120435e-01
    520   5.956820e+00   3.468141e-01   9.915889e-01   7.752807e-08   3.120435e-01
    521   5.966586e+00   3.479624e-01   9.903651e-01   7.778006e-08   3.120434e-01
    522   5.976351e+00   3.491131e-01   9.891481e-01   7.803240e-08   3.120434e-01
    523   5.986117e+00   3.502662e-01   9.879379e-01   7.828511e-08   3.120434e-01
    524   5.995883e+00   3.514216e-01   9.867344e-01   7.853818e-08   3.120434e-01
    525   6.005648e+00   3.525795e-01   9.855377e-01   7.879160e-08   3.120434e-01
    526   6.015414e+00   3.537398e-01   9.843478e-01   7.904537e-08   3.120434e-01
    527   6.025180e+00   3.549025e-01   9.831646e-01   7.929950e-08   3.120434e-01
    528   6.034945e+00   3.560676e-01   9.819881e-01   7.955397e-08   3.120434e-01
    529   6.044711e+00   3.572351e-01   9.808183e-01   7.980879e-08   3.120434e-01
    530   6.054476e+00   3.584051e-01   9.796552e-01   8.006395e-08   3.120434e-01
    531   6.064242e+00   3.595775e-01   9.784988e-01   8.031946e-08   3.120434e-01
    532   6.074008e+00   3.607523e-01   9.773491e-01   8.057530e-08   3.120433e-01
    533   6.083773e+00   3.619297e-01   9.762061e-01   8.083148e-08   3.120433e-01
    534   6.093539e+00   3.631094e-01   9.750697e-01   8.108799e-08   3.120433e-01
    535   6.103305e+00   3.642917e-01   9.739399e-01   8.134483e-08   3.120433e-01
    536   6.113070e+00   3.654764e-01   9.728168e-01   8.160200e-08   3.120433e-01
    537   6.122836e+00   3.666636e-01   9.717003e-01   8.185949e-08   3.120433e-01
    538   6.132601e+00   3.678533e-01   9.705904e-01   8.211731e-08   3.120433e-01
    539   6.142367e+00   3.690455e-01   9.694871e-01   8.237545e-08   3.120433e-01
    540   6.152133e+00   3.702402e-01   9.683905e-01   8.263391e-08   3.120433e-01
    541   6.161898e+00   3.714374e-01   9.673004e-01   8.289268e-08   3.120433e-01
    542   6.171664e+00   3.726371e-01   9.662168e-01   8.315177e-08   3.120432e-01
    543   6.181430e+00   3.738394e-01   9.651399e-01   8.341117e-08   3.120432e-01
    544   6.191195e+00   3.750442e-01   9.640695e-01   8.367087e-08   3.120432e-01
    545   6.200961e+00   3.762515e-01   9.630057e-01   8.393087e-08   3.120432e-01
    546   6.210726e+00   3.774614e-01   9.619484e-01   8.419118e-08   3.120432e-01
    547   6.220492e+00   3.786738e-01   9.608976e-01   8.445179e-08   3.120432e-01
    548   6.230258e+00   3.798888e-01   9.598534e-01   8.471270e-08   3.120432e-01
    549   6.240023e+00   3.811064e-01   9.588157e-01   8.497389e-08   3.120432e-01
    550   6.249789e+00   3.823266e-01   9.577845e-01   8.523538e-08   3.120432e-01
    551   6.259555e+00   3.835494e-01   9.567598e-01   8.549716e-08   3.120432e-01
    552   6.269320e+00   3.847747e-01   9.557416e-01   8.575922e-08   3.120431e-01
    553   6.279086e+00   3.860027e-01   9.547299e-01   8.602156e-08   3.120431e-01
    554   6.288851e+00   3.872333e-01   9.537247e-01   8.628418e-08   3.120431e-01
    555   6.298617e+00   3.884665e-01   9.527260e-01   8.654707e-08   3.120431e-01
    556   6.308383e+00   3.897023e-01   9.517337e-01   8.681024e-08   3.120431e-01
    557   6.318148e+00   3.909408e-01   9.507479e-01   8.707367e-08   3.120431e-01
    558   6.327914e+00   3.921820e-01   9.497686e-01   8.733738e-08   3.120431e-01
    559   6.337680e+00   3.934258e-01   9.487957e-01   8.760134e-08   3.120431e-01
    560   6.347445e+00   3.946722e-01   9.478293e-01   8.786556e-08   3.120431e-01
    561   6.357211e+00   3.959214e-01   9.468693e-01   8.813005e-08   3.120431e-01
    562   6.366976e+00   3.971732e-01   9.459157e-01   8.839478e-08   3.120431e-01
    563   6.376742e+00   3.984277e-01   9.449686e-01   8.865976e-08   3.120430e-01
    564   6.386508e+00   3.996850e-01   9.440279e-01   8.892499e-08   3.120430e-01
    565   6.396273e+00   4.009449e-01   9.430936e-01   8.919047e-08   3.120430e-01
    566   6.406039e+00   4.022076e-01   9.421657e-01   8.945618e-08   3.120430e-01
    567   6.415805e+00   4.034730e-01   9.412442e-01   8.972213e-08   3.120430e-01
    568   6.425570e+00   4.047411e-01   9.403292e-01   8.998832e-08   3.120430e-01
    569   6.435336e+00   4.060120e-01   9.394205e-01   9.025473e-08   3.120430e-01
    570   6.445101e+00   4.072856e-01   9.385183e-01   9.052137e-08   3.120430e-01
    571   6.454867e+00   4.085621e-01   9.376224e-01   9.078823e-08   3.120430e-01
    572   6.464633e+00   4.098413e-01   9.367330e-01   9.105532e-08   3.120430e-01
    573   6.474398e+00   4.111232e-01   9.358499e-01   9.132262e-08   3.120429e-01
    574   6.484164e+00   4.124080e-01   9.349732e-01   9.159013e-08   3.120429e-01
    575   6.493930e+00   4.136956e-01   9.341029e-01   9.185785e-08   3.120429e-01
    576   6.503695e+00   4.149860e-01   9.332390e-01   9.212578e-08   3.120429e-01
    577   6.513461e+00   4.162793e-01   9.323814e-01   9.239391e-08   3.120429e-01
    578   6.523226e+00   4.175754e-01   9.315302e-01   9.266223e-08   3.120429e-01
    579   6.532992e+00   4.188743e-01   9.306854e-01   9.293075e-08   3.120429e-01
    580   6.542758e+00   4.201761e-01   9.298469e-01   9.319946e-08   3.120429e-01
    581   6.552523e+00   4.214808e-01   9.290149e-01   9.346836e-08   3.120429e-01
    582   6.562289e+00   4.227883e-01   9.281891e-01   9.373745e-08   3.120429e-01
    583   6.572055e+00   4.240988e-01   9.273698e-01   9.400671e-08   3.120428e-01
    584   6.581820e+00   4.254121e-01   9.265568e-01   9.427614e-08   3.120428e-01
    585   6.591586e+00   4.267284e-01   9.257501e-01   9.454575e-08   3.120428e-01
    586   6.601351e+00   4.280476e-01   9.249499e-01   9.481553e-08   3.120428e-01
    587   6.611117e+00   4.293697e-01   9.241559e-01   9.508547e-08   3.120428e-01
    588   6.620883e+00   4.306948e-01   9.233684e-01   9.535557e-08   3.120428e-01
    589   6.630648e+00   4.320228e-01   9.225871e-01   9.562582e-08   3.120428e-01
    590   6.640414e+00   4.333538e-01   9.218123e-01   9.589623e-08   3.120428e-01
    591   6.650180e+00   4.346878e-01   9.210438e-01   9.616679e-08   3.120428e-01
    592   6.659945e+00   4.360248e-01   9.202816e-01   9.643749e-08   3.120427e-01
    593   6.669711e+00   4.373648e-01   9.195258e-01   9.670832e-08   3.120427e-01
    594   6.679476e+00   4.387078e-01   9.187763e-01   9.697930e-08   3.120427e-01
    595   6.689242e+00   4.400538e-01   9.180332e-01   9.725040e-08   3.120427e-01
    596   6.699008e+00   4.414029e-01   9.172965e-01   9.752163e-08   3.120427e-01
    597   6.708773e+00   4.427550e-01   9.165661e-01   9.779298e-08   3.120427e-01
    598   6.718539e+00   4.441102e-01   9.158420e-01   9.806445e-08   3.120427e-01
    599   6.728305e+00   4.454684e-01   9.151243e-01   9.833603e-08   3.120427e-01
    600   6.738070e+00   4.468298e-01   9.144130e-01   9.860772e-08   3.120427e-01
    601   6.747836e+00   4.481942e-01   9.137080e-01   9.887952e-08   3.120427e-01
    602   6.757601e+00   4.495618e-01   9.130094e-01   9.915141e-08   3.120426e-01
    603   6.767367e+00   4.509325e-01   9.123171e-01   9.942340e-08   3.120426e-01
    604   6.777133e+00   4.523063e-01   9.116312e-01   9.969548e-08   3.120426e-01
    605   6.786898e+00   4.536833e-01   9.109517e-01   9.996764e-08   3.120426e-01
    606   6.796664e+00   4.550635e-01   9.102785e-01   1.002399e-07   3.120426e-01
    607   6.806430e+00   4.564468e-01   9.096117e-01   1.005122e-07   3.120426e-01
    608   6.816195e+00   4.578333e-01   9.089513e-01   1.007846e-07   3.120426e-01
    609   6.825961e+00   4.592230e-01   9.082972e-01   1.010570e-07   3.120426e-01
    610   6.835726e+00   4.606160e-01   9.076495e-01   1.013296e-07   3.120426e-01
    611   6.845492e+00   4.620122e-01   9.070082e-01   1.016021e-07   3.120426e-01
    612   6.855258e+00   4.634116e-01   9.063733e-01   1.018748e-07   3.120425e-01
    613   6.865023e+00   4.648143e-01   9.057447e-01   1.021474e-07   3.120425e-01
    614   6.874789e+00   4.662202e-01   9.051226e-01   1.024201e-07   3.120425e-01
    615   6.884555e+00   4.676295e-01   9.045068e-01   1.026929e-07   3.120425e-01
    616   6.894320e+00   4.690420e-01   9.038974e-01   1.029657e-07   3.120425e-01
    617   6.904086e+00   4.704579e-01   9.032944e-01   1.032385e-07   3.120425e-01
    618   6.913851e+00   4.718770e-01   9.026978e-01   1.035113e-07   3.120425e-01
    619   6.923617e+00   4.732996e-01   9.021077e-01   1.037841e-07   3.120425e-01
    620   6.933383e+00   4.747255e-01   9.015239e-01   1.040570e-07   3.120425e-01
    621   6.943148e+00   4.761547e-01   9.009466e-01   1.043299e-07   3.120424e-01
    622   6.952914e+00   4.775874e-01   9.003756e-01   1.046027e-07   3.120424e-01
    623   6.962680e+00   4.790234e-01   8.998111e-01   1.048756e-07   3.120424e-01
    624   6.972445e+00   4.804629e-01   8.992530e-01   1.051484e-07   3.120424e-01
    625   6.982211e+00   4.819058e-01   8.987014e-01   1.054213e-07   3.120424e-01
    626   6.991976e+00   4.833522e-01   8.981562e-01   1.056941e-07   3.120424e-01
    627   7.001742e+00   4.848020e-01   8.976175e-01   1.059669e-07   3.120424e-01
    628   7.011508e+00   4.862553e-01   8.970851e-01   1.062397e-07   3.120424e-01
    629   7.021273e+00   4.877121e-01   8.965593e-01   1.065124e-07   3.120424e-01
    630   7.031039e+00   4.891724e-01   8.960399e-01   1.067851e-07   3.120424e-01
    631   7.040805e+00   4.906363e-01   8.955270e-01   1.070577e-07   3.120423e-01
    632   7.050570e+00   4.921036e-01   8.950206e-01   1.073303e-07   3.120423e-01
    633   7.060336e+00   4.935746e-01   8.945206e-01   1.076028e-07   3.120423e-01
    634   7.070101e+00   4.950491e-01   8.940271e-01   1.078753e-07   3.120423e-01
    635   7.079867e+00   4.965272e-01   8.935402e-01   1.081477e-07   3.120423e-01
    636   7.089633e+00   4.980089e-01   8.930597e-01   1.084200e-07   3.120423e-01
    637   7.099398e+00   4.994943e-01   8.925858e-01   1.086923e-07   3.120423e-01
    638   7.109164e+00   5.009833e-01   8.921183e-01   1.089644e-07   3.120423e-01
    639   7.118930e+00   5.024759e-01   8.916574e-01   1.092365e-07   3.120423e-01
    640   7.128695e+00   5.039722e-01   8.912030e-01   1.095084e-07   3.120422e-01
    641   7.138461e+00   5.054723e-01   8.907552e-01   1.097803e-07   3.120422e-01
    642   7.148226e+00   5.069760e-01   8.903139e-01   1.100521e-07   3.120422e-01
    643   7.157992e+00   5.084835e-01   8.898792e-01   1.103237e-07   3.120422e-01
    644   7.167758e+00   5.099947e-01   8.894510e-01   1.105952e-07   3.120422e-01
    645   7.177523e+00   5.115097e-01   8.890294e-01   1.108666e-07   3.120422e-01
    646   7.187289e+00   5.130285e-01   8.886144e-01   1.111378e-07   3.120422e-01
    647   7.197055e+00   5.145510e-01   8.882060e-01   1.114089e-07   3.120422e-01
    648   7.206820e+00   5.160774e-01   8.878042e-01   1.116799e-07   3.120422e-01
    649   7.216586e+00   5.176077e-01   8.874090e-01   1.119507e-07   3.120422e-01
    650   7.226351e+00   5.191417e-01   8.870205e-01   1.122213e-07   3.120421e-01
    651   7.236117e+00   5.206797e-01   8.866385e-01   1.124918e-07   3.120421e-01
    652   7.245883e+00   5.222216e-01   8.862632e-01   1.127621e-07   3.120421e-01
    653   7.255648e+00   5.237674e-01   8.858946e-01   1.130323e-07   3.120421e-01
    654   7.265414e+00   5.253171e-01   8.855326e-01   1.133022e-07   3.120421e-01
    655   7.275180e+00   5.268707e-01   8.851773e-01   1.135719e-07   3.120421e-01
    656   7.284945e+00   5.284284e-01   8.848287e-01   1.138415e-07   3.120421e-01
    657   7.294711e+00   5.299900e-01   8.844868e-01   1.141108e-07   3.120421e-01
    658   7.304476e+00   5.315557e-01   8.841516e-01   1.143800e-07   3.120421e-01
    659   7.314242e+00   5.331254e-01   8.838231e-01   1.146489e-07   3.120420e-01
