# cross spectrum of phi(z1) and phi(z2)
# redshift z=-0.000147
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.092096e-10   1.198114e-03   4.710415e-11   18
  1.686348e-02   2.473250e-10   2.897918e-03   2.362167e-11   152
  2.725284e-02   1.476429e-10   3.060867e-03   6.909643e-12   416
  3.742835e-02   8.060511e-11   2.912555e-03   3.028713e-12   770
  4.808679e-02   5.023561e-11   3.119650e-03   1.479772e-12   1364
  5.876109e-02   3.293638e-11   3.054550e-03   7.539406e-13   1976
  6.939824e-02   2.484983e-11   3.112555e-03   4.763299e-13   2792
  7.984642e-02   1.805712e-11   2.971805e-03   3.089729e-13   3578
  9.038229e-02   1.281839e-11   3.049521e-03   1.921289e-13   4724
  1.011318e-01   9.468442e-12   3.134595e-03   1.277792e-13   6032
  1.117485e-01   7.277415e-12   3.016599e-03   9.265534e-14   7072
  1.222702e-01   6.101928e-12   3.056387e-03   6.969017e-14   8634
  1.329722e-01   5.077266e-12   3.095256e-03   5.365075e-14   10336
  1.436677e-01   4.089695e-12   3.082009e-03   3.919289e-14   11940
  1.541872e-01   3.257862e-12   3.021465e-03   3.076716e-14   13490
  1.647185e-01   2.704869e-12   3.054444e-03   2.323158e-14   15656
  1.754149e-01   2.237703e-12   3.102608e-03   1.826997e-14   18008
  1.860920e-01   1.928802e-12   3.069464e-03   1.523003e-14   19964
  1.966957e-01   1.655671e-12   3.066093e-03   1.263335e-14   22354
  2.072851e-01   1.379760e-12   3.030819e-03   1.014614e-14   24648
  2.179134e-01   1.170993e-12   3.083109e-03   8.168372e-15   27592
  2.285517e-01   1.016464e-12   3.075318e-03   7.088881e-15   30152
  2.391687e-01   8.771099e-13   3.069056e-03   5.968611e-15   33046
  2.497808e-01   7.748684e-13   3.053846e-03   5.104120e-15   35992
  2.604233e-01   6.817329e-13   3.074764e-03   4.421948e-15   39304
  2.710722e-01   5.956476e-13   3.082145e-03   3.757640e-15   42608
  2.817050e-01   5.210207e-13   3.058267e-03   3.255099e-15   45758
  2.923349e-01   4.486567e-13   3.072286e-03   2.806713e-15   49536
  3.029238e-01   3.982723e-13   3.039208e-03   2.462876e-15   52488
  3.135134e-01   3.571841e-13   3.084628e-03   2.181380e-15   57034
  3.241511e-01   3.068913e-13   3.061146e-03   1.878908e-15   60648
  3.347969e-01   2.790684e-13   3.076329e-03   1.702584e-15   65044
  3.454223e-01   2.471319e-13   3.057760e-03   1.511068e-15   68720
  3.560505e-01   2.176826e-13   3.078281e-03   1.348145e-15   73538
  3.667175e-01   1.947614e-13   3.076939e-03   1.212987e-15   78080
  3.773260e-01   1.757473e-13   3.039859e-03   1.105968e-15   81572
  3.879192e-01   1.547130e-13   3.081238e-03   9.915122e-16   87248
  3.985882e-01   1.356742e-13   3.084591e-03   8.890593e-16   92266
  4.092322e-01   1.234887e-13   3.063169e-03   8.162042e-16   96696
  4.198039e-01   1.086454e-13   3.037602e-03   7.423022e-16   100904
  4.303789e-01   9.869861e-14   3.065517e-03   6.734957e-16   107036
  4.410480e-01   8.861595e-14   3.089487e-03   6.120205e-16   113362
  4.517307e-01   7.874367e-14   3.072092e-03   5.642486e-16   118176
  4.623378e-01   7.040685e-14   3.054661e-03   5.243851e-16   122944
  4.729644e-01   6.314145e-14   3.083007e-03   4.819450e-16   129902
  4.836049e-01   5.639892e-14   3.061727e-03   4.434376e-16   134944
  4.942158e-01   5.138574e-14   3.064979e-03   4.129960e-16   140952
  5.048213e-01   4.482564e-14   3.064662e-03   3.831005e-16   147072
  5.154342e-01   4.041942e-14   3.060800e-03   3.562600e-16   153382
  5.260893e-01   3.583548e-14   3.082622e-03   3.312048e-16   160952
  5.367508e-01   3.220723e-14   3.070294e-03   3.092358e-16   166640
  5.473579e-01   3.013556e-14   3.057153e-03   2.893956e-16   172448
  5.579787e-01   2.638490e-14   3.077577e-03   2.705246e-16   180594
  5.686178e-01   2.404147e-14   3.060710e-03   2.532230e-16   186556
  5.792219e-01   2.166895e-14   3.063394e-03   2.378817e-16   193528
  5.898242e-01   1.881102e-14   3.060684e-03   2.237091e-16   200626
  6.004609e-01   1.728861e-14   3.076604e-03   2.081898e-16   209256
  6.111150e-01   1.556544e-14   3.069663e-03   1.975288e-16   216020
  6.217510e-01   1.404815e-14   3.075746e-03   1.870987e-16   223768
  6.323610e-01   1.239960e-14   3.055783e-03   1.764194e-16   230234
  6.429887e-01   1.129276e-14   3.074922e-03   1.657693e-16   239800
  6.536248e-01   1.012586e-14   3.063054e-03   1.571589e-16   246568
  6.642393e-01   9.442592e-15   3.068328e-03   1.503183e-16   254828
  6.748534e-01   8.328319e-15   3.064424e-03   1.412577e-16   263074
  6.854951e-01   7.300189e-15   3.071509e-03   1.341592e-16   272312
  6.961385e-01   6.701422e-15   3.070197e-03   1.277008e-16   280376
  7.067732e-01   6.080980e-15   3.071500e-03   1.214686e-16   288884
  7.174012e-01   5.160134e-15   3.068501e-03   1.149987e-16   297602
  7.280177e-01   4.979821e-15   3.057614e-03   1.104021e-16   305520
  7.386402e-01   4.614975e-15   3.075198e-03   1.045877e-16   315976
  7.492461e-01   3.813602e-15   3.052723e-03   1.005834e-16   322778
  7.598720e-01   3.491281e-15   3.080021e-03   9.542554e-17   335372
  7.705286e-01   3.302090e-15   3.068318e-03   9.043672e-17   343464
  7.811635e-01   3.002604e-15   3.070705e-03   8.658603e-17   352912
  7.917934e-01   2.684394e-15   3.070498e-03   8.302600e-17   362666
  8.024224e-01   2.519096e-15   3.063690e-03   7.943371e-17   371884
  8.130465e-01   2.152437e-15   3.069929e-03   7.597942e-17   382280
  8.236583e-01   1.990558e-15   3.060755e-03   7.282225e-17   390888
  8.342648e-01   1.869507e-15   3.067168e-03   6.997542e-17   402234
  8.448912e-01   1.435124e-15   3.064832e-03   6.701102e-17   412576
  8.555263e-01   1.509324e-15   3.071788e-03   6.421053e-17   423732
  8.661590e-01   1.219219e-15   3.068142e-03   6.175001e-17   433624
  8.767950e-01   1.168214e-15   3.072203e-03   5.889801e-17   445154
  8.874347e-01   1.075667e-15   3.069139e-03   5.664909e-17   455584
  8.980596e-01   9.938815e-16   3.064716e-03   5.463190e-17   465588
  9.086714e-01   1.014631e-15   3.065163e-03   5.242083e-17   476762
  9.193048e-01   8.350129e-16   3.073106e-03   5.059019e-17   489552
  9.299472e-01   8.405452e-16   3.069632e-03   4.867015e-17   500328
  9.405628e-01   6.798542e-16   3.059261e-03   4.686149e-17   509852
  9.511854e-01   6.467752e-16   3.074339e-03   4.494695e-17   524234
  9.618189e-01   5.794280e-16   3.061952e-03   4.344582e-17   534104
  9.724448e-01   4.881846e-16   3.070528e-03   4.164193e-17   547048
  9.830800e-01   4.931983e-16   3.073862e-03   4.035663e-17   559328
  9.937180e-01   5.306522e-16   3.070866e-03   3.887330e-17   571326
  1.004339e+00   4.366900e-16   3.060367e-03   3.773630e-17   581920
  1.014951e+00   3.635852e-16   3.064588e-03   3.618035e-17   594832
  1.025571e+00   3.531834e-16   3.068054e-03   3.502565e-17   608048
  1.036206e+00   3.195782e-16   3.070252e-03   3.383345e-17   621526
  1.046839e+00   3.123333e-16   3.066112e-03   3.264606e-17   633240
