# power spectrum of phi
# redshift z=1.799277
# k              Pk             sigma(k)       sigma(Pk)      count
  7.830312e-03   2.609881e-10   1.198114e-03   5.875869e-11   18
  1.686348e-02   3.093121e-10   2.897918e-03   2.955171e-11   152
  2.725284e-02   1.847759e-10   3.060867e-03   8.640097e-12   416
  3.742835e-02   1.012423e-10   2.912555e-03   3.790738e-12   770
  4.808679e-02   6.355132e-11   3.119650e-03   1.863626e-12   1364
  5.876109e-02   4.175297e-11   3.054550e-03   9.494950e-13   1976
  6.939824e-02   3.182237e-11   3.112555e-03   6.053932e-13   2792
  7.984642e-02   2.321869e-11   2.971805e-03   3.954551e-13   3578
  9.038229e-02   1.672596e-11   3.049521e-03   2.468592e-13   4724
  1.011318e-01   1.238992e-11   3.134595e-03   1.636864e-13   6032
  1.117485e-01   9.687935e-12   3.016599e-03   1.184329e-13   7072
  1.222702e-01   8.166311e-12   3.056387e-03   8.963711e-14   8634
  1.329722e-01   6.933894e-12   3.095256e-03   6.933609e-14   10336
  1.436677e-01   5.616436e-12   3.082009e-03   5.074236e-14   11940
  1.541872e-01   4.524574e-12   3.021465e-03   3.991178e-14   13490
  1.647185e-01   3.762612e-12   3.054444e-03   2.977950e-14   15656
  1.754149e-01   3.185148e-12   3.102608e-03   2.382208e-14   18008
  1.860920e-01   2.814413e-12   3.069464e-03   1.992546e-14   19964
  1.966957e-01   2.457012e-12   3.066093e-03   1.650753e-14   22354
  2.072851e-01   2.099783e-12   3.030819e-03   1.341130e-14   24648
  2.179134e-01   1.816474e-12   3.083109e-03   1.088992e-14   27592
  2.285517e-01   1.590253e-12   3.075318e-03   9.132762e-15   30152
  2.391687e-01   1.409718e-12   3.069056e-03   7.783550e-15   33046
  2.497808e-01   1.283439e-12   3.053846e-03   6.802552e-15   35992
  2.604233e-01   1.156389e-12   3.074764e-03   5.863201e-15   39304
  2.710722e-01   1.049252e-12   3.082145e-03   5.068084e-15   42608
  2.817050e-01   9.300751e-13   3.058267e-03   4.373295e-15   45758
  2.923349e-01   8.325359e-13   3.072286e-03   3.791271e-15   49536
  3.029238e-01   7.588312e-13   3.039208e-03   3.323371e-15   52488
  3.135134e-01   7.030928e-13   3.084628e-03   2.957526e-15   57034
  3.241511e-01   6.284191e-13   3.061146e-03   2.550907e-15   60648
  3.347969e-01   5.837870e-13   3.076329e-03   2.297484e-15   65044
  3.454223e-01   5.398560e-13   3.057760e-03   2.047847e-15   68720
  3.560505e-01   4.920822e-13   3.078281e-03   1.812654e-15   73538
  3.667175e-01   4.547204e-13   3.076939e-03   1.629853e-15   78080
  3.773260e-01   4.242411e-13   3.039859e-03   1.486673e-15   81572
  3.879192e-01   3.951580e-13   3.081238e-03   1.336010e-15   87248
  3.985882e-01   3.656460e-13   3.084591e-03   1.205334e-15   92266
  4.092322e-01   3.419928e-13   3.063169e-03   1.105962e-15   96696
  4.198039e-01   3.178574e-13   3.037602e-03   1.005117e-15   100904
  4.303789e-01   2.978460e-13   3.065517e-03   9.179442e-16   107036
  4.410480e-01   2.804028e-13   3.089487e-03   8.353201e-16   113362
  4.517307e-01   2.618619e-13   3.072092e-03   7.604222e-16   118176
  4.623378e-01   2.471659e-13   3.054661e-03   7.110087e-16   122944
  4.729644e-01   2.328153e-13   3.083007e-03   6.483472e-16   129902
  4.836049e-01   2.171657e-13   3.061727e-03   5.910403e-16   134944
  4.942158e-01   2.073766e-13   3.064979e-03   5.542632e-16   140952
  5.048213e-01   1.940827e-13   3.064662e-03   5.094244e-16   147072
  5.154342e-01   1.841928e-13   3.060800e-03   4.694181e-16   153382
  5.260893e-01   1.755517e-13   3.082622e-03   4.338848e-16   160952
  5.367508e-01   1.655414e-13   3.070294e-03   4.055987e-16   166640
  5.473579e-01   1.579379e-13   3.057153e-03   3.820806e-16   172448
  5.579787e-01   1.496886e-13   3.077577e-03   3.523861e-16   180594
  5.686178e-01   1.424447e-13   3.060710e-03   3.281689e-16   186556
  5.792219e-01   1.357590e-13   3.063394e-03   3.098458e-16   193528
  5.898242e-01   1.300657e-13   3.060684e-03   2.899489e-16   200626
  6.004609e-01   1.236489e-13   3.076604e-03   2.715202e-16   209256
  6.111150e-01   1.186482e-13   3.069663e-03   2.554829e-16   216020
  6.217510e-01   1.135630e-13   3.075746e-03   2.398293e-16   223768
  6.323610e-01   1.078920e-13   3.055783e-03   2.254756e-16   230234
  6.429887e-01   1.037182e-13   3.074922e-03   2.122207e-16   239800
  6.536248e-01   9.955576e-14   3.063054e-03   2.002130e-16   246568
  6.642393e-01   9.576300e-14   3.068328e-03   1.892860e-16   254828
  6.748534e-01   9.143587e-14   3.064424e-03   1.778838e-16   263074
  6.854951e-01   8.767398e-14   3.071509e-03   1.680465e-16   272312
  6.961385e-01   8.441437e-14   3.070197e-03   1.599506e-16   280376
  7.067732e-01   8.146637e-14   3.071500e-03   1.518913e-16   288884
  7.174012e-01   7.803818e-14   3.068501e-03   1.427923e-16   297602
  7.280177e-01   7.582786e-14   3.057614e-03   1.371508e-16   305520
  7.386402e-01   7.265428e-14   3.075198e-03   1.290447e-16   315976
  7.492461e-01   6.999064e-14   3.052723e-03   1.226327e-16   322778
  7.598720e-01   6.799209e-14   3.080021e-03   1.174647e-16   335372
  7.705286e-01   6.518257e-14   3.068318e-03   1.112792e-16   343464
  7.811635e-01   6.284386e-14   3.070705e-03   1.056749e-16   352912
  7.917934e-01   6.084288e-14   3.070498e-03   1.009818e-16   362666
  8.024224e-01   5.918583e-14   3.063690e-03   9.716852e-17   371884
  8.130465e-01   5.696542e-14   3.069929e-03   9.215035e-17   382280
  8.236583e-01   5.516247e-14   3.060755e-03   8.784630e-17   390888
  8.342648e-01   5.337609e-14   3.067168e-03   8.411473e-17   402234
  8.448912e-01   5.207540e-14   3.064832e-03   8.098988e-17   412576
  8.555263e-01   5.004886e-14   3.071788e-03   7.699562e-17   423732
  8.661590e-01   4.866641e-14   3.068142e-03   7.386819e-17   433624
  8.767950e-01   4.716570e-14   3.072203e-03   7.055065e-17   445154
  8.874347e-01   4.578625e-14   3.069139e-03   6.790185e-17   455584
  8.980596e-01   4.438257e-14   3.064716e-03   6.510932e-17   465588
  9.086714e-01   4.296761e-14   3.065163e-03   6.212274e-17   476762
  9.193048e-01   4.186277e-14   3.073106e-03   5.965359e-17   489552
  9.299472e-01   4.078154e-14   3.069632e-03   5.773225e-17   500328
  9.405628e-01   3.964211e-14   3.059261e-03   5.548666e-17   509852
  9.511854e-01   3.844191e-14   3.074339e-03   5.330753e-17   524234
  9.618189e-01   3.738878e-14   3.061952e-03   5.112642e-17   534104
  9.724448e-01   3.637535e-14   3.070528e-03   4.921555e-17   547048
  9.830800e-01   3.543051e-14   3.073862e-03   4.733331e-17   559328
  9.937180e-01   3.452145e-14   3.070866e-03   4.570517e-17   571326
  1.004339e+00   3.365857e-14   3.060367e-03   4.399749e-17   581920
  1.014951e+00   3.272558e-14   3.064588e-03   4.244435e-17   594832
  1.025571e+00   3.193368e-14   3.068054e-03   4.097907e-17   608048
  1.036206e+00   3.110114e-14   3.070252e-03   3.944382e-17   621526
  1.046839e+00   3.030744e-14   3.066112e-03   3.822486e-17   633240
  1.057456e+00   2.957964e-14   3.064953e-03   3.677399e-17   645472
  1.068086e+00   2.890334e-14   3.075342e-03   3.556952e-17   660906
  1.078726e+00   2.823391e-14   3.067576e-03   3.451637e-17   672856
  1.089356e+00   2.750159e-14   3.067094e-03   3.321298e-17   685980
  1.099980e+00   2.682794e-14   3.067978e-03   3.214548e-17   699256
  1.110619e+00   2.623554e-14   3.074976e-03   3.099450e-17   714730
  1.121246e+00   2.558457e-14   3.059348e-03   3.007428e-17   725152
  1.131863e+00   2.498737e-14   3.067634e-03   2.913507e-17   740420
  1.142485e+00   2.437932e-14   3.069089e-03   2.815259e-17   754312
  1.153114e+00   2.383493e-14   3.069897e-03   2.725437e-17   769114
  1.163749e+00   2.343989e-14   3.069209e-03   2.647872e-17   783488
  1.174365e+00   2.281483e-14   3.058900e-03   2.560882e-17   794968
  1.184981e+00   2.237112e-14   3.070107e-03   2.483123e-17   812366
  1.195609e+00   2.190019e-14   3.065134e-03   2.411638e-17   825976
  1.206250e+00   2.141295e-14   3.075220e-03   2.333438e-17   843352
  1.216898e+00   2.096822e-14   3.073224e-03   2.264116e-17   857280
  1.227524e+00   2.058236e-14   3.063189e-03   2.210544e-17   869542
  1.238147e+00   2.012313e-14   3.070752e-03   2.139781e-17   887128
  1.248772e+00   1.971563e-14   3.063166e-03   2.077972e-17   900032
  1.259388e+00   1.926516e-14   3.067377e-03   2.010101e-17   916560
  1.270005e+00   1.883653e-14   3.061783e-03   1.958144e-17   930922
  1.280635e+00   1.850113e-14   3.071795e-03   1.895092e-17   949844
  1.291287e+00   1.815322e-14   3.076939e-03   1.847040e-17   966736
  1.301925e+00   1.779061e-14   3.065819e-03   1.800329e-17   978776
  1.312537e+00   1.745985e-14   3.064137e-03   1.758537e-17   994522
  1.323161e+00   1.709475e-14   3.068907e-03   1.701723e-17   1012420
  1.333794e+00   1.675831e-14   3.071598e-03   1.652617e-17   1029408
  1.344410e+00   1.646212e-14   3.058405e-03   1.615172e-17   1041658
  1.355032e+00   1.614275e-14   3.072381e-03   1.568268e-17   1063520
  1.365659e+00   1.583045e-14   3.060689e-03   1.527462e-17   1075808
  1.376294e+00   1.556184e-14   3.080019e-03   1.488117e-17   1098956
  1.386928e+00   1.527840e-14   3.061670e-03   1.450895e-17   1109810
  1.397545e+00   1.502271e-14   3.065288e-03   1.414636e-17   1128608
  1.408178e+00   1.472120e-14   3.073589e-03   1.371042e-17   1148264
